average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
1089.636510971542,1359.1687885256342,886.0684726400156,51.884420915969294,0.08203811948963861,0.23779960044596393,0.005980187123225971,0.04575029084910851,0.0012478654252244756,0.005737452760607723,7.610288537929153e-05,0.0009889491983169837
