breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 894.21465676, -134.8937571 , 2547.98681443])]","[array([-2.54718284,  0.18620079, -2.81034293, -1.82429521, -1.18688747,
        1.87643593])]"
1665,movel,"[array([1059.10869983,  -22.56108088, 2342.96144796])]","[array([-2.53372299,  0.10833911, -2.88355012, -1.77013603, -1.18027654,
        1.89989319])]"
3332,movel,"[array([1091.85736966,    3.65740814, 2298.76216377])]","[array([-2.5277539 ,  0.08941272, -2.89355704, -1.75519188, -1.1783333 ,
        1.903135  ])]"
4999,movel,"[array([1124.31331432,   33.58500027, 2254.71205573])]","[array([-2.51985766,  0.06939128, -2.90254279, -1.74165352, -1.17437559,
        1.90547468])]"
6665,movel,"[array([1156.37823445,   65.70071804, 2211.54922467])]","[array([-2.51162407,  0.04808012, -2.90999412, -1.73015734, -1.16832095,
        1.90707567])]"
8332,movel,"[array([1188.22992956,   98.90228208, 2170.15772506])]","[array([-2.50428215,  0.02519174, -2.91537341, -1.72170844, -1.16002509,
        1.90778463])]"
9999,movel,"[array([1219.75361902,  132.25347501, 2131.05685004])]","[array([-2.49829615e+00,  9.38358978e-04, -2.91838689e+00, -1.71628781e+00,
       -1.14976824e+00,  1.90771452e+00])]"
11665,movel,"[array([1250.53065729,  165.42100212, 2094.04746005])]","[array([-2.4932076 , -0.02408836, -2.9192182 , -1.71291476, -1.13822855,
        1.90726001])]"
13332,movel,"[array([1280.17236818,  198.37984435, 2058.77027216])]","[array([-2.48847895, -0.04933069, -2.91826798, -1.71071915, -1.12592207,
        1.90664666])]"
14999,movel,"[array([1308.4004354 ,  231.10092899, 2024.9822874 ])]","[array([-2.48379667, -0.07441485, -2.91593081, -1.70929112, -1.11322788,
        1.90599402])]"
16665,movel,"[array([1335.04297215,  263.47667941, 1992.49637289])]","[array([-2.47903007, -0.09906682, -2.91254879, -1.70833802, -1.1003974 ,
        1.90536573])]"
18332,movel,"[array([1360.03969173,  295.4615508 , 1961.06528137])]","[array([-2.47408799, -0.12316501, -2.90840149, -1.70765713, -1.08766061,
        1.90484037])]"
19999,movel,"[array([1383.34798705,  326.85978485, 1930.60645248])]","[array([-2.46900653, -0.14659556, -2.9036995 , -1.70714941, -1.07520163,
        1.90446562])]"
21665,movel,"[array([1404.89656714,  357.5401763 , 1900.97376218])]","[array([-2.4637203 , -0.1692814 , -2.89862958, -1.7066371 , -1.06332173,
        1.90434186])]"
23332,movel,"[array([1424.53771204,  387.38337907, 1871.78749273])]","[array([-2.45806909, -0.19110122, -2.89350114, -1.70571256, -1.05240313,
        1.90471021])]"
24999,movel,"[array([1442.07339375,  416.1951032 , 1842.75074898])]","[array([-2.45188725, -0.21194589, -2.88857035, -1.70397663, -1.04294496,
        1.90583612])]"
26665,movel,"[array([1457.4628531 ,  443.56515896, 1813.90589028])]","[array([-2.44527425, -0.23176246, -2.88393899, -1.70135259, -1.03528582,
        1.90787899])]"
28332,movel,"[array([1470.75095407,  469.03058498, 1785.41886637])]","[array([-2.43840649, -0.2505363 , -2.87964051, -1.69791279, -1.02971969,
        1.91097234])]"
29999,movel,"[array([1481.78962925,  492.11094484, 1757.32485186])]","[array([-2.43127649, -0.26813673, -2.87582681, -1.6934549 , -1.02679425,
        1.91536705])]"
31665,movel,"[array([1490.23030988,  512.3456286 , 1729.48087908])]","[array([-2.42370615, -0.28435009, -2.87283265, -1.6876596 , -1.02728532,
        1.92144062])]"
33332,movel,"[array([1496.09926977,  529.15632185, 1701.99213843])]","[array([-2.41589592, -0.29908892, -2.87077746, -1.68049242, -1.03149421,
        1.92930789])]"
34999,movel,"[array([1499.68820956,  542.09869895, 1675.07457725])]","[array([-2.40821543, -0.31236935, -2.86960896, -1.67204989, -1.03930583,
        1.93874174])]"
36665,movel,"[array([1500.7161453 ,  551.24063485, 1648.01345399])]","[array([-2.40041884, -0.32410645, -2.86995264, -1.66224386, -1.05098388,
        1.94990707])]"
38332,movel,"[array([1499.16836386,  556.7226126 , 1619.70581358])]","[array([-2.39240015, -0.33442189, -2.8721958 , -1.6504137 , -1.06646007,
        1.96286472])]"
39999,movel,"[array([1494.91787951,  558.67030281, 1588.80324366])]","[array([-2.38397825, -0.34347899, -2.87661355, -1.63536013, -1.08578815,
        1.97770563])]"
41665,movel,"[array([1487.90794581,  557.38497564, 1553.92360432])]","[array([-2.37504346, -0.35164718, -2.88339461, -1.61625842, -1.10881499,
        1.99446453])]"
43332,movel,"[array([1479.09317827,  553.60239638, 1514.69487871])]","[array([-2.36622863, -0.35970304, -2.89218493, -1.59393857, -1.13377939,
        2.01227675])]"
44999,movel,"[array([1469.07392985,  547.81354788, 1470.41539738])]","[array([-2.35794437, -0.36835537, -2.90275192, -1.5686523 , -1.15949864,
        2.0306709 ])]"
46665,movel,"[array([1458.54038963,  540.35884344, 1420.34872609])]","[array([-2.35076036, -0.37830836, -2.91497968, -1.54078595, -1.18450197,
        2.04917599])]"
48332,movel,"[array([1449.39131452,  532.03826858, 1365.77351343])]","[array([-2.34581927, -0.3905092 , -2.92738848, -1.51180391, -1.20613398,
        2.06612407])]"
49999,movel,"[array([1439.39667564,  518.98713426, 1186.55038745])]","[array([-2.34130781, -0.45116751, -2.948123  , -1.43041666, -1.24390587,
        2.10949143])]"
