breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1689.11048669, -790.9435895 , 1268.83869505])]","[array([-0.80581713,  0.22079819,  0.48880382,  1.70544841,  1.46766445,
        2.30372089])]"
1665,moveabsj,"[array([1731.03584245, -508.51602199, 1287.98585745])]","[array([-0.66526583,  0.16025604,  0.55850728,  1.72841702,  1.47850039,
        2.28958502])]"
3332,moveabsj,"[array([1732.03976543, -481.40613844, 1293.8325701 ])]","[array([-0.65187354,  0.15344183,  0.56481397,  1.73275126,  1.48198466,
        2.28553529])]"
4999,moveabsj,"[array([1732.1361941 , -454.73244097, 1303.93222758])]","[array([-0.6387499 ,  0.14577534,  0.57040759,  1.73918235,  1.48779006,
        2.27906487])]"
6665,moveabsj,"[array([1731.24304909, -428.45935993, 1317.79633395])]","[array([-0.62585034,  0.13722869,  0.57556685,  1.74766879,  1.49559868,
        2.27027242])]"
8332,moveabsj,"[array([1729.76341896, -402.29400385, 1334.95080232])]","[array([-0.61283678,  0.12827033,  0.58002386,  1.75810719,  1.50523222,
        2.2593325 ])]"
9999,moveabsj,"[array([1727.84246285, -376.0030634 , 1354.6097024 ])]","[array([-0.59950185,  0.11915002,  0.58379512,  1.77013719,  1.51625461,
        2.24677298])]"
11665,moveabsj,"[array([1725.71353233, -349.34405706, 1375.38144809])]","[array([-0.58563636,  0.11034107,  0.58698126,  1.78312805,  1.52806705,
        2.23321345])]"
13332,moveabsj,"[array([1723.42522869, -322.176762  , 1395.5569082 ])]","[array([-0.57119893,  0.10219236,  0.58995641,  1.79621139,  1.5399921 ,
        2.21942587])]"
14999,moveabsj,"[array([1720.96019947, -294.54238251, 1413.47407292])]","[array([-0.55635295,  0.09473179,  0.59304974,  1.80807565,  1.55099952,
        2.20690217])]"
16665,moveabsj,"[array([1718.07126449, -266.71898105, 1427.39006988])]","[array([-0.54147439,  0.0880101 ,  0.59701271,  1.8177637 ,  1.56051596,
        2.19636601])]"
18332,moveabsj,"[array([1714.36117225, -239.12256207, 1435.86600461])]","[array([-0.52711034,  0.08162098,  0.60261787,  1.82411512,  1.56767882,
        2.18904648])]"
19999,moveabsj,"[array([1709.3416991 , -212.34307347, 1437.34900181])]","[array([-0.51391536,  0.0753223 ,  0.61082098,  1.82619967,  1.57197401,
        2.18560409])]"
21665,moveabsj,"[array([1702.69756773, -186.83197422, 1431.10391955])]","[array([-0.50247652,  0.06790267,  0.62194863,  1.82242723,  1.57142644,
        2.18902641])]"
23332,moveabsj,"[array([1694.1647363 , -163.04382521, 1414.35277129])]","[array([-0.4932537 ,  0.06023284,  0.63696798,  1.81179932,  1.56598472,
        2.19914542])]"
24999,moveabsj,"[array([1684.29069321, -140.64509289, 1385.02422464])]","[array([-0.48589398,  0.05270212,  0.65576385,  1.79308071,  1.55358735,
        2.21821679])]"
26665,moveabsj,"[array([1674.61814184, -118.05369648, 1342.64475641])]","[array([-0.47867781,  0.04629822,  0.67642617,  1.76573433,  1.53200436,
        2.24887711])]"
28332,moveabsj,"[array([1666.99434273,  -93.14224963, 1289.11569523])]","[array([-0.46888545,  0.04353186,  0.69638364,  1.73245757,  1.50210053,
        2.28855229])]"
29999,moveabsj,"[array([1662.90292068,  -64.48865834, 1234.75818473])]","[array([-0.45421748,  0.04461537,  0.71187389,  1.70020514,  1.46851367,
        2.33094134])]"
31665,moveabsj,"[array([1660.16400106,  -33.99952882, 1191.5764924 ])]","[array([-0.43661234,  0.04669922,  0.72262592,  1.6754521 ,  1.44028349,
        2.36631618])]"
33332,moveabsj,"[array([1655.06239334,   -4.47721697, 1164.84816687])]","[array([-0.41978216,  0.04578891,  0.73163761,  1.65987439,  1.42310756,
        2.38876762])]"
34999,moveabsj,"[array([1643.84829678,   21.49992111, 1157.94556202])]","[array([-0.40710344,  0.03649605,  0.74154222,  1.65192934,  1.41894334,
        2.39944501])]"
36665,moveabsj,"[array([1626.67321886,   40.72424598, 1169.32244062])]","[array([-0.40103616,  0.02321791,  0.75494321,  1.65707792,  1.43453414,
        2.38525323])]"
38332,moveabsj,"[array([1604.27337053,   54.45418403, 1205.79251011])]","[array([-3.99955879e-01,  1.08992933e-03,  7.68801862e-01,  1.67507102e+00,
        1.46688251e+00,  2.35324196e+00])]"
39999,moveabsj,"[array([1582.89544354,   65.38291865, 1266.85545727])]","[array([-0.39864711, -0.02258299,  0.77831271,  1.71195351,  1.5148233 ,
        2.29926528])]"
41665,moveabsj,"[array([1568.92978373,   80.30795654, 1338.91999969])]","[array([-0.38893618, -0.04140137,  0.77865645,  1.76118266,  1.56279747,
        2.23995441])]"
43332,moveabsj,"[array([1561.48819655,  101.15900105, 1394.69464064])]","[array([-0.3719461 , -0.0526306 ,  0.77432618,  1.80214945,  1.59483945,
        2.19727641])]"
44999,moveabsj,"[array([1551.38161308,  124.54470368, 1419.21799986])]","[array([-0.35581668, -0.0607751 ,  0.7778763 ,  1.82266527,  1.6120685 ,
        2.17509738])]"
46665,moveabsj,"[array([1533.29102165,  144.47632914, 1408.55774047])]","[array([-0.34853564, -0.0731464 ,  0.79426797,  1.81322674,  1.61222266,
        2.18253008])]"
48332,moveabsj,"[array([1509.18313971,  160.00515444, 1358.52308998])]","[array([-0.35006515, -0.08709158,  0.82343197,  1.77353744,  1.59280683,
        2.22038508])]"
49999,moveabsj,"[array([1462.66472893,  202.57151363, 1186.7992706 ])]","[array([-0.3413043 , -0.11394426,  0.88212894,  1.63881793,  1.48046969,
        2.39136176])]"
