breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 862.93591312, -841.09811283,  156.27654481])]","[array([-0.90425268, -0.27681642, -0.46642882, -0.32264683, -1.23569195,
        2.86029962])]"
999,movel_fit,"[array([ 858.46180251, -808.72014795,  143.52423372])]","[array([-0.90490536, -0.29528885, -0.49409054, -0.35632838, -1.25240665,
        2.82524975])]"
1999,movel_fit,"[array([ 855.23015209, -775.54558734,  132.46782608])]","[array([-0.89578022, -0.30761022, -0.51254016, -0.3729466 , -1.27425016,
        2.7668031 ])]"
2999,movel_fit,"[array([ 853.26202576, -741.73363699,  123.1852075 ])]","[array([-0.88555316, -0.31839603, -0.52878623, -0.390486  , -1.29694429,
        2.70732592])]"
3999,movel_fit,"[array([ 852.5467294 , -707.42783239,  115.70730731])]","[array([-0.8750602 , -0.328718  , -0.54411055, -0.41051185, -1.31927604,
        2.64978031])]"
4999,movel_fit,"[array([ 853.04561045, -672.77571998,  110.02629345])]","[array([-0.86358596, -0.3384869 , -0.55822323, -0.43149727, -1.34102158,
        2.59342215])]"
5999,movel_fit,"[array([ 854.69510687, -637.91751562,  106.09651746])]","[array([-0.85082947, -0.34783016, -0.57114001, -0.45276088, -1.36182969,
        2.53839445])]"
6999,movel_fit,"[array([ 857.41207499, -602.97778368,  103.83975461])]","[array([-0.83685561, -0.35725295, -0.58329327, -0.47431994, -1.3811153 ,
        2.48549738])]"
7999,movel_fit,"[array([ 861.09990698, -568.0604466 ,  103.15274992])]","[array([-0.82167116, -0.36719806, -0.59501318, -0.49606936, -1.39840276,
        2.4351825 ])]"
8999,movel_fit,"[array([ 865.65441454, -533.24665438,  103.91539173])]","[array([-0.80506478, -0.37768092, -0.60619168, -0.51749349, -1.41357769,
        2.38721955])]"
9999,movel_fit,"[array([ 870.96883885, -498.59482317,  105.9982822 ])]","[array([-0.78671624, -0.3882863 , -0.61634999, -0.53787596, -1.42685786,
        2.34098551])]"
10999,movel_fit,"[array([ 876.93766282, -464.14219566,  109.26895742])]","[array([-0.76637069, -0.39841772, -0.62492115, -0.55661699, -1.43859427,
        2.29588918])]"
11999,movel_fit,"[array([ 883.45915227, -429.90739199,  113.59644936])]","[array([-0.74393158, -0.40755709, -0.63148968, -0.57339764, -1.44908684,
        2.25160557])]"
12999,movel_fit,"[array([ 890.43673728, -395.89351391,  118.85422294])]","[array([-0.71944706, -0.4153786 , -0.63586354, -0.58815222, -1.45851393,
        2.20807085])]"
13999,movel_fit,"[array([ 897.7794592 , -362.09141647,  124.92173848])]","[array([-0.69304122, -0.42171272, -0.63800785, -0.60094312, -1.46696539,
        2.1653536 ])]"
14999,movel_fit,"[array([ 905.40175434, -328.48279573,  131.68498304])]","[array([-0.66485238, -0.42645474, -0.63794453, -0.6118499 , -1.47450948,
        2.12353777])]"
15999,movel_fit,"[array([ 913.22283023, -295.04279829,  139.03630549])]","[array([-0.63500765, -0.42951328, -0.63570058, -0.62092522, -1.48122915,
        2.08268074])]"
16999,movel_fit,"[array([ 921.1658304 , -261.74196743,  146.87381692])]","[array([-0.60362469, -0.43082489, -0.63131697, -0.62820188, -1.48721058,
        2.0428292 ])]"
17999,movel_fit,"[array([ 929.15690247, -228.54749894,  155.10051968])]","[array([-0.57081579, -0.43039034, -0.62487424, -0.63370513, -1.49251411,
        2.00404116])]"
18999,movel_fit,"[array([ 937.12420718, -195.42395343,  163.62324315])]","[array([-0.53667854, -0.42827042, -0.61648495, -0.63744013, -1.49717223,
        1.96637813])]"
19999,movel_fit,"[array([ 944.99685487, -162.33370482,  172.35141211])]","[array([-0.50127692, -0.4245197 , -0.60624074, -0.63935967, -1.50123442,
        1.92986943])]"
