breakpoints,primitives,points
0,movej_fit,"[array([-0.85755494, -0.24548191,  0.58979783,  0.39677985,  1.20226256,
       -2.89146747])]"
8017,movec_fit,"[array([1012.03523496, -707.11381277,  932.19517882]), array([1020.89647776, -567.51061873,  919.97317284])]"
12830,movec_fit,"[array([1032.94065129, -483.95773149,  923.63113741]), array([1048.96501882, -401.77020775,  934.67795573])]"
17215,movec_fit,"[array([1065.21809332, -327.72188813,  948.22072694]), array([1082.65891042, -254.72422486,  965.32263636])]"
20737,movel_fit,"[array([1110.11292335, -137.83573971,  995.03136889])]"
27566,movec_fit,"[array([1134.65207842,  -24.40395977, 1025.1088171 ]), array([1153.47034198,   90.85139003, 1052.07647275])]"
32479,movec_fit,"[array([1160.70358451,  175.5735882 , 1066.38110593]), array([1161.61382283,  261.33197827, 1074.94949721])]"
40017,movec_fit,"[array([1144.91425346,  392.17679636, 1070.17062537]), array([1105.75819622,  514.83591705, 1041.44356215])]"
46486,movec_fit,"[array([1056.67168946,  607.81997245,  998.88939871]), array([998.19286866, 688.43723301, 944.67198914])]"
50000,movec_fit,"[array([964.08759419, 728.21934903, 912.12682978]), array([928.41521785, 764.50961174, 877.38746598])]"
