breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1307.31700053, 1521.09884173, 1412.49588041])]","[array([0.69970477, 0.1422139 , 0.65653217, 2.52077963, 1.24797817,
       1.54778218])]"
999,movel,"[array([1301.62338156, 1535.12800386, 1404.39692129])]","[array([0.70743006, 0.14953277, 0.65299242, 2.52185123, 1.24545563,
       1.54771167])]"
1999,movel,"[array([1294.79818536, 1549.31556589, 1397.1587043 ])]","[array([0.71530337, 0.15642618, 0.64939561, 2.52220699, 1.24337783,
       1.54739155])]"
2999,movel,"[array([1286.8880254 , 1563.62604306, 1390.76501824])]","[array([0.72330411, 0.16290889, 0.64574393, 2.5218525 , 1.24174046,
       1.54681788])]"
3999,movel,"[array([1277.93675825, 1578.05594481, 1385.1766696 ])]","[array([0.73142756, 0.16901813, 0.64202404, 2.52080018, 1.24052709,
       1.54598972])]"
4999,movel,"[array([1267.99508397, 1592.60984366, 1380.34300521])]","[array([0.73967134, 0.17480131, 0.63821393, 2.51906685, 1.2397129 ,
       1.54490973])]"
5999,movel,"[array([1257.12750909, 1607.29528891, 1376.19940448])]","[array([0.74803182, 0.18031572, 0.63428466, 2.51667668, 1.23926306,
       1.54358557])]"
6999,movel,"[array([1245.41870556, 1622.11940075, 1372.66294749])]","[array([0.75650165, 0.18562912, 0.6302025 , 2.51366479, 1.23913098,
       1.54203137])]"
7999,movel,"[array([1232.97924235, 1637.08455267, 1369.62863156])]","[array([0.76506704, 0.19081888, 0.62593251, 2.51008102, 1.23925718,
       1.54026905])]"
8999,movel,"[array([1219.94912271, 1652.18340608, 1366.96726736])]","[array([0.7737054 , 0.19596928, 0.62144395, 2.5059933 , 1.23956967,
       1.53832926])]"
9999,movel,"[array([1206.50000369, 1667.39104427, 1364.52651506])]","[array([0.78238219, 0.20116545, 0.61671802, 2.50149056, 1.23998611,
       1.53625206])]"
10999,movel,"[array([1192.82988182, 1682.66081659, 1362.13465304])]","[array([0.79105102, 0.20648622, 0.61175589, 2.49668323, 1.24041812,
       1.53408629])]"
11999,movel,"[array([1179.15189199, 1697.92236956, 1359.60748761])]","[array([0.7996559 , 0.21199582, 0.60658624, 2.49170124, 1.24077732,
       1.53188808])]"
12999,movel,"[array([1165.68259937, 1713.07827678, 1356.7577218 ])]","[array([0.80813331, 0.21773463, 0.60127238, 2.48669108, 1.24098174,
       1.52971931])]"
13999,movel,"[array([1152.62250152, 1728.01074717, 1353.40295062])]","[array([0.81641954, 0.22371483, 0.59591388, 2.48180897, 1.24096149,
       1.52764494])]"
14999,movel,"[array([1140.14432019, 1742.58457776, 1349.37242171])]","[array([0.82445488, 0.22991776, 0.59064608, 2.47721559, 1.24066204,
       1.52573149])]"
15999,movel,"[array([1128.37881036, 1756.66102981, 1344.50711639])]","[array([0.83219194, 0.23629998, 0.58563235, 2.47306866, 1.24004405,
       1.52404488])]"
16999,movel,"[array([1117.42105291, 1770.09734348, 1338.65825151])]","[array([0.83959389, 0.2427977 , 0.58105864, 2.4695226 , 1.23908009,
       1.52265119])]"
17999,movel,"[array([1107.33911914, 1782.75250365, 1331.67905828])]","[array([0.8466342 , 0.24933777, 0.57712376, 2.46672914, 1.23774841,
       1.52161718])]"
18999,movel,"[array([1098.19646338, 1794.48510463, 1323.41443205])]","[array([0.85329027, 0.25584815, 0.57403118, 2.46484332, 1.23602474,
       1.52101244])]"
19999,movel,"[array([1090.08610391, 1805.14375759, 1313.69523768])]","[array([0.85953086, 0.26226618, 0.57198049, 2.46403234, 1.23387394,
       1.52091176])]"
20999,movel,"[array([1083.14855433, 1814.58501518, 1302.31089201])]","[array([0.86531811, 0.26856395, 0.57114949, 2.46448253, 1.23123526,
       1.52139723])]"
21999,movel,"[array([1077.61434092, 1822.66159557, 1289.01507213])]","[array([0.87059103, 0.27475508, 0.57167741, 2.46640816, 1.22801216,
       1.52256158])]"
22999,movel,"[array([1073.81168406, 1829.24797705, 1273.53495818])]","[array([0.87526946, 0.28091412, 0.57362632, 2.47004429, 1.22405983,
       1.52450812])]"
23999,movel,"[array([1072.13448189, 1834.29731046, 1255.58327551])]","[array([0.87927868, 0.28720218, 0.57692848, 2.47562641, 1.21916941,
       1.52735221])]"
24999,movel,"[array([1072.96188674, 1837.916885  , 1234.92237502])]","[array([0.88258826, 0.29387615, 0.58131737, 2.48333925, 1.21306403,
       1.53121857])]"
25999,movel,"[array([1076.49523388, 1840.47366898, 1211.48267215])]","[array([0.88527586, 0.3012752 , 0.58625479, 2.49321996, 1.20542189,
       1.53622686])]"
26999,movel,"[array([1082.52609713, 1842.68213099, 1185.52518788])]","[array([0.88759709, 0.30975723, 0.59091207, 2.50502972, 1.19595337,
       1.54245617])]"
27999,movel,"[array([1090.22489056, 1845.55724858, 1157.8340786 ])]","[array([0.89000119, 0.3195439 , 0.59429598, 2.51813822, 1.18456934,
       1.54987013])]"
28999,movel,"[array([1098.14867877, 1850.12616475, 1129.75630382])]","[array([0.89302771, 0.33052166, 0.59558465, 2.53155024, 1.1715832 ,
       1.55822773])]"
29999,movel,"[array([1104.59460997, 1856.98050237, 1102.95810855])]","[array([0.89709277, 0.3421404 , 0.59452287, 2.54412437, 1.15780123,
       1.56703731])]"
30999,movel,"[array([1108.13632098, 1866.00973024, 1078.89697513])]","[array([0.90232114, 0.35357284, 0.59156782, 2.55489639, 1.14434469,
       1.57563258])]"
31999,movel,"[array([1107.94519534, 1876.49251707, 1058.44863014])]","[array([0.90853591, 0.36399437, 0.58767786, 2.56324417, 1.13236282,
       1.58330024])]"
32999,movel,"[array([1103.76913829, 1887.43060958, 1041.79327447])]","[array([0.91539163, 0.37281594, 0.58395833, 2.56888169, 1.1227919 ,
       1.58940601])]"
