breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([-124.2890017 ,  145.52987072,  431.60416245])]","[array([ 0.62812818, -0.4816599 ,  0.51602309, -1.54441605, -1.21102097,
       -0.94275723])]"
999,moveabsj,"[array([-128.50399396,  141.8212916 ,  431.9300528 ])]","[array([ 0.63200054, -0.48256592,  0.5221906 , -1.54481133, -1.21493578,
       -0.93766562])]"
1999,moveabsj,"[array([-133.2528161 ,  138.04656538,  432.8437723 ])]","[array([ 0.63759345, -0.48438771,  0.52769202, -1.54332279, -1.22049566,
       -0.93231685])]"
2999,moveabsj,"[array([-138.46842133,  134.19913883,  434.32849324])]","[array([ 0.64487929, -0.48716822,  0.53245926, -1.53991805, -1.2276701 ,
       -0.92675518])]"
3999,moveabsj,"[array([-144.08012659,  130.26126568,  436.35565045])]","[array([ 0.65383103, -0.49094706,  0.53642857, -1.53458414, -1.23641968,
       -0.92103296])]"
4999,moveabsj,"[array([-150.00719878,  126.21181131,  438.88312792])]","[array([ 0.66441223, -0.49575463,  0.53953396, -1.52733255, -1.24668635,
       -0.91521857])]"
5999,moveabsj,"[array([-156.15801779,  122.02817591,  441.852678  ])]","[array([ 0.67656882, -0.5016034 ,  0.54171386, -1.51821239, -1.25838618,
       -0.90939612])]"
6999,moveabsj,"[array([-162.4312161 ,  117.68788471,  445.18847536])]","[array([ 0.69022019, -0.50847838,  0.54292179, -1.50732501, -1.27140302,
       -0.90366155])]"
7999,moveabsj,"[array([-168.71833961,  113.1706516 ,  448.79755629])]","[array([ 0.7052498 , -0.5163281 ,  0.543139  , -1.49483761, -1.2855833 ,
       -0.89811544])]"
8999,moveabsj,"[array([-174.90809155,  108.46094026,  452.57278293])]","[array([ 0.72149627, -0.52505842,  0.54238734, -1.48099275, -1.30073298,
       -0.89285262])]"
9999,moveabsj,"[array([-180.89066278,  103.55184406,  456.39767785])]","[array([ 0.73874341, -0.53452974,  0.54073964, -1.46611346, -1.31661442,
       -0.88795062])]"
10999,moveabsj,"[array([-186.5637988 ,   98.44830443,  460.15390719])]","[array([ 0.75671626, -0.54456246,  0.53832471, -1.45059705, -1.33294888,
       -0.88345742])]"
11999,moveabsj,"[array([-191.83828599,   93.16995225,  463.72937818])]","[array([ 0.77508238, -0.55494935,  0.535324  , -1.4348992 , -1.34942223,
       -0.87938279])]"
12999,moveabsj,"[array([-196.64037316,   87.75470775,  467.02413555])]","[array([ 0.79345263, -0.56546923,  0.53196104, -1.41951643, -1.36568782,
       -0.87569723])]"
13999,moveabsj,"[array([-200.91453417,   82.25888744,  469.95533855])]","[array([ 0.81139413, -0.57590524,  0.5284842 , -1.40495974, -1.38137782,
       -0.87233632])]"
14999,moveabsj,"[array([-204.62204187,   76.75810982,  472.4576592 ])]","[array([ 0.82843766, -0.58605479,  0.52514946, -1.39173828, -1.3961077 ,
       -0.86921258])]"
15999,moveabsj,"[array([-207.74056511,   71.34304342,  474.48253756])]","[array([ 0.84409578, -0.59573996,  0.52220448, -1.38034165, -1.40948925,
       -0.86622746])]"
16999,moveabsj,"[array([-210.25905134,   66.11878083,  475.99276388])]","[array([ 0.8578614 , -0.60480238,  0.5198826 , -1.37124569, -1.42112651,
       -0.86328439])]"
17999,moveabsj,"[array([-212.17426206,   61.19963148,  476.95733837])]","[array([ 0.86921176, -0.61310081,  0.51840192, -1.36492109, -1.43061674,
       -0.86029499])]"
18999,moveabsj,"[array([-213.48510154,   56.70433106,  477.34461095])]","[array([ 0.87760232, -0.6205056 ,  0.51797065, -1.36185659, -1.43754306,
       -0.85718055])]"
19999,moveabsj,"[array([-214.1850299 ,   52.75156053,  477.11495437])]","[array([ 0.88245848, -0.6268933 ,  0.51879279, -1.36258748, -1.44146567,
       -0.85387128])]"
20999,moveabsj,"[array([-214.25305244,   49.44375277,  476.21168198])]","[array([ 0.88318459, -0.63216167,  0.52107225, -1.36772781, -1.44192855,
       -0.85029831])]"
21999,moveabsj,"[array([-213.6364178 ,   46.86332881,  474.54934082])]","[array([ 0.87915882, -0.63622418,  0.52501024, -1.37800604, -1.43845694,
       -0.84640353])]"
22999,moveabsj,"[array([-212.23199789,   45.059242  ,  472.00290017])]","[array([ 0.86976963, -0.6390163 ,  0.53078728, -1.39426655, -1.43059213,
       -0.84216305])]"
23999,moveabsj,"[array([-209.86329819,   44.0322918 ,  468.39535215])]","[array([ 0.85446264, -0.6404937 ,  0.53853877, -1.41744967, -1.41793421,
       -0.83763252])]"
24999,moveabsj,"[array([-206.26491249,   43.72463551,  463.49860085])]","[array([ 0.83282557, -0.64061008,  0.548307  , -1.44847155, -1.40020731,
       -0.83302541])]"
25999,moveabsj,"[array([-201.09912764,   44.00391512,  457.06966211])]","[array([ 0.8047494 , -0.63929624,  0.55996313, -1.48792414, -1.37736252,
       -0.82879359])]"
26999,moveabsj,"[array([-194.04067941,   44.64394313,  448.94771653])]","[array([ 0.77066423, -0.6364674 ,  0.57311793, -1.53557051, -1.34970798,
       -0.82563123])]"
27999,moveabsj,"[array([-184.96873108,   45.31961806,  439.22576628])]","[array([ 0.73183784, -0.63209548,  0.58706424, -1.58971061, -1.31808702,
       -0.82429214])]"
28999,moveabsj,"[array([-174.20306944,   45.65503342,  428.4002616 ])]","[array([ 0.69050423, -0.62634355,  0.60087054, -1.64694623, -1.28400874,
       -0.82519694])]"
29999,moveabsj,"[array([-162.59970922,   45.34591072,  417.34179342])]","[array([ 0.64962946, -0.61969021,  0.613624  , -1.70278951, -1.24963993,
       -0.82810372])]"
