breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1568.49338386, -558.36510059, 1153.31181582])]","[array([ 2.55309012, -0.4882333 , -2.5486508 ,  0.61723298, -1.15037621,
       -2.74560638])]"
999,moveabsj,"[array([1431.1548797 , -522.95707113, 1069.49820108])]","[array([ 2.53281352, -0.43827712, -2.64736311,  0.57002746, -1.24725274,
       -2.7741346 ])]"
1999,moveabsj,"[array([1420.51147212, -519.43240244, 1064.11165049])]","[array([ 2.53144661, -0.43481206, -2.65400104,  0.56679247, -1.25580836,
       -2.77569367])]"
2999,moveabsj,"[array([1409.87646499, -515.21009375, 1059.62862213])]","[array([ 2.53012697, -0.43115864, -2.66044387,  0.56436893, -1.26494801,
       -2.77697173])]"
3999,moveabsj,"[array([1399.3089787 , -510.27237855, 1056.00386597])]","[array([ 2.52887711, -0.42735102, -2.66669584,  0.56279471, -1.27462348,
       -2.777985  ])]"
4999,moveabsj,"[array([1388.86220997, -504.56777853, 1053.20675272])]","[array([ 2.52774032, -0.42339585, -2.6727884 ,  0.56210038, -1.2847703 ,
       -2.77872677])]"
5999,moveabsj,"[array([1378.59459415, -498.0671928 , 1051.24618215])]","[array([ 2.52675253, -0.41930592, -2.67871015,  0.56230757, -1.2953493 ,
       -2.77917283])]"
6999,moveabsj,"[array([1368.57588654, -490.76783268, 1050.08841652])]","[array([ 2.52594661, -0.41511522, -2.68445479,  0.56342887, -1.30628871,
       -2.77931323])]"
7999,moveabsj,"[array([1358.85545335, -482.67959501, 1049.69134477])]","[array([ 2.52535155, -0.41084099, -2.69003976,  0.56545356, -1.3174999 ,
       -2.77914297])]"
8999,moveabsj,"[array([1349.46954369, -473.84493958, 1049.98868507])]","[array([ 2.52498807, -0.40650222, -2.69548945,  0.56833658, -1.32887895,
       -2.77866839])]"
9999,moveabsj,"[array([1340.44432003, -464.34952234, 1050.88557377])]","[array([ 2.52486816, -0.40212793, -2.70082262,  0.57198529, -1.34031135,
       -2.77790763])]"
10999,moveabsj,"[array([1331.74596963, -454.34374297, 1052.26278579])]","[array([ 2.52496097, -0.39773183, -2.70607861,  0.57625786, -1.35169469,
       -2.77692384])]"
11999,moveabsj,"[array([1323.32621354, -443.94579503, 1054.03223582])]","[array([ 2.52527746, -0.39329   , -2.71129622,  0.5809348 , -1.36293499,
       -2.77573156])]"
12999,moveabsj,"[array([1315.06358308, -433.41366487, 1056.02920888])]","[array([ 2.52572822, -0.38880456, -2.71652004,  0.58576184, -1.37396684,
       -2.77446199])]"
13999,moveabsj,"[array([1306.81086955, -423.06117226, 1058.06174837])]","[array([ 2.52619318, -0.38429075, -2.72177836,  0.59043866, -1.38475033,
       -2.77328571])]"
14999,moveabsj,"[array([1298.36139464, -412.95912109, 1060.15534009])]","[array([ 2.52669728, -0.37955309, -2.72717697,  0.59458721, -1.39527722,
       -2.77219289])]"
15999,moveabsj,"[array([1289.52460834, -403.4993918 , 1062.14729006])]","[array([ 2.52706411, -0.37460914, -2.73268557,  0.59785951, -1.40558947,
       -2.77140415])]"
16999,moveabsj,"[array([1280.05606823, -394.92267251, 1063.98208195])]","[array([ 2.52719225, -0.36933145, -2.73836935,  0.59987845, -1.41572051,
       -2.77106344])]"
17999,moveabsj,"[array([1269.74183203, -387.44537035, 1065.65774854])]","[array([ 2.52701072, -0.36358801, -2.74424866,  0.60025329, -1.4257139 ,
       -2.77127143])]"
18999,moveabsj,"[array([1258.34891303, -381.36595946, 1067.10051129])]","[array([ 2.52638817, -0.35727374, -2.75036669,  0.59859664, -1.43558389,
       -2.77221036])]"
19999,moveabsj,"[array([1245.67882865, -377.00829899, 1068.36641852])]","[array([ 2.52520175, -0.35028668, -2.75664678,  0.59448979, -1.4454005 ,
       -2.77397936])]"
20999,moveabsj,"[array([1231.53591561, -374.68605806, 1069.2193977 ])]","[array([ 2.52335771, -0.34254608, -2.76323307,  0.58748696, -1.45498869,
       -2.77676558])]"
21999,moveabsj,"[array([1215.74871104, -374.91533342, 1069.51375744])]","[array([ 2.52066229, -0.33406372, -2.77007059,  0.57709848, -1.46426613,
       -2.7807294 ])]"
22999,moveabsj,"[array([1198.20072424, -378.28415364, 1069.12884172])]","[array([ 2.51692042, -0.32491207, -2.77702298,  0.56280182, -1.47311445,
       -2.78594519])]"
23999,moveabsj,"[array([1178.84909643, -385.37123477, 1067.55866892])]","[array([ 2.51199079, -0.3152616 , -2.78420814,  0.54408939, -1.48104018,
       -2.79253029])]"
24999,moveabsj,"[array([1157.71238759, -396.98308002, 1064.11187348])]","[array([ 2.50556788, -0.30549455, -2.79173149,  0.52059093, -1.48740605,
       -2.80071225])]"
25999,moveabsj,"[array([1135.17665194, -413.53163114, 1058.31816532])]","[array([ 2.49766799, -0.29608367, -2.79956815,  0.4922227 , -1.49140497,
       -2.81028335])]"
26999,moveabsj,"[array([1111.85868571, -435.28414916, 1049.69716587])]","[array([ 2.48823312, -0.28772445, -2.80766725,  0.45955096, -1.49214407,
       -2.82111817])]"
27999,moveabsj,"[array([1088.80045832, -461.38304277, 1038.27099748])]","[array([ 2.47774544, -0.28096774, -2.81598577,  0.42400112, -1.48884516,
       -2.83260226])]"
28999,moveabsj,"[array([1067.06915308, -490.12720078, 1024.72357348])]","[array([ 2.46681309, -0.27613257, -2.82431265,  0.38781571, -1.4815698 ,
       -2.8440553 ])]"
29999,moveabsj,"[array([1047.37076909, -518.94432016, 1010.47436011])]","[array([ 2.45623523, -0.27293448, -2.83241332,  0.35343704, -1.47153179,
       -2.85463652])]"
30999,moveabsj,"[array([1029.72182205, -545.49655767,  997.03022682])]","[array([ 2.44646328, -0.27071008, -2.8401116 ,  0.32276651, -1.46073982,
       -2.86381758])]"
31999,moveabsj,"[array([1013.67383368, -568.32906438,  985.86108152])]","[array([ 2.43746594, -0.26874506, -2.84701749,  0.29690445, -1.45151271,
       -2.87137379])]"
32999,moveabsj,"[array([ 998.66224183, -586.58816616,  977.80628968])]","[array([ 2.42911068, -0.26638226, -2.85304332,  0.27625499, -1.44550403,
       -2.87718011])]"
33999,moveabsj,"[array([ 984.19804496, -600.09517571,  973.15096777])]","[array([ 2.42101493, -0.26334379, -2.85808699,  0.26098791, -1.44382551,
       -2.88139348])]"
34999,moveabsj,"[array([ 970.0747478 , -608.57103718,  972.22476465])]","[array([ 2.41300136, -0.25948877, -2.86190319,  0.25132664, -1.44747222,
       -2.8840048 ])]"
35999,moveabsj,"[array([ 956.31376526, -611.20803218,  975.03955905])]","[array([ 2.40529466, -0.25463906, -2.86466813,  0.24764911, -1.45703052,
       -2.88482334])]"
36999,moveabsj,"[array([ 943.08426438, -607.12821662,  981.66022416])]","[array([ 2.39821531, -0.24875828, -2.86644554,  0.25046   , -1.47312014,
       -2.88371163])]"
37999,moveabsj,"[array([ 930.52033481, -595.59548777,  992.27315575])]","[array([ 2.39206064, -0.24192865, -2.86716334,  0.26022964, -1.49641979,
       -2.88063228])]"
38999,moveabsj,"[array([ 918.89515738, -576.25409392, 1006.31786766])]","[array([ 2.38726246, -0.2345656 , -2.86709435,  0.27711615, -1.52668011,
       -2.87560929])]"
39999,moveabsj,"[array([ 908.39963646, -549.79489514, 1022.58237883])]","[array([ 2.38419551, -0.22713416, -2.86697885,  0.30036925, -1.56215744,
       -2.86885209])]"
40999,moveabsj,"[array([ 899.43239412, -519.29221214, 1038.90620228])]","[array([ 2.3828346 , -0.22056895, -2.86742308,  0.32756216, -1.59901442,
       -2.86099256])]"
41999,moveabsj,"[array([ 891.6965999 , -489.53717694, 1053.29241918])]","[array([ 2.38239423, -0.21529166, -2.8687998 ,  0.35454612, -1.63288848,
       -2.85312518])]"
42999,moveabsj,"[array([ 884.19399254, -465.12694251, 1064.24148194])]","[array([ 2.38168247, -0.21114641, -2.87119547,  0.37670709, -1.66068716,
       -2.84662387])]"
43999,moveabsj,"[array([ 875.01258258, -448.70554675, 1072.61859388])]","[array([ 2.37942952, -0.20677213, -2.87407778,  0.39043998, -1.68243643,
       -2.84256746])]"
44999,moveabsj,"[array([ 862.88123209, -441.10409625, 1078.41449251])]","[array([ 2.37535875, -0.20082004, -2.87792933,  0.39323565, -1.69764383,
       -2.84168169])]"
45999,moveabsj,"[array([ 847.37221402, -444.20426368, 1081.79141638])]","[array([ 2.36866874, -0.19334957, -2.8817872 ,  0.38338232, -1.70608285,
       -2.84511375])]"
46999,moveabsj,"[array([ 829.04843239, -457.21340573, 1083.94936583])]","[array([ 2.36049813, -0.18366947, -2.88537984,  0.36067285, -1.70720996,
       -2.8516341 ])]"
47999,moveabsj,"[array([ 808.92036833, -481.01939572, 1082.24988968])]","[array([ 2.35057306, -0.17352347, -2.88971636,  0.32613635, -1.69839175,
       -2.86200782])]"
48999,moveabsj,"[array([ 788.20177541, -515.19106355, 1077.59494409])]","[array([ 2.33918135, -0.1643691 , -2.89375004,  0.28224625, -1.68000417,
       -2.87535727])]"
49999,moveabsj,"[array([ 687.64270931, -670.42823401, 1063.08566746])]","[array([ 2.28657083, -0.12376531, -2.92300621,  0.09262335, -1.576454  ,
       -2.94121411])]"
