breakpoints,primitives,points
0,movej_fit,"[array([-0.585376  , -0.03233016,  0.40395121, -2.79232722, -1.61605803,
        0.9580262 ])]"
2243,movel_fit,"[array([1089.28443566, -460.65634703,  993.9871392 ])]"
4486,movel_fit,"[array([1087.11657787, -414.59758372,  994.07453858])]"
6750,movel_fit,"[array([1083.72715605, -368.18514203,  994.16429507])]"
9079,movel_fit,"[array([1079.04444681, -320.53949831,  994.04342078])]"
11631,movel_fit,"[array([1072.77454488, -268.46332917,  993.36695977])]"
14676,movel_fit,"[array([1064.5736844 , -206.43572087,  991.57453007])]"
16614,movel_fit,"[array([1059.93237745, -166.90110319,  989.98493152])]"
18174,movel_fit,"[array([1057.1567082, -134.9700706,  988.9863551])]"
19465,movel_fit,"[array([1055.89796162, -108.46694255,  988.46938652])]"
20622,movel_fit,"[array([1055.80528204,  -84.70110653,  988.45552666])]"
21715,movel_fit,"[array([1056.79856089,  -62.25478156,  988.86052311])]"
22791,movel_fit,"[array([1058.89693188,  -40.25047854,  989.65419528])]"
23885,movel_fit,"[array([1062.19977373,  -18.02974522,  990.73195117])]"
25032,movel_fit,"[array([1066.86107605,    5.05356558,  991.92014608])]"
26233,movel_fit,"[array([1072.88480862,   28.97788079,  992.85972359])]"
27444,movel_fit,"[array([1079.84201835,   52.88117788,  993.06638093])]"
28641,movel_fit,"[array([1087.18039249,   76.35253874,  992.20528386])]"
29845,movel_fit,"[array([1094.55095214,   99.88432516,  990.15559979])]"
31054,movel_fit,"[array([1101.42112073,  123.56880659,  987.07718037])]"
32133,movel_fit,"[array([1106.6091004 ,  144.90284367,  983.90750799])]"
33040,movel_fit,"[array([1109.95785566,  163.08017373,  981.45265802])]"
33822,movel_fit,"[array([1111.89453095,  178.95892747,  979.84108503])]"
34534,movel_fit,"[array([1112.73807955,  193.55137657,  979.03260045])]"
35212,movel_fit,"[array([1112.62258173,  207.47877789,  978.99265265])]"
35885,movel_fit,"[array([1111.56876908,  221.25893242,  979.70091094])]"
36582,movel_fit,"[array([1109.48946843,  235.36385809,  981.14762915])]"
37332,movel_fit,"[array([1106.18956186,  250.27188953,  983.30447193])]"
38161,movel_fit,"[array([1101.39296049,  266.39694503,  986.03633439])]"
39053,movel_fit,"[array([1095.08848213,  283.38348455,  988.86244402])]"
39957,movel_fit,"[array([1087.78177724,  300.33232722,  991.06317861])]"
40854,movel_fit,"[array([1079.99691206,  317.01125293,  992.20796825])]"
41761,movel_fit,"[array([1072.02830691,  333.86809529,  992.17941502])]"
42657,movel_fit,"[array([1064.57771259,  350.68289204,  991.10332018])]"
43451,movel_fit,"[array([1058.84450124,  365.89391169,  989.61422257])]"
44124,movel_fit,"[array([1055.0079911 ,  379.12753813,  988.33274861])]"
44711,movel_fit,"[array([1052.7064207 ,  390.94441005,  987.45820494])]"
45252,movel_fit,"[array([1051.64960266,  402.01136588,  987.03531382])]"
45776,movel_fit,"[array([1051.72139913,  412.77933436,  987.0705582 ])]"
46308,movel_fit,"[array([1052.92202756,  423.64564295,  987.55643236])]"
46876,movel_fit,"[array([1055.37261754,  435.02863295,  988.46561503])]"
47510,movel_fit,"[array([1059.31903795,  447.39164625,  989.7133489 ])]"
48229,movel_fit,"[array([1064.98930973,  460.98112109,  991.03139932])]"
48999,movel_fit,"[array([1072.0255294 ,  475.13997759,  991.84369429])]"
49767,movel_fit,"[array([1079.55112206,  489.02043175,  991.63659335])]"
50000,movel_fit,"[array([1081.86438449,  493.19965209,  991.20813639])]"
