breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([783.54268301, 839.33395485, 279.15240883])]","[array([ 0.59130833, -0.07106525, -0.19417378, -0.51814613, -1.51429697,
        0.82545215])]"
1633,movel_fit,"[array([832.92899156, 738.30400697, 268.03671599])]","[array([ 0.54845855, -0.09004648, -0.19922085, -0.40595934, -1.53627477,
        0.85024136])]"
3258,movel_fit,"[array([854.23980117, 684.98758916, 266.41562563])]","[array([ 0.53139057, -0.11925431, -0.21578699, -0.34179282, -1.52970671,
        0.87125013])]"
4914,movel_fit,"[array([872.15853101, 629.4069028 , 269.37012317])]","[array([ 0.5157429 , -0.14135134, -0.22420318, -0.27494477, -1.53696071,
        0.88760138])]"
6641,movel_fit,"[array([887.40092724, 570.88121599, 277.49832457])]","[array([ 0.50011616, -0.16933037, -0.23489843, -0.20619827, -1.54405056,
        0.90546615])]"
8491,movel_fit,"[array([899.64128806, 508.19536382, 291.10507053])]","[array([ 0.48240317, -0.1975484 , -0.2431813 , -0.13692812, -1.55806841,
        0.9212779 ])]"
10532,movel_fit,"[array([909.07832004, 439.65804157, 311.02032029])]","[array([ 0.45993798, -0.23067338, -0.25186358, -0.06809283, -1.57447132,
        0.9365631 ])]"
12873,movel_fit,"[array([915.94145189, 362.34577098, 338.99170644])]","[array([ 0.43012021, -0.27420008, -0.26311277,  0.0018164 , -1.58822844,
        0.95436512])]"
15755,movel_fit,"[array([920.51716998, 269.10191   , 378.73805551])]","[array([ 0.38576238, -0.33664481, -0.27930852,  0.07428012, -1.59185267,
        0.97830141])]"
20154,movel_fit,"[array([923.48258737, 129.83596116, 445.96370306])]","[array([ 0.29243384, -0.44050069, -0.3017956 ,  0.1473769 , -1.56564873,
        1.01561833])]"
23480,movel_fit,"[array([927.53290235,  25.90570889, 498.98335861])]","[array([ 0.18367195, -0.51746897, -0.31228354,  0.14965241, -1.51129962,
        1.03377725])]"
26380,movel_fit,"[array([935.28438201, -65.13119719, 543.60057761])]","[array([ 0.05374279, -0.57374932, -0.31631941,  0.1013686 , -1.43955934,
        1.0407039 ])]"
28692,movel_fit,"[array([ 946.13484672, -138.09025455,  577.04906061])]","[array([-0.08088739, -0.60182789, -0.31315931,  0.01201214, -1.37220704,
        1.02677604])]"
30688,movel_fit,"[array([ 960.01661861, -201.57052178,  602.76146563])]","[array([-0.21189989, -0.60310305, -0.30149169, -0.09695241, -1.32124094,
        0.996079  ])]"
32478,movel_fit,"[array([ 976.99178105, -258.48760733,  622.60856269])]","[array([-0.3338986 , -0.58025824, -0.28035384, -0.21487723, -1.29118545,
        0.95034717])]"
34135,movel_fit,"[array([ 997.03705887, -310.8978205 ,  637.26075579])]","[array([-0.44043547, -0.5326089 , -0.24578129, -0.32766908, -1.28697534,
        0.89504445])]"
35713,movel_fit,"[array([1020.72201885, -359.66985587,  647.50744887])]","[array([-0.52939978, -0.46304284, -0.19708188, -0.42918644, -1.30578289,
        0.83453178])]"
37254,movel_fit,"[array([1047.9634435 , -405.80005731,  653.54927116])]","[array([-0.60232486, -0.37642239, -0.13657006, -0.51954929, -1.34207906,
        0.77326659])]"
38799,movel_fit,"[array([1079.01278977, -450.0470778 ,  655.32336644])]","[array([-0.66234234, -0.27769063, -0.06837009, -0.60370344, -1.38909832,
        0.71330932])]"
40386,movel_fit,"[array([1114.445584  , -492.78585622,  652.94437067])]","[array([-0.71280583, -0.17087233,  0.00278166, -0.68938235, -1.4407839 ,
        0.65500006])]"
42055,movel_fit,"[array([1154.58063133, -534.66495404,  645.65337183])]","[array([-0.75597156, -0.05948129,  0.07108271, -0.78281397, -1.49151011,
        0.59859563])]"
43843,movel_fit,"[array([1200.29231736, -575.74651607,  633.81414697])]","[array([-0.79085757,  0.05588005,  0.13590912, -0.8847168 , -1.53848199,
        0.54419493])]"
45781,movel_fit,"[array([1252.06550734, -616.22967765,  616.8193143 ])]","[array([-0.81843833,  0.17145514,  0.19027376, -1.000844  , -1.57605405,
        0.4911943 ])]"
47915,movel_fit,"[array([1310.81124035, -656.35182086,  593.82673218])]","[array([-0.83765722,  0.28467089,  0.22928275, -1.13300253, -1.59963771,
        0.43881572])]"
49999,movel_fit,"[array([1412.54756836, -716.98948987,  547.00626038])]","[array([-0.84457018,  0.45785099,  0.28412688, -1.33585958, -1.61462296,
        0.36321368])]"
