breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([780.62840547, 844.13435729, 280.5374831 ])]","[array([ 0.59595429, -0.07165251, -0.19339671, -0.51857555, -1.51189568,
        0.82119204])]"
1633,movel_fit,"[array([832.88960776, 738.36327162, 267.1920453 ])]","[array([ 0.54893461, -0.08998946, -0.19979674, -0.40516523, -1.53564914,
        0.8502039 ])]"
3258,movel_fit,"[array([854.21386256, 684.95889649, 265.63023052])]","[array([ 0.53183265, -0.11905318, -0.21621827, -0.34094573, -1.52935964,
        0.87112036])]"
4914,movel_fit,"[array([872.15779619, 629.33899774, 268.5422403 ])]","[array([ 0.51618378, -0.14132899, -0.22485119, -0.27404478, -1.53639894,
        0.88750092])]"
6641,movel_fit,"[array([887.46638844, 570.74613747, 276.66117272])]","[array([ 0.50050696, -0.16927702, -0.23556354, -0.20525751, -1.54350244,
        0.9053713 ])]"
8491,movel_fit,"[array([899.82537773, 508.00821651, 290.29111385])]","[array([ 0.48271564, -0.1974964 , -0.24386025, -0.13597585, -1.55743403,
        0.92124871])]"
10532,movel_fit,"[array([909.25480846, 439.41615096, 310.21754717])]","[array([ 0.46025243, -0.23061956, -0.25257691, -0.0670756 , -1.57390624,
        0.93647803])]"
12873,movel_fit,"[array([916.15190151, 362.0512062 , 338.19676348])]","[array([ 0.43040618, -0.2741889 , -0.26389918,  0.00287565, -1.58762707,
        0.954278  ])]"
15755,movel_fit,"[array([921.01051227, 268.7572313 , 377.91718684])]","[array([ 0.3859585 , -0.33645373, -0.2800368 ,  0.07543269, -1.59104384,
        0.97828708])]"
20154,movel_fit,"[array([923.97125529, 129.49289487, 445.23735682])]","[array([ 0.29246003, -0.44033633, -0.30248815,  0.14820669, -1.56486007,
        1.015617  ])]"
23480,movel_fit,"[array([928.09571062,  25.5477314 , 498.19507527])]","[array([ 0.18412989, -0.51713623, -0.31301155,  0.15115939, -1.51055216,
        1.03329453])]"
26380,movel_fit,"[array([935.74282138, -65.45009962, 542.81591265])]","[array([ 0.05445821, -0.57343994, -0.3170238 ,  0.10311091, -1.43895113,
        1.03989697])]"
28692,movel_fit,"[array([ 946.36844853, -138.38983741,  576.259438  ])]","[array([-0.07963183, -0.60174888, -0.31394722,  0.01455457, -1.37169571,
        1.02543904])]"
30688,movel_fit,"[array([ 960.22998721, -201.83637147,  601.95728562])]","[array([-0.21041914, -0.60320131, -0.30233256, -0.09408499, -1.32046481,
        0.9945993 ])]"
32478,movel_fit,"[array([ 977.06089701, -258.72334198,  621.81806608])]","[array([-0.33231749, -0.58062959, -0.28124866, -0.21177865, -1.29023145,
        0.94885919])]"
34135,movel_fit,"[array([ 996.91318829, -311.16972271,  636.43004665])]","[array([-0.43915623, -0.53319811, -0.24674679, -0.32484565, -1.28600917,
        0.89395099])]"
35713,movel_fit,"[array([1020.55496371, -359.89491477,  646.73266674])]","[array([-0.52831669, -0.46368355, -0.19796926, -0.42666085, -1.30480443,
        0.83375046])]"
37254,movel_fit,"[array([1047.593416  , -406.09695787,  652.684867  ])]","[array([-0.60161807, -0.37711176, -0.13748826, -0.51732479, -1.34132695,
        0.77294064])]"
38799,movel_fit,"[array([1078.75362255, -450.2281429 ,  654.46960782])]","[array([-0.66171017, -0.27809408, -0.06901027, -0.60177386, -1.38858255,
        0.71312846])]"
40386,movel_fit,"[array([1114.2669959, -492.8579674,  652.2926167])]","[array([-0.71223426, -0.17097301,  0.00262418, -0.68767428, -1.44061826,
        0.65483257])]"
42055,movel_fit,"[array([1154.39682786, -534.70032815,  644.92740152])]","[array([-0.75548723, -0.05947385,  0.07101586, -0.78119957, -1.49150476,
        0.59860711])]"
43843,movel_fit,"[array([1200.19700266, -575.6755719 ,  633.25591951])]","[array([-0.7903606 ,  0.05606182,  0.13623007, -0.8831599 , -1.53865381,
        0.5441446 ])]"
45781,movel_fit,"[array([1252.01215402, -616.04224482,  616.26797545])]","[array([-0.8180291 ,  0.17177788,  0.19067383, -0.99963431, -1.57644281,
        0.49120966])]"
47915,movel_fit,"[array([1310.86803897, -656.03432419,  593.45021287])]","[array([-0.83730156,  0.2851219 ,  0.22978872, -1.13230353, -1.60017417,
        0.43875808])]"
49999,movel_fit,"[array([1416.67273164, -718.92219218,  546.03734035])]","[array([-0.84336547,  0.4657795 ,  0.29319123, -1.33642819, -1.61580139,
        0.3611736 ])]"
