breakpoints,primitives,points,q_bp
0,movej_fit,"[array([453.30636219, 637.57908636, 896.77770049])]","[array([-0.09739542,  0.59867766, -0.99975959,  0.7029453 , -1.8338312 ,
        5.52607295])]"
2000,movel_fit,"[array([469.61299329, 617.71100922, 907.81695966])]","[array([-0.11196906,  0.60187781, -0.99474657,  0.69562313, -1.82327048,
        5.54030413])]"
4000,movel_fit,"[array([481.12112587, 593.88149378, 924.27152467])]","[array([-0.12890485,  0.60043703, -0.98406363,  0.68653875, -1.80795664,
        5.55587097])]"
6000,movel_fit,"[array([486.38327768, 570.42515826, 942.46373037])]","[array([-0.1440304 ,  0.59721777, -0.97097579,  0.67904252, -1.79109063,
        5.57168034])]"
8000,movel_fit,"[array([486.30534913, 549.09158746, 960.4426805 ])]","[array([-0.15631249,  0.59352373, -0.95684969,  0.67352084, -1.77419942,
        5.58684938])]"
10000,movel_fit,"[array([482.13785673, 530.93805237, 976.87566652])]","[array([-0.16538873,  0.59017656, -0.94257645,  0.67007517, -1.75835623,
        5.60064846])]"
12000,movel_fit,"[array([474.37440785, 515.0384616 , 992.46586097])]","[array([-0.17247473,  0.58644112, -0.92734133,  0.66767859, -1.74289981,
        5.61320708])]"
14000,movel_fit,"[array([ 463.14036674,  500.50494594, 1007.85098413])]","[array([-0.17856239,  0.58168404, -0.91039796,  0.66555157, -1.72722823,
        5.62485269])]"
16000,movel_fit,"[array([ 448.76825256,  487.00379007, 1023.01500673])]","[array([-0.18411366,  0.57583612, -0.89155411,  0.66336631, -1.71132186,
        5.63576895])]"
18000,movel_fit,"[array([ 431.71980809,  474.27324486, 1037.79748841])]","[array([-0.18954902,  0.56897627, -0.87073291,  0.66083307, -1.69528878,
        5.64611095])]"
20000,movel_fit,"[array([ 412.65109815,  462.16413735, 1051.89840387])]","[array([-0.19527641,  0.5613291 , -0.84799812,  0.65769343, -1.67938612,
        5.65593949])]"
22000,movel_fit,"[array([ 392.1937385 ,  450.43269825, 1065.13675399])]","[array([-0.20192834,  0.55301029, -0.82331822,  0.65351909, -1.6637553 ,
        5.66528332])]"
24000,movel_fit,"[array([ 370.58422829,  438.5471715 , 1077.65654288])]","[array([-0.2106124 ,  0.54373468, -0.79626125,  0.64745255, -1.64813077,
        5.67423551])]"
26000,movel_fit,"[array([ 348.0895671 ,  426.37813901, 1089.33408818])]","[array([-0.22243457,  0.53328041, -0.76652972,  0.63867959, -1.63245568,
        5.6825893 ])]"
28000,movel_fit,"[array([ 325.40689226,  414.63676098, 1099.51147892])]","[array([-0.23814656,  0.52176233, -0.73435672,  0.62688223, -1.61725946,
        5.68955249])]"
30000,movel_fit,"[array([ 303.09967272,  404.16780884, 1107.61348622])]","[array([-0.25877885,  0.50900298, -0.69977524,  0.61165053, -1.60293005,
        5.69413551])]"
32000,movel_fit,"[array([ 281.75817932,  395.74942219, 1113.1888971 ])]","[array([-0.28577722,  0.49459401, -0.66249508,  0.59230487, -1.58965757,
        5.69535757])]"
34000,movel_fit,"[array([ 263.10191565,  390.43500984, 1115.58890655])]","[array([-0.3199939 ,  0.47883433, -0.6229136 ,  0.56883402, -1.5781074 ,
        5.69213662])]"
36000,movel_fit,"[array([ 249.98972792,  388.40536376, 1114.67763401])]","[array([-0.36190034,  0.46277228, -0.5819659 ,  0.54135568, -1.56894931,
        5.68394063])]"
38000,movel_fit,"[array([ 246.11520318,  387.91261417, 1111.42630724])]","[array([-0.41243211,  0.44803497, -0.54067121,  0.50895793, -1.56252696,
        5.67111073])]"
40000,movel_fit,"[array([ 255.54675479,  385.56422843, 1107.64868112])]","[array([-0.47291546,  0.43669637, -0.50028893,  0.46992115, -1.55920991,
        5.6541117 ])]"
42000,movel_fit,"[array([ 280.87619739,  377.41728948, 1105.09435777])]","[array([-0.54307654,  0.4308176 , -0.46277422,  0.42385192, -1.55942056,
        5.63293711])]"
44000,movel_fit,"[array([ 319.92300453,  361.01086782, 1104.23098721])]","[array([-0.61791929,  0.43151462, -0.43079276,  0.37448825, -1.56287864,
        5.60783563])]"
46000,movel_fit,"[array([ 368.96804403,  334.03664779, 1104.94911089])]","[array([-0.69458189,  0.43856103, -0.40513015,  0.32385824, -1.56872184,
        5.57931762])]"
48000,movel_fit,"[array([ 422.3205308 ,  296.81740037, 1106.11441403])]","[array([-0.7688155 ,  0.45101446, -0.38605621,  0.27510643, -1.57569085,
        5.54852302])]"
50000,movel_fit,"[array([ 472.86489544,  254.43985332, 1105.79234592])]","[array([-0.83343857,  0.46745624, -0.37383492,  0.23365186, -1.58221565,
        5.5179246 ])]"
