breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 862.8868043 , -841.13453693,  156.20849147])]","[array([-0.91222629, -0.2836505 , -0.47541395, -0.34018372, -1.22873649,
        2.87502837])]"
6883,movec_fit,"[array([ 852.82759076, -726.58727723,  119.64621997]), array([ 857.20196263, -607.04173204,  104.14253741])]","[array([-0.88032247, -0.32179501, -0.53441321, -0.39742097, -1.30820142,
        2.68402783]), array([-0.84054806, -0.35808796, -0.58416253, -0.47656221, -1.37695579,
        2.48582313])]"
10740,movec_fit,"[array([ 864.78779336, -539.74719609,  103.58290957]), array([ 875.49869959, -473.08740453,  108.42136358])]","[array([-0.80773809, -0.37710367, -0.60511001, -0.51271153, -1.40940878,
        2.39695285]), array([-0.77304746, -0.39304848, -0.62127571, -0.55406832, -1.43817004,
        2.30606143])]"
14413,movec_fit,"[array([ 887.52624958, -410.22256211,  116.43612184]), array([ 901.08062177, -348.21233211,  127.72192985])]","[array([-0.72890353, -0.41134636, -0.63324489, -0.58021258, -1.45504758,
        2.22687504]), array([-0.68357017, -0.42545021, -0.6402523 , -0.60949824, -1.46897565,
        2.14680312])]"
17435,movec_fit,"[array([ 912.78399258, -297.52835176,  138.39351952]), array([ 924.83547266, -247.31464967,  150.4603909 ])]","[array([-0.6368504 , -0.42951758, -0.63595948, -0.61976323, -1.48023908,
        2.08584564]), array([-0.59012566, -0.42989451, -0.62840931, -0.63199597, -1.49025771,
        2.02547459])]"
19827,movel_fit,"[array([ 943.61210638, -167.96468496,  170.65297499])]","[array([-0.50806227, -0.42576678, -0.60896285, -0.64032519, -1.50021712,
        1.93575678])]"
24652,movec_fit,"[array([961.97449216, -88.06751936, 192.04529944]), array([978.35922459,  -7.65804953, 212.98032554])]","[array([-0.41508192, -0.40900973, -0.57487901, -0.63238393, -1.50905719,
        1.85226321]), array([-0.32415993, -0.38375358, -0.53594161, -0.6277377 , -1.51785948,
        1.77256217])]"
29302,movec_fit,"[array([991.06710477,  70.90729104, 231.22243799]), array([999.79483166, 150.59188161, 246.37216976])]","[array([-0.2154938 , -0.34203753, -0.47663649, -0.58449675, -1.53240242,
        1.70046654]), array([-0.11048495, -0.29286293, -0.415467  , -0.54546083, -1.55169968,
        1.63348846])]"
33202,movec_fit,"[array([1002.50768437,  218.45663909,  255.02187879]), array([1000.59228296,  286.69355652,  259.29475478])]","[array([-0.00370649, -0.23917833, -0.35008353, -0.47787856, -1.57651378,
        1.57640496]), array([ 0.0991274 , -0.1811805 , -0.28727557, -0.41543418, -1.60735993,
        1.52531119])]"
39390,movec_fit,"[array([985.08916253, 393.86468699, 253.50403637]), array([954.23606486, 495.36238442, 231.35231385])]","[array([ 0.28426953, -0.06033221, -0.17350428, -0.27341875, -1.68765782,
        1.43198197]), array([ 0.45055101,  0.06488053, -0.08380487, -0.15587814, -1.78009678,
        1.36779954])]"
44570,movec_fit,"[array([917.76891999, 572.73732421, 200.65303001]), array([874.21103503, 642.07145034, 161.38538136])]","[array([ 5.65759558e-01,  2.09893224e-01,  2.28322668e-04, -9.08320153e-02,
       -1.89801789e+00,  1.26267297e+00]), array([ 0.66194594,  0.35328929,  0.06517925, -0.05110745, -2.01484935,
        1.17911259])]"
48989,movec_fit,"[array([833.25262192, 695.59632335, 123.03338098]), array([789.54034175, 743.83952578,  80.96471653])]","[array([ 0.70878975,  0.47109476,  0.1082455 , -0.08066395, -2.10317875,
        1.06635701]), array([ 0.74693585,  0.58257994,  0.13702073, -0.12794642, -2.18260404,
        0.9556944 ])]"
49999,movec_fit,"[array([779.36525481, 754.53056999,  71.09922577]), array([768.97430142, 764.5763689 ,  60.91184828])]","[array([ 0.75436562,  0.6037182 ,  0.14059861, -0.14150399, -2.19466585,
        0.9286343 ]), array([ 0.7613753 ,  0.6241381 ,  0.1428747 , -0.15554122, -2.20586796,
        0.90187126])]"
