breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 875.95265097, -893.25058358,  171.35211597])]","[array([-0.89604909, -0.24027387, -0.42139698, -0.26270991, -1.20264562,
        2.89512444])]"
499,movel_fit,"[array([ 863.56773174, -826.03348564,  146.10745455])]","[array([-0.90589264, -0.285736  , -0.48475325, -0.34591001, -1.23619418,
        2.85042971])]"
999,movel_fit,"[array([ 861.97173838, -809.73751244,  139.59567817])]","[array([-0.90319367, -0.29315189, -0.49639007, -0.35766141, -1.24521249,
        2.8262148 ])]"
1499,movel_fit,"[array([ 859.8751498 , -793.29026963,  133.65311438])]","[array([-0.89897641, -0.29968136, -0.50618128, -0.36575943, -1.25598137,
        2.79737967])]"
1999,movel_fit,"[array([ 858.60994051, -776.51613062,  128.40186763])]","[array([-0.89363761, -0.30530211, -0.51461812, -0.37330175, -1.26719995,
        2.76677418])]"
2499,movel_fit,"[array([ 857.19000591, -759.67346853,  123.50046227])]","[array([-0.88864032, -0.31089783, -0.52294381, -0.38151755, -1.2787361 ,
        2.73679725])]"
2999,movel_fit,"[array([ 856.49229225, -742.6157991 ,  119.10323883])]","[array([-0.88336341, -0.31615788, -0.53086419, -0.39064193, -1.29003224,
        2.70720275])]"
3499,movel_fit,"[array([ 856.04867976, -725.45623013,  115.10497257])]","[array([-0.87811706, -0.32136304, -0.53866659, -0.40047366, -1.30118912,
        2.67825824])]"
3999,movel_fit,"[array([ 855.76210964, -708.20821545,  111.58434848])]","[array([-0.87283518, -0.32654184, -0.54625398, -0.41071465, -1.31234239,
        2.64978143])]"
4499,movel_fit,"[array([ 855.9173944 , -690.85799285,  108.5038693 ])]","[array([-0.86716155, -0.33147031, -0.55344948, -0.42113681, -1.3232705 ,
        2.62144283])]"
4999,movel_fit,"[array([ 856.17071909, -673.44374266,  105.87167322])]","[array([-0.86130925, -0.33640055, -0.56041682, -0.43161109, -1.3341488 ,
        2.59343284])]"
5499,movel_fit,"[array([ 857.05406716, -655.99477313,  103.72205844])]","[array([-0.85491611, -0.34099358, -0.56688433, -0.44222405, -1.34456352,
        2.56563198])]"
5999,movel_fit,"[array([ 857.86075732, -638.49208798,  101.93103683])]","[array([-0.84841543, -0.34574552, -0.57329987, -0.45279264, -1.35491588,
        2.53836109])]"
6499,movel_fit,"[array([ 859.0381054 , -620.94358651,  100.60174097])]","[array([-0.84156205, -0.35049548, -0.57948903, -0.46352354, -1.36483683,
        2.5116344 ])]"
6999,movel_fit,"[array([ 860.62609689, -603.45503052,   99.63521609])]","[array([-0.83433365, -0.35515491, -0.58544687, -0.4743348 , -1.37414632,
        2.48550103])]"
7499,movel_fit,"[array([ 862.31988503, -585.91123017,   99.09097744])]","[array([-0.82687967, -0.36011396, -0.59140334, -0.48520621, -1.38308004,
        2.46005883])]"
7999,movel_fit,"[array([ 864.37134772, -568.4353187 ,   98.97495898])]","[array([-0.81905612, -0.3650934 , -0.59711854, -0.49610365, -1.39142121,
        2.43523723])]"
8499,movel_fit,"[array([ 866.42978348, -550.94719322,   99.18122637])]","[array([-0.8109848 , -0.37039729, -0.60286845, -0.50686261, -1.39935753,
        2.41105097])]"
8999,movel_fit,"[array([ 868.8842777 , -533.53812613,   99.78818792])]","[array([-0.80252404, -0.37564436, -0.60831904, -0.51766617, -1.40668504,
        2.38751891])]"
9499,movel_fit,"[array([ 871.53891316, -516.1543684 ,  100.75939339])]","[array([-0.79356667, -0.38094821, -0.61348703, -0.5281341 , -1.41352764,
        2.36430924])]"
9999,movel_fit,"[array([ 874.16600568, -498.79733775,  101.89788543])]","[array([-0.78407943, -0.38627954, -0.61842904, -0.53790768, -1.42000767,
        2.34122506])]"
10499,movel_fit,"[array([ 877.14902979, -481.52992101,  103.44725508])]","[array([-0.77411364, -0.39141797, -0.62287184, -0.54751369, -1.4259897 ,
        2.31857768])]"
10999,movel_fit,"[array([ 880.05117597, -464.25494784,  105.1670726 ])]","[array([-0.76364602, -0.39653403, -0.62703237, -0.55645187, -1.43174727,
        2.29605987])]"
11499,movel_fit,"[array([ 883.18677244, -447.06041495,  107.22364887])]","[array([-0.75273463, -0.40129038, -0.63060024, -0.56511785, -1.43723528,
        2.27390691])]"
11999,movel_fit,"[array([ 886.60448351, -429.9579052 ,  109.56419013])]","[array([-0.74126938, -0.40569684, -0.6335863 , -0.57338464, -1.4422681 ,
        2.25199915])]"
12499,movel_fit,"[array([ 890.05770557, -412.91214154,  112.11095244])]","[array([-0.72930891, -0.40978227, -0.63603487, -0.58105798, -1.44711066,
        2.2302353 ])]"
12999,movel_fit,"[array([ 893.57833736, -395.87277752,  114.79208759])]","[array([-0.71677721, -0.41351461, -0.63797559, -0.58812461, -1.45169328,
        2.20856181])]"
13499,movel_fit,"[array([ 897.23188039, -378.95325814,  117.84032553])]","[array([-0.70381497, -0.41684213, -0.63919539, -0.59473318, -1.45609804,
        2.187098  ])]"
13999,movel_fit,"[array([ 900.91440148, -362.02535525,  120.91684767])]","[array([-0.69034562, -0.41985326, -0.64003982, -0.60081158, -1.46018194,
        2.16584257])]"
14499,movel_fit,"[array([ 904.62972448, -345.12148605,  124.14615629])]","[array([-0.67640281, -0.42244325, -0.64032057, -0.60635658, -1.46410127,
        2.14474492])]"
14999,movel_fit,"[array([ 908.60161564, -328.4486309 ,  127.92721046])]","[array([-0.66210495, -0.42444603, -0.63958858, -0.6115144 , -1.46787386,
        2.12387806])]"
