breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 875.05853028, -891.13767311,  170.70922725])]","[array([-0.8956671 , -0.24142625, -0.42260806, -0.26274474, -1.20482761,
        2.8946617 ])]"
499,movel_fit,"[array([ 863.07072763, -825.87271017,  146.69722894])]","[array([-0.90588029, -0.28537888, -0.48368   , -0.34512182, -1.238001  ,
        2.8495422 ])]"
999,movel_fit,"[array([ 861.19299735, -809.54046086,  140.36519428])]","[array([-0.90350852, -0.2931243 , -0.49547108, -0.35713906, -1.24725717,
        2.82574437])]"
1499,movel_fit,"[array([ 859.24347355, -793.07077427,  134.49642054])]","[array([-0.89930404, -0.29964291, -0.50524921, -0.36550312, -1.2579485 ,
        2.79709725])]"
1999,movel_fit,"[array([ 857.87419374, -776.34322694,  129.19654533])]","[array([-0.89416441, -0.30534334, -0.51383506, -0.37324057, -1.26914125,
        2.76681095])]"
2499,movel_fit,"[array([ 856.58079546, -759.48291788,  124.32306276])]","[array([-0.88910016, -0.31088983, -0.52212251, -0.3815294 , -1.28060532,
        2.73681367])]"
2999,movel_fit,"[array([ 855.8364521 , -742.43548164,  119.90751107])]","[array([-0.88387122, -0.31618535, -0.53009832, -0.39066786, -1.29189964,
        2.70726102])]"
3499,movel_fit,"[array([ 855.30592836, -725.3062814 ,  115.90404099])]","[array([-0.87869901, -0.32142811, -0.53793871, -0.40047811, -1.30309674,
        2.67835131])]"
3999,movel_fit,"[array([ 855.09788435, -708.05972984,  112.39123294])]","[array([-0.8733585 , -0.32654765, -0.54548235, -0.41071844, -1.31420509,
        2.64980984])]"
4499,movel_fit,"[array([ 855.21407072, -690.71700857,  109.30289874])]","[array([-0.86772995, -0.33151176, -0.55272515, -0.42115969, -1.32513858,
        2.62151057])]"
4999,movel_fit,"[array([ 855.53260708, -673.31929001,  106.66931364])]","[array([-0.86185463, -0.33638582, -0.55966574, -0.43166603, -1.33596541,
        2.59349414])]"
5499,movel_fit,"[array([ 856.31778168, -655.8661453 ,  104.50776503])]","[array([-0.85553707, -0.34104326, -0.56620114, -0.4422792 , -1.3464509 ,
        2.56573668])]"
5999,movel_fit,"[array([ 857.19379968, -638.36859421,  102.74029399])]","[array([-0.84900964, -0.34576182, -0.57258831, -0.45289227, -1.35675854,
        2.53845568])]"
6499,movel_fit,"[array([ 858.3856741 , -620.85146263,  101.40095193])]","[array([-0.8421656 , -0.35048251, -0.57877332, -0.46362614, -1.36664733,
        2.51173404])]"
6999,movel_fit,"[array([ 859.93867852, -603.35183317,  100.44376462])]","[array([-0.83496243, -0.35518401, -0.58476492, -0.47444611, -1.37598868,
        2.48560325])]"
7499,movel_fit,"[array([ 861.65179068, -585.83186462,   99.91235635])]","[array([-0.8275145 , -0.36011377, -0.59069756, -0.48532734, -1.38491383,
        2.46015702])]"
7999,movel_fit,"[array([ 863.64951219, -568.36298713,   99.78599435])]","[array([-0.81973084, -0.36513118, -0.5964562 , -0.49621348, -1.39328321,
        2.43534652])]"
8499,movel_fit,"[array([ 865.77332396, -550.88448535,   99.99961175])]","[array([-0.8116282 , -0.37038584, -0.60217468, -0.50699968, -1.40117217,
        2.41113945])]"
8999,movel_fit,"[array([ 868.20235653, -533.47918154,  100.58707994])]","[array([-0.80313795, -0.3756421 , -0.60763605, -0.51771795, -1.40849468,
        2.38752245])]"
9499,movel_fit,"[array([ 870.81817299, -516.09739507,  101.51616168])]","[array([-0.79418   , -0.38095466, -0.61284233, -0.52813534, -1.4153418 ,
        2.36427928])]"
9999,movel_fit,"[array([ 873.49034659, -498.73457043,  102.67748645])]","[array([-0.78471947, -0.38629125, -0.61780134, -0.53802875, -1.42179745,
        2.34126887])]"
10499,movel_fit,"[array([ 876.4370997 , -481.48154997,  104.22019179])]","[array([-0.77478721, -0.39143263, -0.62225721, -0.54762885, -1.42781691,
        2.31862929])]"
10999,movel_fit,"[array([ 879.40284077, -464.22108608,  105.95297219])]","[array([-0.76433082, -0.39650109, -0.62639786, -0.55665893, -1.43353874,
        2.29616247])]"
11499,movel_fit,"[array([ 882.57447278, -447.0441465 ,  108.0114285 ])]","[array([-0.75339562, -0.40124053, -0.62995317, -0.56531945, -1.43897434,
        2.27398427])]"
11999,movel_fit,"[array([ 885.93693241, -429.94037723,  110.34927034])]","[array([-0.74192947, -0.4056561 , -0.63293719, -0.57351907, -1.44407234,
        2.25201201])]"
12499,movel_fit,"[array([ 889.4065718 , -412.89382818,  112.85875315])]","[array([-0.72993668, -0.40971958, -0.63540095, -0.58117303, -1.44887382,
        2.23021648])]"
12999,movel_fit,"[array([ 892.93408413, -395.88294101,  115.58260972])]","[array([-0.71743244, -0.41344724, -0.6373098 , -0.58826459, -1.45347407,
        2.20855476])]"
13499,movel_fit,"[array([ 896.57216106, -378.94317069,  118.59396231])]","[array([-0.70446428, -0.41679754, -0.6385858 , -0.5948858 , -1.45786892,
        2.18708878])]"
13999,movel_fit,"[array([ 900.2662165 , -362.02734429,  121.68211769])]","[array([-0.69100732, -0.41980252, -0.63942615, -0.60099544, -1.46194978,
        2.16584622])]"
14499,movel_fit,"[array([ 903.97307566, -345.14869756,  124.97455525])]","[array([-0.67711626, -0.42242383, -0.63968948, -0.60659251, -1.46590669,
        2.14478123])]"
14999,movel_fit,"[array([ 907.89923553, -328.41745272,  128.59686116])]","[array([-0.66280548, -0.42448806, -0.63915586, -0.61178224, -1.46960972,
        2.12396061])]"
15499,movel_fit,"[array([ 911.72169419, -311.61972913,  132.12542757])]","[array([-0.64807599, -0.42629621, -0.63840801, -0.61648681, -1.47307155,
        2.10342286])]"
15999,movel_fit,"[array([ 915.61132631, -294.89986425,  135.86255203])]","[array([-0.63297613, -0.42761663, -0.63701646, -0.6207549 , -1.47638882,
        2.08313377])]"
16499,movel_fit,"[array([ 919.61593288, -278.20443615,  139.7497773 ])]","[array([-0.61744232, -0.42846097, -0.63504014, -0.62460423, -1.47944891,
        2.06307446])]"
16999,movel_fit,"[array([ 923.49609261, -261.53101327,  143.7056253 ])]","[array([-0.60161031, -0.42896914, -0.63264442, -0.62797227, -1.48245213,
        2.04329523])]"
17499,movel_fit,"[array([ 927.51950741, -244.92794186,  147.79385142])]","[array([-0.58538413, -0.42889716, -0.62959947, -0.63091152, -1.48520424,
        2.02377658])]"
17999,movel_fit,"[array([ 931.49843593, -228.29677538,  151.85106371])]","[array([-0.56879187, -0.42845863, -0.62620184, -0.63340092, -1.48774282,
        2.00454631])]"
18499,movel_fit,"[array([ 935.47524885, -211.6947673 ,  156.04957405])]","[array([-0.55188163, -0.4276374 , -0.62228492, -0.63545664, -1.49013112,
        1.98558787])]"
18999,movel_fit,"[array([ 939.29251813, -195.09177774,  160.37352175])]","[array([-0.53470212, -0.42652837, -0.61792232, -0.63702679, -1.49254221,
        1.96686601])]"
19499,movel_fit,"[array([ 943.21900743, -178.503511  ,  164.62483378])]","[array([-0.51714645, -0.42487569, -0.61311477, -0.63817618, -1.49460775,
        1.94849368])]"
19999,movel_fit,"[array([ 947.23196429, -161.96727374,  168.96451351])]","[array([-0.49927965, -0.42271434, -0.6077376 , -0.63889366, -1.49645682,
        1.93044192])]"
20499,movel_fit,"[array([ 951.11162234, -145.40963511,  173.42641566])]","[array([-0.4811369 , -0.42020086, -0.60186474, -0.63912054, -1.4983626 ,
        1.91261059])]"
20999,movel_fit,"[array([ 954.8934803 , -128.83783841,  177.82492995])]","[array([-0.46266789, -0.41731349, -0.59562326, -0.63879142, -1.50013914,
        1.89504917])]"
