breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 875.7778162 , -892.68117889,  171.01132992])]","[array([-0.89593569, -0.24020527, -0.42150002, -0.26275496, -1.20349187,
        2.89501968])]"
499,movel_fit,"[array([ 863.42523368, -825.97284678,  146.30137513])]","[array([-0.9058255 , -0.28546724, -0.48424186, -0.34553992, -1.23694123,
        2.84998335])]"
999,movel_fit,"[array([ 861.69276004, -809.67102407,  139.86233581])]","[array([-0.90328991, -0.29303114, -0.49595742, -0.35742032, -1.24605829,
        2.82598095])]"
1499,movel_fit,"[array([ 859.67800278, -793.21384578,  133.95621189])]","[array([-0.89907226, -0.29954528, -0.50573447, -0.36564932, -1.25678383,
        2.79723408])]"
1999,movel_fit,"[array([ 858.36496138, -776.45719421,  128.66697759])]","[array([-0.8938229 , -0.30520546, -0.51425687, -0.37328379, -1.26797617,
        2.7667799 ])]"
2499,movel_fit,"[array([ 857.00090619, -759.61354309,  123.78565825])]","[array([-0.88880292, -0.31077249, -0.52255476, -0.38153709, -1.27948558,
        2.73680286])]"
2999,movel_fit,"[array([ 856.29690401, -742.55012397,  119.38324623])]","[array([-0.88352976, -0.316048  , -0.53049768, -0.39066699, -1.29077328,
        2.70721082])]"
3499,movel_fit,"[array([ 855.79867919, -725.40670733,  115.37744066])]","[array([-0.87832917, -0.32127537, -0.53832577, -0.40048783, -1.30195489,
        2.67829334])]"
3999,movel_fit,"[array([ 855.5589247 , -708.16035419,  111.86143495])]","[array([-0.8730143 , -0.32641931, -0.54588756, -0.41073214, -1.31307848,
        2.64978596])]"
4499,movel_fit,"[array([ 855.68659103, -690.8092612 ,  108.77293555])]","[array([-0.86736458, -0.33137233, -0.55311476, -0.42116051, -1.32401283,
        2.6214676 ])]"
4999,movel_fit,"[array([ 855.9752832 , -673.40742979,  106.14603991])]","[array([-0.8615017 , -0.33627188, -0.56006188, -0.43165192, -1.33486336,
        2.59345733])]"
5499,movel_fit,"[array([ 856.81463653, -655.95098323,  103.9884822 ])]","[array([-0.85513947, -0.34089416, -0.56656284, -0.44226591, -1.3453113 ,
        2.56567442])]"
5999,movel_fit,"[array([ 857.64022647, -638.44667021,  102.19906178])]","[array([-0.84863206, -0.34564351, -0.57298319, -0.45285219, -1.35564274,
        2.53840516])]"
6499,movel_fit,"[array([ 858.83740061, -620.91400337,  100.87394699])]","[array([-0.84177423, -0.35037183, -0.57915695, -0.46358553, -1.36554274,
        2.51167405])]"
6999,movel_fit,"[array([ 860.39311362, -603.41976835,   99.90862729])]","[array([-0.83456788, -0.35505886, -0.58513888, -0.4743969 , -1.37487829,
        2.48554901])]"
7499,movel_fit,"[array([ 862.10229821, -585.8856808 ,   99.36455283])]","[array([-0.82711428, -0.36000006, -0.59108796, -0.48527955, -1.38379831,
        2.46011117])]"
7999,movel_fit,"[array([ 864.13158247, -568.41145348,   99.24966372])]","[array([-0.81930618, -0.36499535, -0.59681692, -0.49617143, -1.39215535,
        2.43529108])]"
8499,movel_fit,"[array([ 866.20816905, -550.93053955,   99.4602682 ])]","[array([-0.8112329 , -0.3702833 , -0.60255747, -0.50694404, -1.40007881,
        2.41110709])]"
8999,movel_fit,"[array([ 868.66595416, -533.51703602,  100.05592063])]","[array([-0.80274259, -0.3755242 , -0.6080075 , -0.51770884, -1.40739286,
        2.38752502])]"
9499,movel_fit,"[array([ 871.31229053, -516.13882862,  101.00930681])]","[array([-0.79377875, -0.38081983, -0.61318191, -0.5281497 , -1.41422951,
        2.3642956 ])]"
9999,movel_fit,"[array([ 873.94809047, -498.77503323,  102.16622955])]","[array([-0.78431272, -0.38616783, -0.61813662, -0.53798123, -1.4207132 ,
        2.34125061])]"
10499,movel_fit,"[array([ 876.89832019, -481.5111867 ,  103.70193257])]","[array([-0.77437142, -0.39132045, -0.62260454, -0.54758196, -1.42671732,
        2.31861633])]"
10999,movel_fit,"[array([ 879.83876682, -464.24390456,  105.4319305 ])]","[array([-0.76390685, -0.39640714, -0.62674842, -0.55656872, -1.4324542 ,
        2.29612471])]"
11499,movel_fit,"[array([ 883.00275172, -447.06443127,  107.49087904])]","[array([-0.75298201, -0.40113944, -0.6302977 , -0.56523334, -1.43790961,
        2.27396249])]"
11999,movel_fit,"[array([ 886.38886878, -429.94803352,  109.82901227])]","[array([-0.74151111, -0.40556658, -0.63329626, -0.57346927, -1.44297481,
        2.2520191 ])]"
12499,movel_fit,"[array([ 889.84415729, -412.8977589 ,  112.35945154])]","[array([-0.72953531, -0.40964821, -0.63575521, -0.58113026, -1.44780341,
        2.23023752])]"
12999,movel_fit,"[array([ 893.3704623 , -395.87930339,  115.0521385 ])]","[array([-0.71702351, -0.41336889, -0.63768303, -0.58821215, -1.45238678,
        2.20858457])]"
