primitives,points,q_bp
movej_fit,"[array([  872.437101  , -1068.97244821,   848.80308436])]","[array([-0.99983215, -0.04373042, -0.18307006, -0.29915233, -1.19577624,
        2.87136085])]"
movel_fit,"[array([  871.34759764, -1043.09153219,   837.42429012])]","[array([-0.99473992, -0.04981529, -0.19580424, -0.30603838, -1.21564741,
        2.87754763])]"
movel_fit,"[array([  870.26521081, -1017.37424555,   826.08129747])]","[array([-0.98953837, -0.05539429, -0.2084528 , -0.3129871 , -1.23514272,
        2.88360861])]"
movel_fit,"[array([ 869.17046119, -991.77892942,  814.75714396])]","[array([-0.98422367, -0.06047845, -0.22104742, -0.32000633, -1.25430102,
        2.88955622])]"
movel_fit,"[array([ 868.05064637, -966.31054631,  803.46310915])]","[array([-0.97879938, -0.06506905, -0.23359217, -0.32709393, -1.27312432,
        2.89539242])]"
movel_fit,"[array([ 866.89286322, -940.97401414,  792.21010516])]","[array([-0.97326955, -0.0691676 , -0.24609108, -0.33424767, -1.29161503,
        2.90111913])]"
movel_fit,"[array([ 865.68404713, -915.77423074,  781.00865513])]","[array([-0.96763871, -0.07277582, -0.25854817, -0.3414652 , -1.30977602,
        2.90673821])]"
movel_fit,"[array([ 864.41100818, -890.71609353,  769.86887814])]","[array([-0.96191184, -0.07589558, -0.27096746, -0.34874398, -1.32761055,
        2.91225141])]"
movel_fit,"[array([ 863.06046474, -865.80451441,  758.80048029])]","[array([-0.95609431, -0.07852897, -0.28335294, -0.35608122, -1.34512231,
        2.91766032])]"
movel_fit,"[array([ 861.61735197, -841.09811283,  747.82895956])]","[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]"
movel_fit,"[array([ 854.50165028, -825.01108299,  733.13268157])]","[array([-0.955867  , -0.07649976, -0.30732808, -0.37654298, -1.38038405,
        2.93703159])]"
movel_fit,"[array([ 848.66388462, -808.14139573,  720.12646464])]","[array([-0.95200784, -0.06689668, -0.30955618, -0.37549182, -1.40437817,
        2.92930127])]"
