breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 861.60239572,  282.14362781, 2595.35915638])]","[array([ 0.53733915, -0.5220737 ,  0.50784556, -2.74483879,  1.60655109,
       -1.50963164])]"
1665,movel,"[array([1202.43708248,  110.58655748, 2297.58229651])]","[array([ 0.36393921, -0.43286748,  0.65819708, -2.54985934,  1.5656941 ,
       -1.49329675])]"
3332,movel,"[array([1239.4610178 ,   92.24734791, 2260.71740775])]","[array([ 0.35132877, -0.41577057,  0.66840182, -2.52497116,  1.56032959,
       -1.49142285])]"
4999,movel,"[array([1277.63662337,   76.65655052, 2220.09122783])]","[array([ 0.34051653, -0.39711703,  0.67964519, -2.5009806 ,  1.55422558,
       -1.49067866])]"
6665,movel,"[array([1315.11320092,   61.78460367, 2178.33090865])]","[array([ 0.32980876, -0.37820264,  0.69094731, -2.47909783,  1.54656779,
       -1.49043864])]"
8332,movel,"[array([1352.55258131,   48.6356214 , 2137.28918876])]","[array([ 0.31920706, -0.35740287,  0.70030674, -2.46062586,  1.53852303,
       -1.49106099])]"
9999,movel,"[array([1388.77377468,   34.64462963, 2098.3604118 ])]","[array([ 0.30683002, -0.3364391 ,  0.70797642, -2.44640614,  1.52886404,
       -1.4912312 ])]"
11665,movel,"[array([1423.51670574,   21.10901005, 2061.2266435 ])]","[array([ 0.29446863, -0.31498314,  0.71388741, -2.43485015,  1.5191545 ,
       -1.49083746])]"
13332,movel,"[array([1456.97924437,   10.46284436, 2025.18090708])]","[array([ 0.28456268, -0.29215091,  0.71782034, -2.42402621,  1.5112855 ,
       -1.49051824])]"
14999,movel,"[array([ 1.48837194e+03, -1.69855885e+00,  1.99048453e+03])]","[array([ 0.27368233, -0.27031693,  0.72120452, -2.41501094,  1.5024914 ,
       -1.48838595])]"
16665,movel,"[array([1518.15114679,  -10.84781636, 1956.66671778])]","[array([ 0.26558365, -0.24769542,  0.72317177, -2.40579251,  1.4957789 ,
       -1.48640174])]"
18332,movel,"[array([1546.06798411,  -20.53798033, 1923.86516198])]","[array([ 0.2573962 , -0.22564578,  0.72464338, -2.39746157,  1.48921446,
       -1.48299033])]"
19999,movel,"[array([1572.19712897,  -28.90467977, 1892.10848474])]","[array([ 0.25064279, -0.20354067,  0.72523914, -2.38910998,  1.4841408 ,
       -1.47902426])]"
21665,movel,"[array([1596.51219545,  -38.0350765 , 1861.75735092])]","[array([ 0.24370114, -0.18196045,  0.72519141, -2.38132754,  1.47963563,
       -1.47363444])]"
23332,movel,"[array([1618.61217213,  -46.63552183, 1832.42688235])]","[array([ 0.23793965, -0.16065629,  0.72465177, -2.37274955,  1.47707827,
       -1.46720358])]"
24999,movel,"[array([1638.2690401 ,  -56.01356804, 1804.38223755])]","[array([ 0.2325804 , -0.13995884,  0.72371705, -2.36318722,  1.47626992,
       -1.45912566])]"
26665,movel,"[array([1655.24067012,  -66.46761624, 1778.09361959])]","[array([ 0.2274796 , -0.1199276 ,  0.72229735, -2.35253229,  1.47766143,
       -1.44920626])]"
28332,movel,"[array([1669.53861636,  -78.59431215, 1754.44422322])]","[array([ 0.22214445, -0.10059477,  0.71997511, -2.34105033,  1.48137666,
       -1.43725198])]"
29999,movel,"[array([1680.87069489,  -92.82682592, 1733.9343697 ])]","[array([ 0.21641296, -0.08208457,  0.71662237, -2.32847079,  1.48782651,
       -1.4229936 ])]"
31665,movel,"[array([1688.89777813, -109.63596347, 1716.80417616])]","[array([ 0.21016926, -0.06452391,  0.71218897, -2.3142592 ,  1.49735092,
       -1.40617434])]"
33332,movel,"[array([1693.66005012, -129.28195356, 1703.24999877])]","[array([ 0.20320278, -0.0478766 ,  0.70644902, -2.29829567,  1.50991221,
       -1.38686099])]"
34999,movel,"[array([1695.46141008, -151.87928053, 1692.77274906])]","[array([ 0.19524007, -0.03203352,  0.69949627, -2.28075166,  1.52499394,
       -1.36532049])]"
36665,movel,"[array([1694.81979122, -177.06261255, 1683.87391725])]","[array([ 0.18648528, -0.01670916,  0.69164762, -2.26107669,  1.54171795,
       -1.34220554])]"
38332,movel,"[array([1692.07694272, -204.65012009, 1673.9710868 ])]","[array([ 1.77184866e-01, -1.64106394e-03,  6.83884374e-01, -2.23828451e+00,
        1.55901500e+00, -1.31793730e+00])]"
39999,movel,"[array([1687.53083838, -233.8689381 , 1660.49945216])]","[array([ 0.16811547,  0.01348562,  0.67699788, -2.21077479,  1.57589776,
       -1.29323989])]"
41665,movel,"[array([1681.68079098, -264.34043081, 1641.57477218])]","[array([ 0.15945874,  0.02895298,  0.67156017, -2.17803666,  1.59109759,
       -1.26867901])]"
43332,movel,"[array([1676.19953539, -294.94894837, 1617.19829858])]","[array([ 0.15107657,  0.04533058,  0.66706191, -2.14201033,  1.60304924,
       -1.2453841 ])]"
44999,movel,"[array([1671.84928687, -325.11640898, 1587.37884884])]","[array([ 0.14291646,  0.06292155,  0.66329549, -2.10380827,  1.61098459,
       -1.22377947])]"
46665,movel,"[array([1669.51868107, -354.54789547, 1552.71190113])]","[array([ 0.13476167,  0.08197574,  0.65965052, -2.06473518,  1.61408013,
       -1.20438811])]"
48332,movel,"[array([1670.17197468, -382.24497717, 1514.39035246])]","[array([ 0.12663221,  0.10272821,  0.6556383 , -2.02716789,  1.61224172,
       -1.18736201])]"
49999,movel,"[array([1695.22993528, -474.22913259, 1360.27990156])]","[array([ 0.09451886,  0.19375217,  0.62659077, -1.90614416,  1.575277  ,
       -1.14101635])]"
