breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 1448.05213561, -1278.2900402 ,   238.87791318])]","[array([-0.83569718,  0.65226985,  0.20675467, -2.77412351, -0.63360251,
       -2.20071317])]"
500,movel_fit,"[array([ 1421.2113185 , -1183.20730681,   302.45151487])]","[array([-0.84407687,  0.60634277,  0.23737446, -2.69262049, -0.76294561,
       -2.21968135])]"
1000,movel_fit,"[array([ 1417.39689481, -1169.23007553,   312.30917753])]","[array([-0.84335754,  0.59983605,  0.2401618 , -2.68934763, -0.78178892,
       -2.22509809])]"
1500,movel_fit,"[array([ 1415.857295  , -1154.80959805,   322.58863417])]","[array([-0.84039839,  0.59554912,  0.23812647, -2.69217703, -0.8042946 ,
       -2.22936063])]"
2000,movel_fit,"[array([ 1412.74868067, -1140.84946594,   332.62037878])]","[array([-0.83850496,  0.59002576,  0.23879532, -2.69215222, -0.82408429,
       -2.2375948 ])]"
2500,movel_fit,"[array([ 1410.27154894, -1127.81545251,   344.28774014])]","[array([-0.8368488 ,  0.58514299,  0.23708687, -2.69234172, -0.84655279,
       -2.24536044])]"
3000,movel_fit,"[array([ 1407.8144949 , -1114.54710245,   355.48699354])]","[array([-0.83529399,  0.58030533,  0.23621511, -2.69099219, -0.86791907,
       -2.25375196])]"
3500,movel_fit,"[array([ 1407.03968743, -1102.63283169,   368.35893675])]","[array([-0.83369397,  0.57606868,  0.23291357, -2.68939502, -0.89064727,
       -2.26090314])]"
4000,movel_fit,"[array([ 1404.50849462, -1090.13010485,   380.20505212])]","[array([-0.83288777,  0.57234702,  0.23058847, -2.68660988, -0.91399889,
       -2.27034626])]"
4500,movel_fit,"[array([ 1402.41083745, -1077.62204575,   392.34311424])]","[array([-0.83185883,  0.5674488 ,  0.22984388, -2.6828557 , -0.9346927 ,
       -2.27934399])]"
5000,movel_fit,"[array([ 1401.80800085, -1065.67147722,   405.70059669])]","[array([-0.83037771,  0.56510178,  0.22435181, -2.68076022, -0.96046448,
       -2.28643226])]"
