breakpoints,primitives,points,q_bp
0,moveabsj,"[array([-507.47073489, 1280.50448693,  582.8273044 ])]","[array([ 1.31300948,  1.04909547, -2.2868589 , -1.16506855,  1.51854139,
       -4.71885296])]"
1666,moveabsj,"[array([-420.09930311, 1246.01613984,  483.05652419])]","[array([ 1.26454118,  1.02312282, -2.25618626, -1.19154721,  1.50557711,
       -4.8289769 ])]"
3332,moveabsj,"[array([-399.26009512, 1227.92418781,  451.41849347])]","[array([ 1.25843977,  1.01374599, -2.24897579, -1.2017227 ,  1.49227973,
       -4.86361189])]"
4999,moveabsj,"[array([-372.90974596, 1211.24693343,  421.71526076])]","[array([ 1.24938464,  1.00396373, -2.24172315, -1.21411569,  1.48082147,
       -4.89771357])]"
6665,moveabsj,"[array([-343.50044802, 1195.05152367,  394.63881941])]","[array([ 1.23944305,  0.99343985, -2.23566483, -1.2286373 ,  1.47013678,
       -4.93129847])]"
8332,moveabsj,"[array([-312.01583753, 1180.03231812,  371.9848827 ])]","[array([ 1.22857316,  0.98150272, -2.23038906, -1.24458698,  1.46059499,
       -4.96290972])]"
9999,moveabsj,"[array([-280.14531926, 1165.95624919,  354.03583479])]","[array([ 1.2181523 ,  0.96800446, -2.22649014, -1.26165307,  1.45153844,
       -4.99238729])]"
11665,moveabsj,"[array([-249.31813936, 1151.80081348,  339.62638212])]","[array([ 1.20987882,  0.95300218, -2.22417418, -1.27936614,  1.44113723,
       -5.02031066])]"
13332,moveabsj,"[array([-219.96759934, 1136.90161406,  327.93619747])]","[array([ 1.20404332,  0.93643678, -2.22304818, -1.29670942,  1.42820328,
       -5.04706043])]"
14999,moveabsj,"[array([-192.70119305, 1121.531683  ,  318.78726524])]","[array([ 1.20149494,  0.91842486, -2.22267739, -1.31388185,  1.41287411,
       -5.07236325])]"
16665,moveabsj,"[array([-167.2990971 , 1105.48232313,  311.92047666])]","[array([ 1.20074854,  0.90008003, -2.22500717, -1.32876976,  1.39530419,
       -5.09734431])]"
18332,moveabsj,"[array([-144.55535093, 1089.90361567,  307.83292822])]","[array([ 1.20362914,  0.87985498, -2.22595913, -1.34316193,  1.37569391,
       -5.1194887 ])]"
19999,moveabsj,"[array([-124.51111776, 1074.93577189,  306.41641427])]","[array([ 1.20906788,  0.85931327, -2.22844192, -1.35549923,  1.3546814 ,
       -5.14002785])]"
21665,moveabsj,"[array([-107.08991085, 1060.944715  ,  307.90354381])]","[array([ 1.21588803,  0.8385081 , -2.23235605, -1.36427942,  1.33233725,
       -5.15864359])]"
23332,moveabsj,"[array([ -92.98519612, 1048.29588276,  312.52205451])]","[array([ 1.22542739,  0.81683528, -2.23685241, -1.37029225,  1.30857949,
       -5.17485404])]"
24999,moveabsj,"[array([ -82.31499739, 1037.5518081 ,  320.55641561])]","[array([ 1.23764084,  0.79441538, -2.24203429, -1.37307252,  1.28315772,
       -5.18811279])]"
26665,moveabsj,"[array([ -75.27421504, 1029.70956153,  333.2033668 ])]","[array([ 1.25191874,  0.77098818, -2.24804361, -1.37230108,  1.25664937,
       -5.19749575])]"
28332,moveabsj,"[array([ -72.030924  , 1025.66808977,  351.72715626])]","[array([ 1.26667047,  0.74766925, -2.25827131, -1.36673345,  1.23031342,
       -5.20341847])]"
29999,moveabsj,"[array([ -73.11917539, 1026.40885953,  378.36558633])]","[array([ 1.28209293,  0.72220958, -2.26943047, -1.35803346,  1.20442176,
       -5.20287728])]"
31665,moveabsj,"[array([ -78.90549659, 1031.81732214,  414.56970488])]","[array([ 1.29778928,  0.69477083, -2.28322919, -1.34660861,  1.17932985,
       -5.19571294])]"
33332,moveabsj,"[array([ -89.36456156, 1040.94427311,  461.57081971])]","[array([ 1.31201907,  0.66622604, -2.30276457, -1.33201705,  1.15612498,
       -5.18279691])]"
34999,moveabsj,"[array([-104.66301401, 1051.98785319,  519.96316874])]","[array([ 1.32747934,  0.63609427, -2.3274393 , -1.31918676,  1.13507517,
       -5.16423127])]"
36665,moveabsj,"[array([-122.28208523, 1061.7460571 ,  588.34000499])]","[array([ 1.33584712,  0.60388041, -2.35447759, -1.3014118 ,  1.11583106,
       -5.13983728])]"
38332,moveabsj,"[array([-143.21392349, 1067.43784016,  662.63344132])]","[array([ 1.35226707,  0.57132918, -2.38478602, -1.29153104,  1.09383928,
       -5.11368294])]"
39999,moveabsj,"[array([-165.15402856, 1067.09936813,  738.57060411])]","[array([ 1.35652773,  0.53874831, -2.41388554, -1.2684451 ,  1.06995691,
       -5.08397259])]"
41665,moveabsj,"[array([-190.60958788, 1060.47987792,  811.28638222])]","[array([ 1.37730493,  0.50824432, -2.44232687, -1.25489589,  1.03497923,
       -5.05595373])]"
43332,moveabsj,"[array([-218.11543533, 1048.55899505,  877.96342825])]","[array([ 1.37737255,  0.48015605, -2.46702426, -1.21935536,  1.00129756,
       -5.02471899])]"
44999,moveabsj,"[array([-248.52690285, 1032.62512147,  936.3444266 ])]","[array([ 1.38925248,  0.45563489, -2.4886279 , -1.18905885,  0.95857109,
       -4.99592385])]"
46665,moveabsj,"[array([-281.35750632, 1014.45075781,  985.61485969])]","[array([ 1.40528185,  0.43468174, -2.50464211, -1.15777355,  0.90898217,
       -4.96758108])]"
48332,moveabsj,"[array([-315.58005084,  995.10928644, 1025.78490062])]","[array([ 1.41810883,  0.41742124, -2.51681179, -1.12165233,  0.85809644,
       -4.94007799])]"
49999,moveabsj,"[array([-416.25016298,  929.25777492, 1116.79091034])]","[array([ 1.45169578,  0.37365677, -2.54210729, -1.01850676,  0.71323428,
       -4.86678617])]"
