breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([2539.97000429,  566.17914052, 1161.92424245])]","[array([ 0.01258078,  0.68866855, -0.21443817, -1.47983702, -0.82402415,
       -2.27094357])]"
1665,movel,"[array([2508.87869063,  583.55900159, 1196.63272343])]","[array([ 0.01300309,  0.67012421, -0.20799574, -1.49223101, -0.85919568,
       -2.28310796])]"
3332,movel,"[array([2475.71697622,  595.50859397, 1231.12749455])]","[array([ 0.01116532,  0.65067704, -0.20133799, -1.50737551, -0.89619301,
       -2.29678914])]"
4999,movel,"[array([2441.92603921,  603.07964594, 1267.76672332])]","[array([ 0.00774794,  0.63060132, -0.19546769, -1.52168682, -0.93425501,
       -2.31039288])]"
6665,movel,"[array([2407.9989978 ,  607.8939241 , 1305.71527643])]","[array([ 0.00363494,  0.61013074, -0.19044384, -1.53501313, -0.97173746,
       -2.32337519])]"
8332,movel,"[array([2374.57890203,  611.5638249 , 1344.69831847])]","[array([-3.14869283e-04,  5.89469846e-01, -1.86406822e-01, -1.54675996e+00,
       -1.00716113e+00, -2.33509792e+00])]"
9999,movel,"[array([2342.06771   ,  614.82996576, 1384.15742325])]","[array([-0.00373303,  0.5688071 , -0.18335425, -1.55696345, -1.03970305,
       -2.34538861])]"
11665,movel,"[array([2310.44552094,  617.44066692, 1423.40294345])]","[array([-0.0068233 ,  0.54824549, -0.18114437, -1.56627022, -1.06948488,
       -2.35458204])]"
13332,movel,"[array([2279.57688894,  619.03604157, 1462.0805243 ])]","[array([-0.00986319,  0.52780513, -0.1796583 , -1.57517179, -1.09690528,
       -2.36301181])]"
14999,movel,"[array([2249.47629372,  619.49525784, 1500.0174895 ])]","[array([-0.01298547,  0.50753123, -0.17883977, -1.58382685, -1.12215535,
       -2.3708179 ])]"
16665,movel,"[array([2220.1715839 ,  618.78203047, 1537.10072834])]","[array([-0.01627347,  0.48745938, -0.17863928, -1.59232723, -1.14536973,
       -2.3780895 ])]"
18332,movel,"[array([2191.64954158,  616.89712948, 1573.28560843])]","[array([-0.01978935,  0.46758613, -0.17900427, -1.60076706, -1.16667509,
       -2.38490237])]"
19999,movel,"[array([2163.99797273,  613.90485339, 1608.46374687])]","[array([-0.02354593,  0.4479508 , -0.17988412, -1.60918559, -1.18606077,
       -2.39127192])]"
21665,movel,"[array([2137.27130827,  609.78411683, 1642.42366926])]","[array([-0.02759928,  0.42858759, -0.18119279, -1.61774706, -1.20356515,
       -2.39726406])]"
23332,movel,"[array([2111.38339364,  604.3072677 , 1674.80734345])]","[array([-0.03212176,  0.40948061, -0.18278484, -1.62689172, -1.21941474,
       -2.40308013])]"
24999,movel,"[array([2086.35159224,  597.23270938, 1705.09052839])]","[array([-0.03727933,  0.39066188, -0.1844934 , -1.63710271, -1.2337565 ,
       -2.40890865])]"
26665,movel,"[array([2062.43135249,  588.51121423, 1732.82418333])]","[array([-0.04310734,  0.37221682, -0.18618742, -1.64863757, -1.24643722,
       -2.41477471])]"
28332,movel,"[array([2039.99020441,  578.11634259, 1757.59511454])]","[array([-0.04960818,  0.35424423, -0.18774237, -1.66169943, -1.25717321,
       -2.42064682])]"
29999,movel,"[array([2019.3770528 ,  565.79175752, 1778.67682382])]","[array([-0.05689805,  0.33688808, -0.18896259, -1.67676511, -1.26584191,
       -2.426633  ])]"
31665,movel,"[array([2000.89523241,  551.17721859, 1795.17845861])]","[array([-0.06513524,  0.32031708, -0.18961429, -1.69446447, -1.27245816,
       -2.43293304])]"
33332,movel,"[array([1984.861598  ,  534.18822928, 1806.48707402])]","[array([-0.07430706,  0.30472276, -0.18952366, -1.71510524, -1.27696434,
       -2.43962556])]"
34999,movel,"[array([1971.39122958,  515.0888693 , 1812.32356574])]","[array([-0.08421862,  0.29030707, -0.1885754 , -1.73863749, -1.27948419,
       -2.44673102])]"
36665,movel,"[array([1959.97709641,  494.23962165, 1812.61068237])]","[array([-0.09466907,  0.27712477, -0.18665804, -1.76509257, -1.28075742,
       -2.45446589])]"
38332,movel,"[array([1949.47137935,  472.02392832, 1807.44627017])]","[array([-0.10549202,  0.26500813, -0.18366474, -1.7947263 , -1.28206531,
       -2.46326069])]"
39999,movel,"[array([1938.31378877,  448.79363619, 1796.89724299])]","[array([-0.11655424,  0.25363382, -0.17947809, -1.82809642, -1.2849992 ,
       -2.47372437])]"
41665,movel,"[array([1924.89692032,  425.21239467, 1781.61183385])]","[array([-0.12754604,  0.24254696, -0.17412097, -1.86540817, -1.29092257,
       -2.486285  ])]"
43332,movel,"[array([1908.1538718 ,  402.74223204, 1764.08010716])]","[array([-0.13776498,  0.23118385, -0.16805539, -1.9051979 , -1.30026278,
       -2.50057383])]"
44999,movel,"[array([1887.07451393,  382.22436698, 1746.2993881 ])]","[array([-0.14683335,  0.21893896, -0.16166776, -1.94659476, -1.31357811,
       -2.51645083])]"
46665,movel,"[array([1860.689728  ,  364.48563358, 1730.65897573])]","[array([-0.15443336,  0.20511297, -0.15545864, -1.98844397, -1.33145564,
       -2.53368756])]"
48332,movel,"[array([1829.07065848,  350.45418735, 1720.45192626])]","[array([-0.1602736 ,  0.18916944, -0.15025911, -2.02831082, -1.35351358,
       -2.55139641])]"
49999,movel,"[array([1793.55211016,  341.51743683, 1720.69056146])]","[array([-0.1641762 ,  0.17077409, -0.14739155, -2.06132639, -1.3782264 ,
       -2.5675812 ])]"
