breakpoints,primitives,points
0,movej_fit,"[array([-0.00506628,  0.45840944,  0.8003387 , -0.01320454, -1.78271894,
        0.00462085])]"
5017,movel_fit,"[array([1974.65313967,    2.50005234, 1103.0547119 ])]"
10171,movel_fit,"[array([1975.72370191,   11.55114019, 1208.63090817])]"
16240,movel_fit,"[array([1980.96703151,   26.33586781, 1332.39639326])]"
19209,movel_fit,"[array([1983.72789704,   30.12949032, 1393.25988518])]"
21702,movel_fit,"[array([1982.89914249,   29.20690499, 1444.49304259])]"
24140,movel_fit,"[array([1979.68291254,   22.82592681, 1494.13398658])]"
26731,movel_fit,"[array([1975.28929182,   10.2901593 , 1545.7321897 ])]"
29318,movel_fit,"[array([1974.48340032,   -6.23228864, 1596.30060784])]"
31863,movel_fit,"[array([1978.92709328,  -21.83837556, 1646.04860593])]"
33719,movel_fit,"[array([1982.91516337,  -28.97117394, 1683.34998988])]"
35267,movel_fit,"[array([1983.58588671,  -30.26859123, 1715.17215209])]"
36812,movel_fit,"[array([1981.32213062,  -26.17463137, 1746.62712652])]"
38641,movel_fit,"[array([1976.62767289,  -15.27825161, 1782.34747864])]"
40548,movel_fit,"[array([1.97411215e+03, 6.67540425e-01, 1.81810331e+03])]"
42541,movel_fit,"[array([1977.1753908 ,   17.59986229, 1855.32302417])]"
44078,movel_fit,"[array([1981.87976577,   27.19025194, 1885.0900014 ])]"
45328,movel_fit,"[array([1983.67550059,   30.41444249, 1910.57675561])]"
46512,movel_fit,"[array([1982.47546673,   28.27658502, 1934.84118221])]"
47928,movel_fit,"[array([1978.2684628 ,   19.75309073, 1962.41712858])]"
49563,movel_fit,"[array([1974.33442024,    4.60591976, 1992.19912927])]"
50000,movel_fit,"[array([ 1.97478089e+03, -6.62142317e-02,  1.99993351e+03])]"
