primitives,points,q_bp
movej_fit,"[array([ 705.88930854, -606.70289815,  591.66558395])]","[array([-0.81564505,  0.64596003,  0.6597113 , -0.28172114, -2.05051211,
        2.28464523])]"
movel_fit,"[array([ 704.90026286, -556.71271662,  591.60609173])]","[array([-0.78547033,  0.55296126,  0.51760495, -0.2893896 , -1.99489499,
        2.26783803])]"
movel_fit,"[array([ 703.92340099, -506.71761904,  591.54339046])]","[array([-0.75275217,  0.4747935 ,  0.40368459, -0.29912774, -1.95222553,
        2.24547761])]"
movel_fit,"[array([ 703.14721762, -465.63492395,  591.48776197])]","[array([-0.724343  ,  0.41689438,  0.32275898, -0.30655381, -1.92474278,
        2.2496487 ])]"
movel_fit,"[array([ 701.38650931, -424.59081749,  591.54500958])]","[array([-0.70164591,  0.34741724,  0.23196412, -0.3218784 , -1.8869684 ,
        2.26542267])]"
movel_fit,"[array([ 698.68479899, -383.58687636,  591.63540027])]","[array([-0.68452276,  0.2666727 ,  0.13275484, -0.34450094, -1.84024694,
        2.2927611 ])]"
movel_fit,"[array([ 695.06838541, -342.6683714 ,  591.62828316])]","[array([-0.67302208,  0.17509498,  0.0261362 , -0.3742551 , -1.78615575,
        2.33095793])]"
movel_fit,"[array([ 690.61572147, -301.81007682,  591.36240681])]","[array([-0.66682482,  0.07398356, -0.0863692 , -0.41107576, -1.72713772,
        2.37743916])]"
movel_fit,"[array([ 685.5281363 , -261.05605935,  590.68491262])]","[array([-0.66469745, -0.0334151 , -0.20138602, -0.45433432, -1.66703176,
        2.42641841])]"
movel_fit,"[array([ 680.15392411, -220.32177113,  589.53067276])]","[array([-0.66407933, -0.14263763, -0.31431061, -0.50264916, -1.60986994,
        2.46778301])]"
movel_fit,"[array([ 675.07329281, -179.5836624 ,  588.02749359])]","[array([-0.66109395, -0.24836612, -0.41950456, -0.55367296, -1.55854513,
        2.48711105])]"
movel_fit,"[array([ 671.11892494, -138.70804874,  586.58661037])]","[array([-0.6501277 , -0.34518283, -0.51094934, -0.60374385, -1.51324423,
        2.46684171])]"
movel_fit,"[array([669.33878132, -97.6592921 , 585.85073988])]","[array([-0.62278331, -0.426075  , -0.58077685, -0.64574877, -1.4711784 ,
        2.38927645])]"
movel_fit,"[array([670.81954392, -56.60551102, 586.4201213 ])]","[array([-0.56638622, -0.47714097, -0.61530165, -0.66486664, -1.4295888 ,
        2.24177254])]"
movel_fit,"[array([676.2130244 , -15.91206511, 588.23259928])]","[array([-0.47038143, -0.47183065, -0.59399828, -0.64132247, -1.3964164 ,
        2.02641576])]"
movel_fit,"[array([685.2786152 ,  24.12864096, 590.17234051])]","[array([-0.34482461, -0.37830908, -0.49850293, -0.57325839, -1.40383055,
        1.76991888])]"
movel_fit,"[array([696.88757917,  63.55184833, 590.46445972])]","[array([-0.2245417 , -0.19010102, -0.33183095, -0.49858349, -1.48778438,
        1.52339851])]"
movel_fit,"[array([709.2136708 , 102.66163952, 587.66502069])]","[array([-0.13701006,  0.04324037, -0.13854275, -0.46280494, -1.63000534,
        1.3395497 ])]"
movel_fit,"[array([719.92325568, 141.96126156, 582.12032761])]","[array([-0.08108809,  0.25109923,  0.02270475, -0.47447535, -1.77315667,
        1.25919388])]"
movel_fit,"[array([726.29323033, 182.24557684, 576.96796311])]","[array([-0.0419767 ,  0.40247976,  0.130303  , -0.51780162, -1.89191387,
        1.32094092])]"
movel_fit,"[array([725.4632505 , 223.35478743, 576.89146198])]","[array([-1.48445866e-03,  4.77071829e-01,  1.83213231e-01, -5.57002701e-01,
       -1.97118564e+00,  1.50992937e+00])]"
movel_fit,"[array([716.48104914, 263.07387576, 582.60205511])]","[array([ 0.04631592,  0.41613554,  0.14831639, -0.55367384, -1.94359049,
        1.71139081])]"
movel_fit,"[array([701.43401487, 300.80617957, 588.78736623])]","[array([ 0.10069578,  0.18427294, -0.02216706, -0.51909385, -1.75704603,
        1.8546421 ])]"
movel_fit,"[array([683.88168516, 337.98097889, 590.21718355])]","[array([ 0.17680726, -0.14261164, -0.28855026, -0.48762075, -1.46595715,
        1.90588289])]"
movel_fit,"[array([668.98547509, 376.16461162, 586.54407394])]","[array([ 0.27717687, -0.43069257, -0.53946387, -0.46994212, -1.16847685,
        1.76961651])]"
movel_fit,"[array([664.62131429, 417.0431854 , 583.97545579])]","[array([ 0.41437425, -0.60832708, -0.70334271, -0.39270943, -0.88895756,
        1.30493255])]"
movel_fit,"[array([676.01347831, 456.58224535, 587.5195859 ])]","[array([ 0.4913191 , -0.50099896, -0.61299248, -0.28667367, -0.86366127,
        0.83265838])]"
movel_fit,"[array([695.53372669, 492.69435031, 588.96973807])]","[array([ 0.41859984, -0.1474446 , -0.28826737, -0.38770093, -1.1517809 ,
        0.72341292])]"
movel_fit,"[array([718.10212297, 537.29892667, 589.62830914])]","[array([ 0.35076919,  0.23685967,  0.06446808, -0.51062906, -1.46989065,
        0.54318928])]"
movel_fit,"[array([740.83096256, 581.82620041, 590.47786447])]","[array([ 0.30150554,  0.58936866,  0.36945767, -0.66781822, -1.74791442,
        0.31609452])]"
