num_breakpoints,max_cartesian_error,max_cartesian_error_index,avg_cartesian_error,max_orientation_error
48,21.419659675039508,4345,2.222021571569391,0.04647121393757769
64,3.1460637917934022,5987,0.25813464498815,0.018021738191862934
100,3.144638472736003,5987,0.2510165602930528,0.016882488434952547
186,3.1446384727472383,5987,0.21436969631263111,0.008122806137908795
608,3.1435493042004476,5988,0.20543226641900397,0.007593858482406523
