x,y,z
2327.1685444979894,1084.3881465778554,757.5642939039301
2327.1654555716555,1084.3060807481036,757.5169071013072
2327.16235844955,1084.2240079889007,757.4695328364256
2327.159253131766,1084.1419283027333,757.422171110721
2327.156139618399,1084.0598416920884,757.3748219256283
2327.1530179095416,1083.9777481594533,757.3274852825823
2327.1498880052895,1083.895647707315,757.280161183017
2327.146749905737,1083.8135403381614,757.2328496283665
2327.1436036109803,1083.73142605448,757.1855506200639
2327.1404491211133,1083.649304858759,757.1382641595428
2327.1372864362324,1083.5671767534864,757.0909902482357
2327.134115556433,1083.4850417411508,757.043728887575
2327.130936481811,1083.4028998242406,756.9964800789926
2327.127749212464,1083.3207510052446,756.9492438239201
2327.1245537484874,1083.238595286652,756.9020201237887
2327.1213500899776,1083.156432670952,756.8548089800294
2327.1181382370332,1083.074263160634,756.8076103940723
2327.1149181897504,1082.9920867581875,756.7604243673478
2327.1116899482267,1082.9099034661026,756.7132509012854
2327.1084535125606,1082.8277132868693,756.6660899973145
2327.1052088828496,1082.7455162229776,756.6189416568641
2327.101956059192,1082.6633122769185,756.5718058813625
2327.0986950416873,1082.5811014511823,756.524682672238
2327.0954258304328,1082.49888374826,756.4775720309185
2327.0921484255286,1082.4166591706426,756.4304739588312
2327.088862827074,1082.3344277208216,756.3833884574032
2327.085569035168,1082.2521894012884,756.336315528061
2327.082267049911,1082.169944214535,756.2892551722313
2327.0789568714026,1082.0876921630531,756.2422073913394
2327.075638499743,1082.0054332493348,756.1951721868113
2327.072311935033,1081.9231674758726,756.1481495600718
2327.0689771773737,1081.8408948451588,756.1011395125458
2327.0656342268653,1081.7586153596867,756.0541420456576
2327.06228308361,1081.6763290219487,756.0071571608311
2327.0589237477084,1081.5940358344385,755.96018485949
2327.055556219263,1081.5117357996492,755.9132251430574
2327.052180498376,1081.4294289200743,755.8662780129562
2327.048796585149,1081.3471151982078,755.8193434706089
2327.045404479685,1081.2647946365437,755.7724215174376
2327.0420041820867,1081.1824672375762,755.7255121548637
2327.038595692457,1081.1001330037998,755.6786153843088
2327.035179010899,1081.017791937709,755.6317312071938
2327.0317541375166,1080.9354440417987,755.584859624939
2327.0283210724133,1080.8530893185641,755.5380006389648
2327.0248798156936,1080.7707277705003,755.4911542506909
2327.021430367461,1080.6883594001029,755.4443204615367
2327.0179727278205,1080.6059842098673,755.3974992729212
2327.014506896877,1080.5236022022896,755.3506906862631
2327.011032874735,1080.4412133798658,755.3038947029804
2327.0075506615,1080.3588177450924,755.2571113244913
2327.0040602572776,1080.2764153004657,755.2103405522132
2327.000561662174,1080.1940060484824,755.1635823875631
2326.997054876294,1080.1115899916394,755.1168368319578
2326.993539899745,1080.029167132434,755.0701038868135
2326.9900167326327,1079.9467374733633,755.0233835535464
2326.9864853750646,1079.864301016925,754.976675833572
2326.982945827147,1079.781857765617,754.9299807283053
2326.9793980889876,1079.6994077219367,754.8832982391613
