breakpoints,primitives,points,q_bp
0,moveabsj_fit,"[array([1406.96524336,  343.51712415, 1444.05270214])]","[array([-0.16234049,  0.02539118,  0.18467839, -2.11913609, -1.61598263,
        2.53549816])]"
106,movel_fit,"[array([1415.81119228,  313.95705194, 1432.22381261])]","[array([-0.17786009,  0.02966292,  0.18133641, -2.13667078, -1.61197982,
        2.52949418])]"
218,movel_fit,"[array([1423.64262689,  282.5394118 , 1421.01914449])]","[array([-0.19495139,  0.0303811 ,  0.18086441, -2.15337061, -1.60433456,
        2.52292666])]"
364,movec_fit,"[array([1428.3084387 ,  260.81656119, 1413.95956086]), array([1432.45997223,  239.54113756, 1407.27891801])]","[array([-0.1731607 ,  0.02832632,  0.18238053, -2.13134557, -1.61325526,
        2.5313322 ]), array([-0.21762729,  0.03131505,  0.1786531 , -2.17719449, -1.59550925,
        2.5138206 ])]"
524,movec_fit,"[array([1436.53341401,  215.32194213, 1399.91635188]), array([1439.81957344,  191.55830141, 1392.85940813])]","[array([-0.17419097,  0.02861612,  0.18215402, -2.13251188, -1.61298042,
        2.5309307 ]), array([-0.2423539 ,  0.03180879,  0.17604371, -2.20430727, -1.58650259,
        2.50376067])]"
678,movec_fit,"[array([1442.36576926,  168.2564237 , 1385.98621262]), array([1444.15436428,  145.50801958, 1379.21813958])]","[array([-0.17374958,  0.02849174,  0.18225123, -2.13201213, -1.6130985 ,
        2.53110281]), array([-0.26567346,  0.03178904,  0.17413652, -2.23078824, -1.57878521,
        2.49422372])]"
825,movec_fit,"[array([1445.19749176,  123.93072025, 1372.64648358]), array([1445.56522675,  102.68094423, 1365.97709531])]","[array([-0.1731607 ,  0.02832632,  0.18238053, -2.13134557, -1.61325526,
        2.5313322 ]), array([-0.28711587,  0.03169626,  0.17331722, -2.25585378, -1.57279546,
        2.48560752])]"
972,movec_fit,"[array([1445.25514409,   81.98360644, 1359.26376049]), array([1444.29005804,   61.64274356, 1352.47025283])]","[array([-0.1731607 ,  0.02832632,  0.18238053, -2.13134557, -1.61325526,
        2.5313322 ]), array([-0.30756813,  0.03145169,  0.17379193, -2.28031326, -1.5681328 ,
        2.47756797])]"
1122,movec_fit,"[array([1442.64865533,   41.42865925, 1345.54699704]), array([1440.40367239,   21.84241577, 1338.71152277])]","[array([-0.17345519,  0.02840897,  0.18231592, -2.13167889, -1.61317697,
        2.53121752]), array([-0.3274653 ,  0.03062848,  0.17575181, -2.30440563, -1.56429146,
        2.46985885])]"
1279,movec_fit,"[array([1437.43602677,    1.92212391, 1331.6598622 ]), array([1433.84890581,  -17.62648111, 1324.66833092])]","[array([-0.17389674,  0.02853317,  0.18221885, -2.13217873, -1.61305919,
        2.53104545]), array([-0.34736733,  0.02881577,  0.17929672, -2.32868141, -1.56082606,
        2.4621629 ])]"
