breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 224.82788356,  479.69895824, 1063.35177423])]","[array([ 1.27612986,  1.03095618, -2.26516306,  1.95709419, -1.51130849,
       -1.65752148])]"
106,movel_fit,"[array([ 229.79176721,  476.81486792, 1064.56179826])]","[array([ 1.26570246,  1.02736664, -2.26008487,  1.9529853 , -1.51211033,
       -1.67505797])]"
218,movel_fit,"[array([ 229.98266225,  473.99346452, 1068.42850033])]","[array([ 1.26397172,  1.02053035, -2.2549917 ,  1.94700471, -1.50111202,
       -1.69848433])]"
364,movel_fit,"[array([ 232.38612204,  469.61570892, 1072.80886058])]","[array([ 1.25741118,  1.01236082, -2.24821778,  1.93770485, -1.49031879,
       -1.72839578])]"
524,movec_fit,"[array([ 234.00394823,  466.57649055, 1075.45392683]), array([ 235.52410908,  463.53172875, 1077.97380323])]","[array([ 1.26818856,  1.02822043, -2.26130605,  1.9539688 , -1.51194862,
       -1.67089458]), array([ 1.24850137,  1.00277041, -2.24138143,  1.92545524, -1.47946357,
       -1.76127715])]"
678,movec_fit,"[array([ 237.1167196 ,  460.04000296, 1080.76057597]), array([ 238.51384381,  456.52203716, 1083.41161661])]","[array([ 1.26848675,  1.02832292, -2.26145208,  1.9540866 , -1.51192799,
       -1.67039447]), array([ 1.23916726,  0.99274136, -2.23539651,  1.91182309, -1.46952492,
       -1.79207528])]"
825,movec_fit,"[array([ 239.93460223,  452.51267919, 1086.31032109]), array([ 241.135196  ,  448.46021197, 1089.124735  ])]","[array([ 1.26888429,  1.02845958, -2.26164662,  1.9542436 , -1.51190008,
       -1.66972748]), array([ 1.22964011,  0.98221072, -2.23070001,  1.89760169, -1.46117025,
       -1.81993494])]"
972,movec_fit,"[array([ 242.25090849,  443.76367137, 1092.32138041]), array([ 243.03820879,  439.07385017, 1095.48475959])]","[array([ 1.26888429,  1.02845958, -2.26164662,  1.9542436 , -1.51190008,
       -1.66972748]), array([ 1.22032418,  0.97051013, -2.22712732,  1.88248341, -1.45340882,
       -1.8460714 ])]"
1122,movec_fit,"[array([ 243.5539539 ,  433.66973572, 1099.14909686]), array([ 243.6595032 ,  428.41114069, 1102.75554738])]","[array([ 1.26868553,  1.02839125, -2.26154937,  1.95416511, -1.51191409,
       -1.670061  ]), array([ 1.21221588,  0.9572804 , -2.22468871,  1.86664338, -1.44450733,
       -1.87141915])]"
1279,movec_fit,"[array([ 243.33896521,  422.34461034, 1106.97906159]), array([ 242.59036595,  416.40991204, 1111.17260715])]","[array([ 1.26838736,  1.02828875, -2.26140341,  1.95404734, -1.5119349 ,
       -1.67056118]), array([ 1.20601721,  0.9420915 , -2.22327804,  1.85005897, -1.4331079 ,
       -1.89692575])]"
