breakpoints,primitives,points,q_bp
0,movej_fit,"[array([-664.9958863 , -502.7009751 , 1075.76895041])]","[array([-0.73087933, -0.23907091, -3.55075221, -0.97614827, -0.54461494,
       -4.57461208])]"
500,movel_fit,"[array([-670.73658844, -503.8082001 , 1065.82574248])]","[array([-0.73030032, -0.2453582 , -3.55393178, -0.96692921, -0.54000749,
       -4.57181563])]"
1000,movel_fit,"[array([-678.10637381, -502.90293595, 1056.95431137])]","[array([-0.73226258, -0.24987508, -3.55728874, -0.95887147, -0.53959488,
       -4.56868385])]"
1500,movel_fit,"[array([-686.52986623, -500.73007418, 1048.43297177])]","[array([-0.73551613, -0.2537025 , -3.56047168, -0.95138194, -0.54119549,
       -4.56525043])]"
2000,movel_fit,"[array([-695.39268298, -497.75446655, 1039.89221372])]","[array([-0.7388195 , -0.25688244, -3.56047168, -0.94388884, -0.54351425,
       -4.56242033])]"
2500,movel_fit,"[array([-704.60094738, -494.24999445, 1031.28522095])]","[array([-0.7424326 , -0.26022179, -3.56047168, -0.93666839, -0.54610482,
       -4.55927679])]"
3000,movel_fit,"[array([-713.97986631, -490.34988864, 1022.61486996])]","[array([-0.74620787, -0.2637641 , -3.56047168, -0.92969829, -0.54875121,
       -4.55587753])]"
3500,movel_fit,"[array([-723.4465181 , -486.10179074, 1013.92121183])]","[array([-0.75011338, -0.26746512, -3.56047168, -0.92298805, -0.55143211,
       -4.55226297])]"
4000,movel_fit,"[array([-732.96521955, -481.51531899, 1005.24727413])]","[array([-0.75416146, -0.27125624, -3.56047168, -0.91655156, -0.5541951 ,
       -4.54845927])]"
4500,movel_fit,"[array([-742.50890308, -476.59739781,  996.62940681])]","[array([-0.75836368, -0.2750759 , -3.56047168, -0.91039709, -0.55708386,
       -4.54448844])]"
5000,movel_fit,"[array([-752.03610123, -471.37236531,  988.09907791])]","[array([-0.76270979, -0.27888035, -3.56047168, -0.90452655, -0.56010708,
       -4.54037725])]"
5500,movel_fit,"[array([-761.48412616, -465.88825329,  979.68764577])]","[array([-0.7671642 , -0.282643  , -3.56047168, -0.8989384 , -0.56323526,
       -4.53616176])]"
6000,movel_fit,"[array([-770.77454148, -460.21268309,  971.42965761])]","[array([-0.77167339, -0.28634877, -3.56047168, -0.89363062, -0.56641301,
       -4.53188673])]"
6500,movel_fit,"[array([-779.82533859, -454.4225987 ,  963.36315196])]","[array([-0.77617805, -0.28998741, -3.56047168, -0.88860245, -0.56957713,
       -4.52760135])]"
7000,movel_fit,"[array([-788.56431957, -448.59206655,  955.52732913])]","[array([-0.78062514, -0.29354801, -3.56047168, -0.88385455, -0.57267368,
       -4.52335324])]"
7500,movel_fit,"[array([-796.93952213, -442.78168165,  947.95888564])]","[array([-0.78497672, -0.29701562, -3.56047163, -0.87938785, -0.57566969,
       -4.51918277])]"
8000,movel_fit,"[array([-804.92252117, -437.02959682,  940.68935882])]","[array([-0.7892078 , -0.30036202, -3.56041126, -0.87520308, -0.57856097,
       -4.51513503])]"
8500,movel_fit,"[array([-812.51148434, -431.35241103,  933.74123191])]","[array([-0.79331567, -0.3035571 , -3.56025085, -0.87129912, -0.58136857,
       -4.51123614])]"
9000,movel_fit,"[array([-819.72769862, -425.74900126,  927.1266264 ])]","[array([-0.79731957, -0.30657612, -3.56001098, -0.86767056, -0.58413047,
       -4.50748454])]"
9500,movel_fit,"[array([-826.60635499, -420.20353811,  920.84911209])]","[array([-0.8012479 , -0.30939361, -3.55971106, -0.86430798, -0.58689585,
       -4.50387018])]"
10000,movel_fit,"[array([-833.18894563, -414.69209055,  914.90559994])]","[array([-0.80513228, -0.31198556, -3.55936923, -0.86119865, -0.58971692,
       -4.50037802])]"
10500,movel_fit,"[array([-839.51645678, -409.18909036,  909.28880515])]","[array([-0.80900223, -0.31433108, -3.55900229, -0.85832741, -0.59264194,
       -4.49699152])]"
11000,movel_fit,"[array([-845.624328  , -403.67253101,  903.98971877])]","[array([-0.81288143, -0.31641342, -3.55862577, -0.85567784, -0.59571029,
       -4.49369566])]"
11500,movel_fit,"[array([-851.53960034, -398.1272725 ,  898.99964183])]","[array([-0.81678571, -0.31822042, -3.55825404, -0.85323325, -0.59895003,
       -4.49047884])]"
12000,movel_fit,"[array([-857.28018376, -392.54632332,  894.31152116])]","[array([-0.82072285, -0.31974428, -3.55790054, -0.85097739, -0.60237768,
       -4.48733381])]"
12500,movel_fit,"[array([-862.8558002 , -386.93038521,  889.92053053])]","[array([-0.82469357, -0.32098094, -3.55757786, -0.84889501, -0.60599977,
       -4.48425759])]"
