breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 553.10033788,  865.87440564, 2386.40796858])]","[array([-1.49020443,  0.12594058, -2.87129424, -1.78312303, -1.18170083,
        1.89693541])]"
1552,movel_fit,"[array([ 548.8853539 ,  903.85834385, 2346.69041947])]","[array([-1.48642039,  0.10894282, -2.88188029, -1.7715815 , -1.18040702,
        1.89876728])]"
3077,movec_fit,"[array([ 546.51894594,  922.7003872 , 2326.23652896]), array([ 543.19899599,  941.67734556, 2306.09213164])]","[array([-1.48826787,  0.11774128, -2.87671641, -1.77751226, -1.18119128,
        1.89788977]), array([-1.48040611,  0.09120361, -2.89031567, -1.75727792, -1.18035027,
        1.90214356])]"
4562,movec_fit,"[array([ 539.49780926,  960.61582693, 2286.2605182 ]), array([ 535.13526504,  979.67950232, 2266.73764063])]","[array([-1.48831673,  0.11796011, -2.87657965, -1.77766093, -1.18120777,
        1.89786604]), array([-1.47392948,  0.07407817, -2.8992169 , -1.74506626, -1.176378  ,
        1.90423284])]"
6547,movec_fit,"[array([ 528.76272032, 1005.49933988, 2240.63720153]), array([ 521.64719131, 1031.59343308, 2215.06028283])]","[array([-1.48771352,  0.11521076, -2.87826777, -1.77579723, -1.18098959,
        1.89815736]), array([-1.46418347,  0.04902406, -2.90822826, -1.73031258, -1.16976788,
        1.90626649])]"
8353,movec_fit,"[array([ 514.96058566, 1055.28932596, 2192.30775471]), array([ 507.93952473, 1079.33894621, 2170.14389191])]","[array([-1.4879264 ,  0.116193  , -2.87767214, -1.77646203, -1.18107025,
        1.89805497]), array([-1.45654872,  0.0246144 , -2.91455563, -1.7211148 , -1.16020033,
        1.90705645])]"
10072,movec_fit,"[array([ 501.31136731, 1101.85753998, 2149.80526252]), array([ 494.48261249, 1124.62361242, 2129.86757587])]","[array([-1.4880324 ,  0.11667719, -2.87737549, -1.77679015, -1.1811089 ,
        1.89800381]), array([-1.45050285e+00, -4.26512908e-04, -2.91764146e+00, -1.71566534e+00,
       -1.14960082e+00,  1.90697837e+00])]"
11969,movel_fit,"[array([ 479.21451743, 1173.75138445, 2087.59123528])]","[array([-1.44477465, -0.02894911, -2.91871275, -1.7121981 , -1.13634884,
        1.90669348])]"
14212,movel_fit,"[array([ 460.57786532, 1229.88842547, 2040.92805907])]","[array([-1.43853885, -0.06291143, -2.91661567, -1.70957315, -1.11951231,
        1.90568427])]"
16712,movel_fit,"[array([ 438.65970305, 1289.35862134, 1991.61952562])]","[array([-1.43146464, -0.10007107, -2.91200019, -1.70810754, -1.10022906,
        1.90484644])]"
19321,movel_fit,"[array([ 414.67019371, 1347.42570998, 1942.88618745])]","[array([-1.42367065, -0.13744501, -2.90527163, -1.70715852, -1.08035035,
        1.90413271])]"
21971,movel_fit,"[array([ 389.55055851, 1401.83561485, 1895.54076586])]","[array([-1.41530635, -0.17363392, -2.89739892, -1.70647928, -1.06128585,
        1.90398767])]"
24613,movel_fit,"[array([ 363.9912103 , 1450.74491069, 1849.43301619])]","[array([-1.40600987, -0.20748699, -2.88946799, -1.70464536, -1.04489152,
        1.90516548])]"
27206,movel_fit,"[array([ 339.00198724, 1492.54878703, 1804.32308702])]","[array([-1.39562078, -0.23819298, -2.8825138 , -1.70050372, -1.03309186,
        1.90861674])]"
29402,movel_fit,"[array([ 319.25409001, 1522.31565706, 1766.99019196])]","[array([-1.38636573, -0.26206684, -2.87737481, -1.6954824 , -1.02748997,
        1.91370301])]"
31258,movel_fit,"[array([ 304.05403445, 1542.92470018, 1735.80551977])]","[array([-1.37811249, -0.28055909, -2.87387931, -1.68955476, -1.02681699,
        1.92002482])]"
32821,movel_fit,"[array([ 292.76483143, 1556.46368845, 1709.8356076 ])]","[array([-1.37084693, -0.29469263, -2.8718356 , -1.68314402, -1.02986021,
        1.92711253])]"
34193,movel_fit,"[array([ 284.27439141, 1565.5033816 , 1687.42104481])]","[array([-1.36443752, -0.30604158, -2.87071913, -1.67665653, -1.03519597,
        1.93452887])]"
35436,movel_fit,"[array([ 277.83537664, 1571.32475621, 1667.31778353])]","[array([-1.35864025, -0.31543208, -2.870395  , -1.67005409, -1.04223912,
        1.94220091])]"
36818,movec_fit,"[array([ 274.83988731, 1573.45823034, 1656.09656341]), array([ 272.12074026, 1575.03939514, 1644.75011253])]","[array([-1.48844179,  0.11851725, -2.87622954, -1.7780397 , -1.18124908,
        1.8978052 ]), array([-1.35225429, -0.32470776, -2.87130362, -1.66182311, -1.05231549,
        1.95187267])]"
38905,movec_fit,"[array([ 268.54679504, 1576.21717677, 1626.88012676]), array([ 265.79931944, 1575.75083869, 1608.84980452])]","[array([-1.48759245,  0.11464618, -2.87860643, -1.77541563, -1.18094189,
        1.89821537]), array([-1.34235978, -0.33711631, -2.87497588, -1.64673731, -1.07212668,
        1.96874858])]"
40099,movec_fit,"[array([ 264.42787921, 1574.75985898, 1597.52866701]), array([ 263.33467689, 1573.24193535, 1586.27446499])]","[array([-1.48867408,  0.11954082, -2.87557916, -1.77873656, -1.18132236,
        1.89769184]), array([-1.3360551 , -0.343799  , -2.87771245, -1.63461889, -1.08736879,
        1.97932707])]"
41171,movel_fit,"[array([ 261.67854996, 1569.4184461 , 1564.42985747])]","[array([-1.33043656, -0.34910854, -2.88174479, -1.62275002, -1.10158051,
        1.9898201 ])]"
42375,movel_fit,"[array([ 260.61762314, 1563.1762477 , 1537.44380299])]","[array([-1.32399472, -0.35485149, -2.88750971, -1.6073781 , -1.11932127,
        2.00253729])]"
43485,movel_fit,"[array([ 260.14438029, 1556.53328291, 1510.62028963])]","[array([-1.31828936, -0.36028417, -2.8936019 , -1.59204172, -1.13599311,
        2.01440596])]"
44592,movel_fit,"[array([ 260.17076316, 1549.00462614, 1481.65845568])]","[array([-1.31283022, -0.36598152, -2.90042275, -1.57541994, -1.15297405,
        2.02652083])]"
45717,movel_fit,"[array([ 260.74533523, 1540.54825062, 1449.50396587])]","[array([-1.30765245, -0.37226357, -2.90814724, -1.55702583, -1.1702944 ,
        2.03900892])]"
46870,movel_fit,"[array([ 261.86672996, 1531.76223383, 1414.01356496])]","[array([-1.30308063, -0.37957264, -2.91654682, -1.53732645, -1.18712114,
        2.05147695])]"
48089,movec_fit,"[array([ 262.75321107, 1527.12128111, 1393.91280344]), array([ 263.73607973, 1522.75807968, 1373.78907121])]","[array([-1.48864429,  0.11941039, -2.87566256, -1.77864769, -1.18131321,
        1.8977064 ]), array([-1.29932459, -0.38856608, -2.9256672 , -1.51589607, -1.20331521,
        2.06414065])]"
49353,movel_fit,"[array([ 265.82874774, 1515.15386338, 1331.52941956])]","[array([-1.29681443, -0.39910739, -2.93468951, -1.49506285, -1.21640321,
        2.0752128 ])]"
49999,movel_fit,"[array([ 267.42738955, 1511.64740422, 1308.15789008])]","[array([-1.2962488 , -0.40535668, -2.93932981, -1.48395541, -1.2219857 ,
        2.08067048])]"
