primitives,points,q_bp
movej_fit,"[array([ 778.39151026, -500.75766054,  461.22236151])]","[array([ 0.02638887,  0.92022698, -0.5361137 ,  1.43010936, -1.932543  ,
       -0.40507589])]"
movec_fit,"[array([ 736.80249156, -401.63798719,  561.59539725]), array([ 689.42364462, -314.87644367,  618.95002436])]","[array([ 0.18004946,  0.62799869, -0.6879868 ,  1.3368069 , -1.86440884,
       -0.30325529]), array([ 0.2329116 ,  0.66649606, -0.7111514 ,  1.24489618, -2.03282116,
       -0.32158336])]"
movec_fit,"[array([ 676.20729991, -293.3802278 ,  628.94995066]), array([ 662.31203165, -271.70779518,  637.32820177])]","[array([ 0.24368578,  0.67778838, -0.71136165,  1.21142075, -2.06836838,
       -0.32548807]), array([ 0.25479117,  0.68906189, -0.71361114,  1.17575645, -2.10112865,
       -0.33255284])]"
movel_fit,"[array([ 658.66987982, -266.07181431,  639.3262677 ])]","[array([ 0.25875239,  0.69031505, -0.71560547,  1.16704562, -2.10788902,
       -0.33572421])]"
movec_fit,"[array([ 638.85288337, -236.37630446,  648.37203003]), array([ 618.36057811, -206.64812654,  655.25916936])]","[array([ 0.27499801,  0.70322725, -0.71796084,  1.11287784, -2.14558371,
       -0.34798727]), array([ 0.29111395,  0.71726357, -0.7224554 ,  1.05524598, -2.17944481,
       -0.36524684])]"
movec_fit,"[array([ 601.77494088, -183.12983746,  659.35909114]), array([ 584.92048699, -159.62662615,  662.35537262])]","[array([ 0.30591272,  0.72493057, -0.72456289,  1.00624847, -2.19991582,
       -0.3759895 ]), array([ 0.32109983,  0.73317387, -0.7279884 ,  0.95585005, -2.21787693,
       -0.38855136])]"
movec_fit,"[array([ 567.79968738, -136.11000173,  664.32811296]), array([ 550.59467248, -112.71402572,  665.40372413])]","[array([ 0.33711315,  0.74214391, -0.73362249,  0.90422947, -2.23307029,
       -0.40090335]), array([ 0.35361407,  0.75179992, -0.74015546,  0.85173578, -2.24565607,
       -0.41400879])]"
movec_fit,"[array([533.9444673 , -90.20788365, 665.78634413]), array([517.30361956, -67.80390492, 665.61465106])]","[array([ 0.37144404,  0.76034809, -0.74751809,  0.80118121, -2.25433724,
       -0.42509358]), array([ 0.39003716,  0.76940856, -0.75535207,  0.75053276, -2.26086528,
       -0.43552989])]"
movel_fit,"[array([509.74166203, -57.60145902, 665.43525821])]","[array([ 0.3993    ,  0.77366099, -0.75989185,  0.72808448, -2.26304533,
       -0.44045166])]"
movec_fit,"[array([489.65145185, -30.53364646, 664.42382534]), array([469.62996398,  -3.44159657, 662.94646947])]","[array([ 0.42569044,  0.78517078, -0.77203332,  0.66906023, -2.26635027,
       -0.45169509]), array([ 0.45310288,  0.79783733, -0.78344348,  0.61028527, -2.26775342,
       -0.46098712])]"
