primitives,points,q_bp
movej_fit,"[array([  811.13944635, -1188.6792775 ,   840.87365559])]","[array([-1.01223992, -0.04336582, -0.20139211, -0.1556305 , -1.06195544,
        2.76436412])]"
movel_fit,"[array([  812.62409067, -1178.45630186,   838.1370468 ])]","[array([-1.01106452, -0.04551331, -0.20380047, -0.16286862, -1.07192673,
        2.77058928])]"
movel_fit,"[array([  814.10873499, -1168.23332622,   835.40043802])]","[array([-1.00985702, -0.04758958, -0.20621806, -0.1700041 , -1.08184661,
        2.77668344])]"
movel_fit,"[array([  815.59337931, -1158.01035059,   832.66382923])]","[array([-1.00861667, -0.04959553, -0.20864654, -0.17704107, -1.09171291,
        2.78265085])]"
movel_fit,"[array([  817.07802363, -1147.78737495,   829.92722045])]","[array([-1.00734275, -0.05153207, -0.21108746, -0.1839835 , -1.10152354,
        2.7884956 ])]"
movel_fit,"[array([  818.56266795, -1137.56439931,   827.19061166])]","[array([-1.00603452, -0.05340009, -0.21354237, -0.19083525, -1.11127646,
        2.79422167])]"
movel_fit,"[array([  820.04731227, -1127.34142367,   824.45400288])]","[array([-1.00469127, -0.05520042, -0.21601272, -0.1976    , -1.12096974,
        2.7998329 ])]"
movel_fit,"[array([  821.53195659, -1117.11844803,   821.71739409])]","[array([-1.00331229, -0.0569339 , -0.21849993, -0.20428135, -1.13060151,
        2.80533301])]"
movel_fit,"[array([  823.01660091, -1106.8954724 ,   818.98078531])]","[array([-1.00189686, -0.05860134, -0.22100536, -0.21088274, -1.14016998,
        2.81072563])]"
movel_fit,"[array([  824.50124523, -1096.67249676,   816.24417652])]","[array([-1.0004443 , -0.06020349, -0.22353032, -0.21740751, -1.14967342,
        2.81601424])]"
movel_fit,"[array([  825.98588955, -1086.44952112,   813.50756774])]","[array([-0.99895392, -0.06174111, -0.22607605, -0.22385888, -1.15911018,
        2.82120225])]"
movel_fit,"[array([  827.47053387, -1076.22654548,   810.77095895])]","[array([-0.99742504, -0.06321492, -0.22864376, -0.23023996, -1.16847867,
        2.82629295])]"
movel_fit,"[array([  828.95517818, -1066.00356984,   808.03435017])]","[array([-0.99585699, -0.06462561, -0.23123457, -0.23655377, -1.17777735,
        2.83128954])]"
movel_fit,"[array([  830.4398225 , -1055.78059421,   805.29774138])]","[array([-0.9942491 , -0.06597383, -0.23384957, -0.24280321, -1.18700475,
        2.83619515])]"
movel_fit,"[array([  831.92446682, -1045.55761857,   802.56113259])]","[array([-0.99260073, -0.06726021, -0.2364898 , -0.2489911 , -1.19615948,
        2.84101278])]"
movel_fit,"[array([  833.40911114, -1035.33464293,   799.82452381])]","[array([-0.99091122, -0.06848534, -0.23915621, -0.25512015, -1.20524018,
        2.84574539])]"
movel_fit,"[array([  834.89375546, -1025.11166729,   797.08791502])]","[array([-0.98917995, -0.0696498 , -0.24184974, -0.26119302, -1.21424556,
        2.85039584])]"
movel_fit,"[array([  836.37839978, -1014.88869165,   794.35130624])]","[array([-0.98740629, -0.07075412, -0.24457125, -0.26721223, -1.22317436,
        2.85496693])]"
movel_fit,"[array([  837.8630441 , -1004.66571602,   791.61469745])]","[array([-0.98558962, -0.07179879, -0.24732154, -0.27318027, -1.23202541,
        2.85946138])]"
movel_fit,"[array([ 839.34768842, -994.44274038,  788.87808867])]","[array([-0.98372933, -0.07278427, -0.25010136, -0.27909952, -1.24079756,
        2.86388184])]"
movel_fit,"[array([ 840.83233274, -984.21976474,  786.14147988])]","[array([-0.98182483, -0.07371101, -0.25291141, -0.2849723 , -1.24948973,
        2.86823092])]"
movel_fit,"[array([ 842.31697706, -973.9967891 ,  783.4048711 ])]","[array([-0.97987553, -0.07457939, -0.25575234, -0.29080086, -1.25810088,
        2.87251114])]"
