breakpoints,primitives,points,q_bp
0,movej_fit,"[array([3225.59682732, -997.22671686,  730.19462002])]","[array([-1.78285553e-16,  8.69173967e-01, -3.00196631e-01,  1.23688220e-16,
        1.14144533e+00, -8.62568254e-17])]"
500,movel_fit,"[array([3224.19930433, -990.5195535 ,  724.65772874])]","[array([ 0.00317017,  0.86971863, -0.30226337, -0.00183872,  1.1457386 ,
       -0.0049692 ])]"
1000,movel_fit,"[array([3225.17699597, -981.67979369,  714.95269406])]","[array([ 0.00672181,  0.87079181, -0.30330931, -0.00324799,  1.14539696,
       -0.00846144])]"
1500,movel_fit,"[array([3226.88863767, -972.27806158,  702.99672596])]","[array([ 0.01038057,  0.87219048, -0.3039418 , -0.00459244,  1.14307751,
       -0.01141997])]"
2000,movel_fit,"[array([3228.5461685 , -963.04014576,  689.94632134])]","[array([ 0.0140259 ,  0.87378699, -0.30445281, -0.00604748,  1.14018826,
       -0.0143305 ])]"
2500,movel_fit,"[array([3229.86068044, -954.21553523,  676.43914909])]","[array([ 0.01761808,  0.87550843, -0.30495214, -0.0076718 ,  1.13736403,
       -0.01739405])]"
3000,movel_fit,"[array([3230.7958708 , -945.8204808 ,  662.76108408])]","[array([ 0.02115501,  0.87732004, -0.30545577, -0.00946548,  1.13479471,
       -0.02065525])]"
3500,movel_fit,"[array([3231.41423736, -937.78635458,  648.99821618])]","[array([ 0.02464682,  0.87920906, -0.30594095, -0.01140641,  1.13245666,
       -0.02408797])]"
4000,movel_fit,"[array([3231.79651961, -930.03288547,  635.1559377 ])]","[array([ 0.02810426,  0.8811717 , -0.30637668, -0.01346872,  1.13025925,
       -0.02764626])]"
4500,movel_fit,"[array([3232.01025944, -922.49313624,  621.23544612])]","[array([ 0.03153545,  0.88320457, -0.30673714, -0.01562946,  1.12812194,
       -0.03128883])]"
5000,movel_fit,"[array([3232.10522   , -915.11403443,  607.27090557])]","[array([ 0.03494647,  0.88530042, -0.30700512, -0.017869  ,  1.12600284,
       -0.03498669])]"
5500,movel_fit,"[array([3232.11976397, -907.84858753,  593.33669418])]","[array([ 0.03834294,  0.88744716, -0.30717071, -0.02016932,  1.12389844,
       -0.0387216 ])]"
6000,movel_fit,"[array([3232.08875101, -900.64872796,  579.5356096 ])]","[array([ 0.04173123,  0.88962917, -0.30722856, -0.02251222,  1.12182959,
       -0.04248105])]"
6500,movel_fit,"[array([3232.04848823, -893.46243768,  565.97822967])]","[array([ 0.04511869,  0.89182973, -0.30717539, -0.02487858,  1.11982402,
       -0.04625326])]"
7000,movel_fit,"[array([3232.03766496, -886.23532702,  552.76179961])]","[array([ 0.04851309,  0.8940335 , -0.30700845, -0.02724868,  1.11790153,
       -0.0500237 ])]"
7500,movel_fit,"[array([3232.09520004, -878.91496592,  539.95436719])]","[array([ 0.05192163,  0.89622855, -0.30672492, -0.02960332,  1.11606512,
       -0.05377384])]"
8000,movel_fit,"[array([3232.25672125, -871.45575078,  527.58690056])]","[array([ 0.05534997,  0.89840744, -0.30632197, -0.03192507,  1.11429822,
       -0.05748165])]"
8500,movel_fit,"[array([3232.55129045, -863.82253175,  515.65346219])]","[array([ 0.05880159,  0.90056735, -0.30579723, -0.03419919,  1.11256715,
       -0.06112331])]"
9000,movel_fit,"[array([3232.99939266, -855.9921055 ,  504.11768041])]","[array([ 0.06227765,  0.90270943, -0.30514928, -0.03641416,  1.1108267 ,
       -0.06467531])]"
9500,movel_fit,"[array([3233.61251683, -847.95253859,  492.92290211])]","[array([ 0.06577723,  0.90483761, -0.30437807, -0.03856151,  1.10902697,
       -0.06811626])]"
10000,movel_fit,"[array([3234.39411903, -839.70086987,  482.00336601])]","[array([ 0.06929794,  0.90695732, -0.30348515, -0.04063535,  1.10711978,
       -0.07142825])]"
10500,movel_fit,"[array([3235.34146909, -831.23998995,  471.29422027])]","[array([ 0.07283663,  0.90907422, -0.30247359, -0.0426316 ,  1.10506368,
       -0.07459743])]"
11000,movel_fit,"[array([3236.44781492, -822.57547593,  460.73894934])]","[array([ 0.07639001,  0.91119328, -0.30134791, -0.04454725,  1.10282687,
       -0.07761402])]"
11500,movel_fit,"[array([3237.70438604, -813.71297383,  450.29357581])]","[array([ 0.07995519,  0.91331814, -0.30011379, -0.0463797 ,  1.10038824,
       -0.08047183])]"
12000,movel_fit,"[array([3239.1019238 , -804.65646146,  439.92772515])]","[array([ 0.08353001,  0.91545096, -0.2987778 , -0.0481263 ,  1.09773667,
       -0.08316746])]"
12500,movel_fit,"[array([3240.63161281, -795.40746205,  429.62319207])]","[array([ 0.08711309,  0.91759254, -0.29734707, -0.04978413,  1.09486912,
       -0.08569943])]"
