breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 88.52185713, 494.35936914, 482.52709964])]","[array([-0.24071753, -0.10904744, -2.07722725, -2.81709509,  1.05247535,
       -1.11608789])]"
1665,movel,"[array([ 83.1199502 , 519.92908507, 586.90605158])]","[array([-0.0664608 , -0.32763153, -1.97206323, -2.96698318,  1.19578424,
       -1.09705261])]"
3332,movel,"[array([ 82.7668978 , 525.89590936, 600.9698906 ])]","[array([-0.05239324, -0.33841545, -1.98742228, -2.96632566,  1.21060798,
       -1.1018165 ])]"
4999,movel,"[array([ 80.6536653 , 533.68426836, 616.34163117])]","[array([-0.03891822, -0.3497782 , -1.99817583, -2.96673936,  1.22614175,
       -1.10906638])]"
6665,movel,"[array([ 76.67176475, 542.11030132, 631.55104922])]","[array([-0.02473595, -0.35918259, -2.00872148, -2.96744893,  1.24025798,
       -1.11747254])]"
8332,movel,"[array([ 70.11792832, 550.32781706, 644.98950397])]","[array([-0.00988202, -0.36791636, -2.0165518 , -2.96823154,  1.2521215 ,
       -1.12602341])]"
9999,movel,"[array([ 61.13437443, 557.49978843, 655.59450721])]","[array([ 0.00633203, -0.37530327, -2.02327028, -2.96845008,  1.26083834,
       -1.13362518])]"
11665,movel,"[array([ 50.14696393, 563.56316969, 663.75181897])]","[array([ 0.02417602, -0.38161606, -2.02881295, -2.96674865,  1.26834582,
       -1.13971741])]"
13332,movel,"[array([ 37.52352654, 568.54326382, 669.74051039])]","[array([ 0.04374263, -0.38661978, -2.03433874, -2.96248219,  1.2752547 ,
       -1.14420128])]"
14999,movel,"[array([ 23.49834719, 572.40023171, 673.6353016 ])]","[array([ 0.064778  , -0.3906469 , -2.03943083, -2.95550376,  1.28197875,
       -1.14702125])]"
16665,movel,"[array([  8.30880709, 575.01911999, 675.38071264])]","[array([ 0.08708583, -0.39378361, -2.04397548, -2.94581793,  1.28851756,
       -1.14811392])]"
18332,movel,"[array([ -7.76509897, 576.27540531, 674.9056646 ])]","[array([ 0.11052088, -0.39585919, -2.04798701, -2.93338618,  1.29482052,
       -1.14740595])]"
19999,movel,"[array([-24.52169821, 575.96961624, 671.9646398 ])]","[array([ 0.1348946 , -0.39685653, -2.05113292, -2.91817172,  1.30066158,
       -1.14477791])]"
21665,movel,"[array([-41.76029808, 573.8918856 , 666.3909447 ])]","[array([ 0.16015176, -0.39664673, -2.0531864 , -2.90002149,  1.30595404,
       -1.14006629])]"
23332,movel,"[array([-59.46327487, 569.87064549, 658.11087538])]","[array([ 0.18645846, -0.39511523, -2.05427764, -2.87847474,  1.31074187,
       -1.1331682 ])]"
24999,movel,"[array([-77.41920612, 563.73748421, 647.08180369])]","[array([ 0.21388209, -0.39160568, -2.05481039, -2.85294129,  1.3150727 ,
       -1.12399544])]"
26665,movel,"[array([-95.58245557, 554.90567624, 632.76686457])]","[array([ 0.2425492 , -0.38587167, -2.05423535, -2.82318009,  1.31830408,
       -1.11222163])]"
28332,movel,"[array([-114.11323466,  542.56453881,  614.50596667])]","[array([ 0.27244402, -0.37819684, -2.0507773 , -2.78891502,  1.31981452,
       -1.09747393])]"
29999,movel,"[array([-132.76331451,  525.87512998,  592.06433078])]","[array([ 0.30383336, -0.36745222, -2.04492961, -2.74984763,  1.31868044,
       -1.07955392])]"
31665,movel,"[array([-151.5170165 ,  503.92862653,  565.56150863])]","[array([ 0.33699354, -0.35314328, -2.0367649 , -2.70565115,  1.31424904,
       -1.05847751])]"
33332,movel,"[array([-170.39955582,  475.70035579,  535.53662444])]","[array([ 0.37196872, -0.33558607, -2.02499407, -2.65654962,  1.30613195,
       -1.0343257 ])]"
34999,movel,"[array([-189.07862835,  440.46222968,  503.2231657 ])]","[array([ 0.40874117, -0.31506108, -2.00978657, -2.60363596,  1.29362207,
       -1.00773822])]"
36665,movel,"[array([-206.65004306,  398.49943586,  470.87447991])]","[array([ 0.4471931 , -0.29254674, -1.99199477, -2.54809462,  1.27745398,
       -0.97948548])]"
38332,movel,"[array([-221.52745499,  351.16855078,  440.91700701])]","[array([ 0.48725758, -0.26974078, -1.97290018, -2.49082125,  1.25947054,
       -0.94997725])]"
39999,movel,"[array([-231.10747941,  300.93680274,  415.26046025])]","[array([ 0.5291129 , -0.24782522, -1.95505361, -2.43245573,  1.2418682 ,
       -0.91894497])]"
41665,movel,"[array([-233.07172614,  250.78631074,  394.62608018])]","[array([ 0.57288002, -0.22784963, -1.94076673, -2.37374703,  1.22597992,
       -0.88610512])]"
43332,movel,"[array([-227.51021341,  203.38113394,  378.62820511])]","[array([ 0.6173179 , -0.21174334, -1.92938202, -2.31586792,  1.21186385,
       -0.85246715])]"
44999,movel,"[array([-214.38216098,  160.84183445,  366.70595743])]","[array([ 0.66212938, -0.19983558, -1.921657  , -2.25942543,  1.1994174 ,
       -0.81815966])]"
46665,movel,"[array([-194.84918994,  124.73048248,  358.34318814])]","[array([ 0.70642954, -0.19381828, -1.91615879, -2.20447994,  1.18897165,
       -0.7831766 ])]"
48332,movel,"[array([-171.06828543,   95.28026765,  352.7529424 ])]","[array([ 0.74976414, -0.19258294, -1.91371776, -2.15208511,  1.17888992,
       -0.74944829])]"
49999,movel,"[array([-67.81018626, -17.23319334, 350.66812658])]","[array([ 0.9558217 , -0.32727008, -1.70287537, -2.04275515,  1.13505314,
       -0.55442806])]"
