breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 843.51400845,  299.43997564, 2597.65697859])]","[array([ 0.55427185, -0.52601131,  0.50995789, -2.75851306,  1.61438466,
       -1.52269341])]"
1665,movel,"[array([1202.07460302,  110.19465488, 2297.98500417])]","[array([ 0.36215665, -0.4346654 ,  0.65944161, -2.55283638,  1.56280624,
       -1.49309925])]"
3332,movel,"[array([1239.72099945,   92.5927035 , 2260.62332423])]","[array([ 0.3519212 , -0.41420054,  0.66756033, -2.52420139,  1.56274129,
       -1.49059034])]"
4999,movel,"[array([1277.63661599,   76.64808309, 2220.07674925])]","[array([ 0.34114575, -0.39647211,  0.67905007, -2.49968415,  1.55536769,
       -1.49067216])]"
6665,movel,"[array([1315.33781911,   62.2034964 , 2178.32891071])]","[array([ 0.33108343, -0.37739493,  0.68996859, -2.47692607,  1.54758793,
       -1.49122679])]"
8332,movel,"[array([1352.45039805,   48.23804608, 2137.31318673])]","[array([ 0.31981412, -0.35759439,  0.69985633, -2.45867465,  1.53828925,
       -1.49194173])]"
9999,movel,"[array([1388.7555898 ,   34.60479581, 2098.36346143])]","[array([ 0.30738251, -0.3368192 ,  0.70774194, -2.44504822,  1.52817188,
       -1.49233434])]"
11665,movel,"[array([1423.66007656,   21.70151463, 2061.15018131])]","[array([ 0.29528553, -0.31515937,  0.71365501, -2.4337855 ,  1.51859981,
       -1.49210274])]"
13332,movel,"[array([1456.92218993,    9.79875634, 2025.24454772])]","[array([ 0.28428816, -0.29298143,  0.71795216, -2.42354179,  1.50982545,
       -1.49124101])]"
14999,movel,"[array([ 1.48842204e+03, -1.11902943e+00,  1.99044094e+03])]","[array([ 0.27438308, -0.27065409,  0.72108969, -2.41414957,  1.50180371,
       -1.48961296])]"
16665,movel,"[array([1518.13080988,  -11.17207596, 1956.67594867])]","[array([ 0.26553105, -0.24838758,  0.72326943, -2.40530098,  1.49451961,
       -1.48723344])]"
18332,movel,"[array([1546.07529695,  -20.49545495, 1923.86401423])]","[array([ 0.25766706, -0.22623327,  0.72462858, -2.39672505,  1.48810435,
       -1.48406945])]"
19999,movel,"[array([1572.23540545,  -29.35719774, 1892.18722148])]","[array([ 0.25049504, -0.20434057,  0.72527525, -2.38858523,  1.48255514,
       -1.4800146 ])]"
21665,movel,"[array([1596.51729216,  -38.0099247 , 1861.75730868])]","[array([ 0.24384936, -0.18273964,  0.72530635, -2.38083356,  1.47819494,
       -1.47480069])]"
23332,movel,"[array([1618.68859214,  -46.85942092, 1832.51056262])]","[array([ 0.23780678, -0.16163776,  0.72481335, -2.37253342,  1.4751475 ,
       -1.46842798])]"
24999,movel,"[array([1638.35543777,  -56.17360407, 1804.45757158])]","[array([ 0.23253373, -0.14105421,  0.72387049, -2.36280944,  1.47411607,
       -1.46060665])]"
26665,movel,"[array([1655.36028502,  -66.52752826, 1778.22972488])]","[array([ 0.22759633, -0.12116635,  0.7223383 , -2.35180501,  1.475188  ,
       -1.4511132 ])]"
28332,movel,"[array([1669.65767327,  -78.64341862, 1754.58585409])]","[array([ 0.22227514, -0.10210124,  0.72008848, -2.34025896,  1.47843988,
       -1.43950519])]"
29999,movel,"[array([1680.98916004,  -92.78929042, 1734.07119316])]","[array([ 0.21657167, -0.08369402,  0.71680751, -2.3277502 ,  1.48474973,
       -1.42536812])]"
31665,movel,"[array([1689.01882648, -109.46680584, 1716.95611693])]","[array([ 0.2104838 , -0.0660064 ,  0.71226932, -2.31333317,  1.49451865,
       -1.40854216])]"
33332,movel,"[array([1693.72209035, -129.11385937, 1703.3213329 ])]","[array([ 0.2035565 , -0.04926213,  0.70657412, -2.29730811,  1.50735235,
       -1.38905497])]"
34999,movel,"[array([1695.52192474, -151.72400251, 1692.82800295])]","[array([ 0.1954432 , -0.03285233,  0.69960464, -2.28030487,  1.52349066,
       -1.36659876])]"
36665,movel,"[array([1694.84399036, -177.00375536, 1683.88495613])]","[array([ 0.18634942, -0.01676016,  0.69184077, -2.26163168,  1.54168519,
       -1.34209906])]"
38332,movel,"[array([1692.11145574, -204.60511036, 1674.02817818])]","[array([ 1.76700372e-01, -8.75062657e-04,  6.84108478e-01, -2.23999585e+00,
        1.56049596e+00, -1.31646373e+00])]"
39999,movel,"[array([1687.55723892, -233.91968391, 1660.55633398])]","[array([ 0.16737489,  0.0149833 ,  0.67715259, -2.21315487,  1.57865315,
       -1.29065497])]"
41665,movel,"[array([1681.7227196 , -264.25314165, 1641.62105282])]","[array([ 0.15906457,  0.03115907,  0.67104756, -2.17943732,  1.59482218,
       -1.26568695])]"
43332,movel,"[array([1676.20036479, -294.88429919, 1617.19178888])]","[array([ 0.15078078,  0.04781984,  0.66629665, -2.1429583 ,  1.60714298,
       -1.24215325])]"
44999,movel,"[array([1671.83698933, -325.07035055, 1587.35971377])]","[array([ 0.14269739,  0.06556377,  0.66231437, -2.10437718,  1.61521024,
       -1.22046412])]"
46665,movel,"[array([1669.39177163, -354.68309978, 1552.51616673])]","[array([ 0.13479742,  0.08458365,  0.6582227 , -2.06385129,  1.61797073,
       -1.20137143])]"
48332,movel,"[array([1670.16034535, -382.64182798, 1514.35692158])]","[array([ 0.12746   ,  0.10575479,  0.65186749, -2.02201166,  1.615712  ,
       -1.18535429])]"
49999,movel,"[array([1716.46319903, -472.0011722 , 1347.60780994])]","[array([ 0.1009749 ,  0.225514  ,  0.58693395, -1.86821903,  1.57958841,
       -1.13763111])]"
