breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 124.82597872, -461.11359947, 1276.66797657])]","[array([-0.51899289, -0.86013669,  0.73750947,  2.51051242, -1.98169312,
       -2.80794497])]"
500,movel_fit,"[array([ 160.54430777, -547.4841326 , 1218.91940928])]","[array([-0.59120459, -0.79238931,  0.77409928,  2.5005626 , -1.85881887,
       -2.79404632])]"
1000,movel_fit,"[array([ 164.03949265, -555.68426799, 1213.33704102])]","[array([-0.59650794, -0.78519812,  0.77739282,  2.49902675, -1.84754588,
       -2.79234354])]"
1500,movel_fit,"[array([ 167.49706405, -563.51370575, 1207.90627641])]","[array([-0.600649  , -0.77818909,  0.78083724,  2.4969718 , -1.83693542,
       -2.79105637])]"
2000,movel_fit,"[array([ 171.05408054, -571.71241122, 1202.24766415])]","[array([-0.60440878, -0.77084581,  0.78459417,  2.49433293, -1.82598579,
       -2.79038219])]"
2500,movel_fit,"[array([ 174.57917273, -579.51552186, 1196.73853326])]","[array([-0.60703151, -0.76370209,  0.78852077,  2.49116461, -1.81570426,
       -2.79008918])]"
3000,movel_fit,"[array([ 178.16203795, -587.36267231, 1191.16294339])]","[array([-0.60898125, -0.75643416,  0.79269928,  2.48742748, -1.80550195,
       -2.790279  ])]"
3500,movel_fit,"[array([ 181.81289744, -595.46861395, 1185.39453917])]","[array([-0.61051364, -0.7489047 ,  0.79719284,  2.48309058, -1.79508118,
       -2.79100147])]"
4000,movel_fit,"[array([ 185.48136456, -603.15886712, 1179.77649587])]","[array([-0.6109468 , -0.741543  ,  0.80186369,  2.47823146, -1.7853266 ,
       -2.79202805])]"
4500,movel_fit,"[array([ 189.11479356, -610.79341314, 1174.18274196])]","[array([-0.61075601, -0.73418172,  0.80676769,  2.47278294, -1.77579231,
       -2.79357336])]"
5000,movel_fit,"[array([ 192.81727083, -618.64373161, 1168.39439355])]","[array([-0.61018768, -0.72656144,  0.81200124,  2.4667412 , -1.76606922,
       -2.79557192])]"
5500,movel_fit,"[array([ 196.44302313, -625.88195712, 1162.89612128])]","[array([-0.60849576, -0.71931022,  0.81738887,  2.4601999 , -1.75727406,
       -2.79790603])]"
6000,movel_fit,"[array([ 200.21487726, -633.46732237, 1157.12965207])]","[array([-0.60658427, -0.71162725,  0.82310891,  2.45308117, -1.7481063 ,
       -2.8006238 ])]"
6500,movel_fit,"[array([ 203.97383579, -641.29708275, 1151.14821925])]","[array([-0.60449431, -0.70370606,  0.8291867 ,  2.44536943, -1.73869741,
       -2.80380709])]"
7000,movel_fit,"[array([ 207.7642494 , -648.91550023, 1145.23828761])]","[array([-0.60175649, -0.69577543,  0.8354642 ,  2.4371677 , -1.72967008,
       -2.80728666])]"
7500,movel_fit,"[array([ 211.69713007, -656.35082994, 1139.31005623])]","[array([-0.59837388, -0.68770284,  0.84196141,  2.42853278, -1.72093552,
       -2.81091147])]"
8000,movel_fit,"[array([ 215.38653784, -663.80698354, 1133.47191352])]","[array([-0.59488346, -0.67971778,  0.84867291,  2.41934484, -1.71235147,
       -2.81517895])]"
8500,movel_fit,"[array([ 219.23234127, -671.37545094, 1127.37772464])]","[array([-0.59114913, -0.67135462,  0.85569423,  2.40973977, -1.70360809,
       -2.81953736])]"
9000,movel_fit,"[array([ 223.12981048, -678.51214082, 1121.46867097])]","[array([-0.58674769, -0.66306635,  0.86281877,  2.39983872, -1.69550219,
       -2.82403514])]"
9500,movel_fit,"[array([ 226.88388658, -686.01942938, 1115.35130874])]","[array([-0.58268933, -0.65449097,  0.8702132 ,  2.38946327, -1.68699618,
       -2.82896662])]"
10000,movel_fit,"[array([ 230.78915101, -693.27779844, 1109.26189697])]","[array([-0.57820664, -0.64573763,  0.87769504,  2.37888181, -1.67883301,
       -2.83387611])]"
10500,movel_fit,"[array([ 234.6573343 , -700.53199855, 1103.13782444])]","[array([-0.57373954, -0.63681681,  0.88529265,  2.36804809, -1.67072103,
       -2.83896122])]"
11000,movel_fit,"[array([ 238.42738664, -707.86887408, 1096.90350283])]","[array([-0.56947447, -0.62771372,  0.8930309 ,  2.35698532, -1.66251548,
       -2.84421366])]"
11500,movel_fit,"[array([ 242.28011387, -714.976888  , 1090.77093337])]","[array([-0.56504773, -0.61846017,  0.90070012,  2.34588571, -1.65464051,
       -2.84943634])]"
12000,movel_fit,"[array([ 246.15477337, -722.142801  , 1084.53389571])]","[array([-0.5608501 , -0.60889285,  0.90835745,  2.33473274, -1.64667478,
       -2.85461566])]"
12500,movel_fit,"[array([ 249.83844281, -729.48578066, 1078.23331587])]","[array([-0.55718836, -0.59915231,  0.9159827 ,  2.32350057, -1.63851331,
       -2.85994059])]"
13000,movel_fit,"[array([ 253.64785033, -736.69943576, 1071.91439172])]","[array([-0.55362134, -0.58910863,  0.92341937,  2.31243938, -1.63046849,
       -2.86500622])]"
13500,movel_fit,"[array([ 257.46597946, -743.61571732, 1065.71658703])]","[array([-0.55011394, -0.57902335,  0.93061244,  2.30165386, -1.62276303,
       -2.8699017 ])]"
14000,movel_fit,"[array([ 261.13797367, -751.07399163, 1059.29704672])]","[array([-0.54762731, -0.56843618,  0.93757589,  2.29089961, -1.61438499,
       -2.87474059])]"
14500,movel_fit,"[array([ 264.83328026, -758.34818524, 1052.94748062])]","[array([-0.54539753, -0.55771343,  0.94416622,  2.28053901, -1.60618024,
       -2.87928423])]"
15000,movel_fit,"[array([ 268.59361923, -765.42548472, 1046.65786574])]","[array([-0.54343041, -0.54683042,  0.95031319,  2.27067023, -1.59813965,
       -2.88344633])]"
15500,movel_fit,"[array([ 272.18481181, -772.72090806, 1040.36402394])]","[array([-0.54229834, -0.53576637,  0.95599522,  2.26115292, -1.58982138,
       -2.8874356 ])]"
16000,movel_fit,"[array([ 275.81530767, -779.99122224, 1034.08524271])]","[array([-0.54167834, -0.52448045,  0.96110166,  2.25220821, -1.58145302,
       -2.89097069])]"
16500,movel_fit,"[array([ 279.43682676, -787.41580258, 1027.79429544])]","[array([-0.54179553, -0.51292186,  0.96555897,  2.24382315, -1.57284352,
       -2.89406454])]"
17000,movel_fit,"[array([ 282.96189096, -794.86654458, 1021.60487531])]","[array([-0.54260216, -0.50134213,  0.96932375,  2.23610133, -1.56415841,
       -2.8967781 ])]"
17500,movel_fit,"[array([ 286.42480911, -802.16286772, 1015.61757698])]","[array([-0.54393254, -0.4899039 ,  0.9723203 ,  2.22920737, -1.55560221,
       -2.89906924])]"
18000,movel_fit,"[array([ 289.9917428 , -809.99494014, 1009.42658891])]","[array([-0.54635683, -0.47784878,  0.97443038,  2.22295885, -1.54632469,
       -2.90059739])]"
18500,movel_fit,"[array([ 293.4489178 , -817.5955282 , 1003.55554463])]","[array([-0.54930286, -0.46617596,  0.9756465 ,  2.21772153, -1.53727871,
       -2.90170155])]"
19000,movel_fit,"[array([ 296.88227008, -825.31281707,  997.74182913])]","[array([-0.55306758, -0.45450389,  0.97592427,  2.21344864, -1.52798672,
       -2.90212298])]"
19500,movel_fit,"[array([ 300.28667114, -833.17447598,  992.21004014])]","[array([-0.55770276, -0.44297481,  0.97506062,  2.21022817, -1.51855597,
       -2.90200391])]"
20000,movel_fit,"[array([ 303.68766413, -841.1561117 ,  986.67557308])]","[array([-0.56319875, -0.43149906,  0.97319058,  2.20816432, -1.50879641,
       -2.90099823])]"
20500,movel_fit,"[array([ 307.03313815, -849.19995115,  981.38598868])]","[array([-0.56956606, -0.42034074,  0.97016343,  2.20739198, -1.49888821,
       -2.89928027])]"
21000,movel_fit,"[array([ 310.39006613, -857.64250518,  976.09658474])]","[array([-0.57710052, -0.40913395,  0.96591216,  2.20788678, -1.488396  ,
       -2.89658766])]"
21500,movel_fit,"[array([ 313.6417251 , -865.91075145,  971.21127719])]","[array([-0.5854158 , -0.39862657,  0.9604394 ,  2.21003426, -1.47798135,
       -2.89315198])]"
22000,movel_fit,"[array([ 316.96117514, -874.4587043 ,  966.47167155])]","[array([-0.5948604 , -0.38824722,  0.95357526,  2.2138055 , -1.46713441,
       -2.88865655])]"
22500,movel_fit,"[array([ 320.22070882, -883.10815217,  961.96846152])]","[array([-0.60541721, -0.37831664,  0.94537458,  2.21941302, -1.45600962,
       -2.88314236])]"
23000,movel_fit,"[array([ 323.39523478, -892.00931897,  957.65467723])]","[array([-0.6172956 , -0.36874503,  0.93578047,  2.22695412, -1.44445344,
       -2.87653763])]"
23500,movel_fit,"[array([ 326.1573292 , -901.11473905,  953.67780691])]","[array([-0.63072375, -0.35994051,  0.92488951,  2.23657412, -1.43254164,
       -2.8690742 ])]"
24000,movel_fit,"[array([ 329.16821027, -910.03534163,  949.76149687])]","[array([-0.64509806, -0.35137905,  0.91262168,  2.24872996, -1.42047566,
       -2.85997262])]"
24500,movel_fit,"[array([ 331.83391029, -919.30955704,  946.16455334])]","[array([-0.6612805 , -0.34332272,  0.89892898,  2.26329044, -1.40799145,
       -2.84985999])]"
25000,movel_fit,"[array([ 334.57932262, -928.44628825,  942.62517612])]","[array([-0.67872465, -0.33553096,  0.88395879,  2.28066534, -1.39536849,
       -2.83811773])]"
25500,movel_fit,"[array([ 337.1800541 , -937.94532821,  939.01832506])]","[array([-0.69800783, -0.32770969,  0.86773439,  2.30073903, -1.38223776,
       -2.82488354])]"
26000,movel_fit,"[array([ 339.38078146, -947.36849137,  935.79041179])]","[array([-0.71900643, -0.32046782,  0.85041467,  2.32376714, -1.36925631,
       -2.81058015])]"
26500,movel_fit,"[array([ 341.60709993, -956.82838228,  932.68848189])]","[array([-0.74154283, -0.31310796,  0.83198262,  2.34976319, -1.35641697,
       -2.79485519])]"
27000,movel_fit,"[array([ 343.57524626, -966.47354262,  929.30614868])]","[array([-0.76582753, -0.30545075,  0.81295644,  2.37847181, -1.34346579,
       -2.77774091])]"
27500,movel_fit,"[array([ 345.39790638, -976.11040027,  926.16812427])]","[array([-0.79150589, -0.29760489,  0.79326384,  2.40981946, -1.33113733,
       -2.75972766])]"
