breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([ 93.64666362, 503.44383691, 481.32667386])]","[array([-0.27019702, -0.09869048, -2.09327161, -2.78280778,  1.05284223,
       -1.13681408])]"
1665,movel,"[array([ 83.03034897, 519.94742066, 586.73924064])]","[array([-0.06648674, -0.32740971, -1.97288414, -2.96691612,  1.19519727,
       -1.09718278])]"
3332,movel,"[array([ 82.84208141, 525.90772457, 601.11505731])]","[array([-0.05242546, -0.33859972, -1.98672981, -2.96632736,  1.21111225,
       -1.10174505])]"
4999,movel,"[array([ 80.66764016, 533.68367022, 616.3600479 ])]","[array([-0.03891812, -0.34978352, -1.99811497, -2.96674293,  1.22619645,
       -1.10905603])]"
6665,movel,"[array([ 76.66969321, 542.12435097, 631.53446632])]","[array([-0.02476342, -0.35914486, -2.00882322, -2.96741929,  1.24019836,
       -1.11750472])]"
8332,movel,"[array([ 70.14702533, 550.3546516 , 645.0213465 ])]","[array([-0.0099344 , -0.36790301, -2.0164819 , -2.96818793,  1.25221007,
       -1.12604778])]"
9999,movel,"[array([ 61.11029496, 557.49750357, 655.58019263])]","[array([ 0.00633609, -0.37534851, -2.02324414, -2.96845272,  1.26081901,
       -1.13362554])]"
11665,movel,"[array([ 50.12787778, 563.55425369, 663.74543839])]","[array([ 0.02419195, -0.38166593, -2.02875775, -2.96676322,  1.26834901,
       -1.13970421])]"
13332,movel,"[array([ 37.53878244, 568.56166866, 669.74493995])]","[array([ 0.04370954, -0.38657589, -2.03439078, -2.96245247,  1.27525112,
       -1.14422837])]"
14999,movel,"[array([ 23.47371121, 572.40274849, 673.62376329])]","[array([ 0.06477039, -0.39070225, -2.03938116, -2.95549679,  1.28197423,
       -1.14702826])]"
16665,movel,"[array([  8.30882807, 575.01496257, 675.3808666 ])]","[array([ 0.08709347, -0.39378514, -2.04397284, -2.94582458,  1.28851753,
       -1.14810775])]"
18332,movel,"[array([ -7.75877029, 576.28310897, 674.90960675])]","[array([ 0.11050812, -0.39584417, -2.04799842, -2.93337548,  1.29482608,
       -1.14741511])]"
19999,movel,"[array([-24.52468919, 575.95868774, 671.96405158])]","[array([ 0.13491367, -0.39687021, -2.05111448, -2.91818817,  1.30066298,
       -1.14476198])]"
21665,movel,"[array([-41.75545592, 573.89666226, 666.39521396])]","[array([ 0.16014456, -0.39663782, -2.05318802, -2.9000159 ,  1.30596244,
       -1.14007007])]"
23332,movel,"[array([-59.47852114, 569.87557668, 658.09840333])]","[array([ 0.18644442, -0.39513399, -2.05428359, -2.87846129,  1.31072083,
       -1.13318565])]"
24999,movel,"[array([-77.43108478, 563.73866038, 647.07658539])]","[array([ 0.21387535, -0.39163188, -2.05478617, -2.85293553,  1.31507228,
       -1.12400115])]"
26665,movel,"[array([-95.56704783, 554.92047494, 632.7599559 ])]","[array([ 0.24252945, -0.38579329, -2.05436789, -2.82315928,  1.31825737,
       -1.11225393])]"
28332,movel,"[array([-114.11978132,  542.55449346,  614.50677581])]","[array([ 0.27245883, -0.37822898, -2.05072856, -2.78892887,  1.31982624,
       -1.09745714])]"
29999,movel,"[array([-132.78157976,  525.87097588,  592.07813313])]","[array([ 0.3038305 , -0.36754873, -2.04475257, -2.74985314,  1.31875569,
       -1.07952421])]"
31665,movel,"[array([-151.51567948,  503.94163674,  565.56005226])]","[array([ 0.33697047, -0.35312101, -2.03680089, -2.70562987,  1.31424373,
       -1.05849928])]"
33332,movel,"[array([-170.38672911,  475.69339651,  535.52760711])]","[array([ 0.37199112, -0.33553028, -2.02509917, -2.65656298,  1.30608092,
       -1.03433493])]"
34999,movel,"[array([-189.07088027,  440.46777281,  503.21389977])]","[array([ 0.40873697, -0.31500336, -2.0098952 , -2.60362478,  1.29357982,
       -1.0077679 ])]"
36665,movel,"[array([-206.63702995,  398.49649041,  470.878425  ])]","[array([ 0.44721126, -0.29252486, -1.99201325, -2.5481119 ,  1.27745016,
       -0.97947319])]"
38332,movel,"[array([-221.53559224,  351.17161309,  440.9140512 ])]","[array([ 0.48724253, -0.26974949, -1.97289758, -2.49080589,  1.25947136,
       -0.94998896])]"
39999,movel,"[array([-231.13394428,  300.92341283,  415.26332122])]","[array([ 0.52910851, -0.24793107, -1.9548995 , -2.43246224,  1.24190652,
       -0.91891384])]"
41665,movel,"[array([-233.05342305,  250.79733084,  394.62596052])]","[array([ 0.57288172, -0.22778117, -1.94085962, -2.37374258,  1.22596169,
       -0.88612242])]"
43332,movel,"[array([-227.50715591,  203.3811193 ,  378.62772613])]","[array([ 0.61732268, -0.21173359, -1.92939679, -2.31587121,  1.21185856,
       -0.85246921])]"
44999,movel,"[array([-214.38452606,  160.84219665,  366.71043985])]","[array([ 0.66212456, -0.19985936, -1.92160895, -2.259428  ,  1.19943477,
       -0.81814127])]"
46665,movel,"[array([-194.90262425,  124.72462491,  358.37649706])]","[array([ 0.70634412, -0.19409794, -1.91566439, -2.20446569,  1.18913413,
       -0.7830181 ])]"
48332,movel,"[array([-171.14998012,   95.29942625,  352.81792667])]","[array([ 0.74956617, -0.1930066 , -1.91291336, -2.15202339,  1.17918338,
       -0.74916398])]"
49999,movel,"[array([-65.90683625, -23.1046868 , 354.07191753])]","[array([ 0.96864717, -0.39461684, -1.5731724 , -2.08035264,  1.15975211,
       -0.49135257])]"
