# timestamp,cmd_num,J1,J2,J3,J4,J5,J6,J1_2,J2_2,J3_2,J4_2,J5_2,J6_2
0.000000000000000000e+00 1.000000000000000000e+00 -1.341130371093750000e+02 -2.547046852111816406e+01 -1.692319488525390625e+02 -8.192876434326171875e+01 -7.131191253662109375e+01 1.208044128417968750e+02 -3.823053359985351562e+01 3.960823774337768555e+00 -2.673977470397949219e+01 -1.075468292236328125e+02 2.512399864196777344e+01 8.625393676757812500e+01
4.000000189989805222e-03 1.000000000000000000e+00 -1.341130371093750000e+02 -2.547046852111816406e+01 -1.692319488525390625e+02 -8.192876434326171875e+01 -7.131191253662109375e+01 1.208044128417968750e+02 -3.823053359985351562e+01 3.960823774337768555e+00 -2.673977470397949219e+01 -1.075468292236328125e+02 2.512399864196777344e+01 8.625393676757812500e+01
9.999999776482582092e-03 1.000000000000000000e+00 -1.341130371093750000e+02 -2.547046852111816406e+01 -1.692319488525390625e+02 -8.192876434326171875e+01 -7.131191253662109375e+01 1.208044128417968750e+02 -3.823053359985351562e+01 3.960823774337768555e+00 -2.673977470397949219e+01 -1.075468292236328125e+02 2.512399864196777344e+01 8.625393676757812500e+01
1.400000043213367462e-02 1.000000000000000000e+00 -1.341130371093750000e+02 -2.547046852111816406e+01 -1.692319488525390625e+02 -8.192876434326171875e+01 -7.131191253662109375e+01 1.208044128417968750e+02 -3.823053359985351562e+01 3.960823774337768555e+00 -2.673977470397949219e+01 -1.075468292236328125e+02 2.512399864196777344e+01 8.625393676757812500e+01
1.600000075995922089e-02 1.000000000000000000e+00 -1.341130371093750000e+02 -2.547046852111816406e+01 -1.692319488525390625e+02 -8.192876434326171875e+01 -7.131191253662109375e+01 1.208044128417968750e+02 -3.823053359985351562e+01 3.960823774337768555e+00 -2.673977470397949219e+01 -1.075468292236328125e+02 2.512399864196777344e+01 8.625393676757812500e+01
1.799999922513961792e-02 1.000000000000000000e+00 -1.341130371093750000e+02 -2.547046852111816406e+01 -1.692319488525390625e+02 -8.192876434326171875e+01 -7.131191253662109375e+01 1.208044128417968750e+02 -3.823053359985351562e+01 3.960823774337768555e+00 -2.673977470397949219e+01 -1.075468292236328125e+02 2.512399864196777344e+01 8.625393676757812500e+01
2.199999988079071045e-02 1.000000000000000000e+00 -1.341130371093750000e+02 -2.547046852111816406e+01 -1.692319488525390625e+02 -8.192876434326171875e+01 -7.131191253662109375e+01 1.208044128417968750e+02 -3.823053359985351562e+01 3.960823774337768555e+00 -2.673977470397949219e+01 -1.075468292236328125e+02 2.512399864196777344e+01 8.625393676757812500e+01
2.400000020861625671e-02 1.000000000000000000e+00 -1.341130371093750000e+02 -2.547046852111816406e+01 -1.692319488525390625e+02 -8.192876434326171875e+01 -7.131191253662109375e+01 1.208044128417968750e+02 -3.823053359985351562e+01 3.960823774337768555e+00 -2.673977470397949219e+01 -1.075468292236328125e+02 2.512399864196777344e+01 8.625393676757812500e+01
2.800000086426734924e-02 1.000000000000000000e+00 -1.341130371093750000e+02 -2.547046852111816406e+01 -1.692319488525390625e+02 -8.192876434326171875e+01 -7.131191253662109375e+01 1.208044128417968750e+02 -3.823053359985351562e+01 3.960823774337768555e+00 -2.673977470397949219e+01 -1.075468292236328125e+02 2.512399864196777344e+01 8.625393676757812500e+01
3.200000151991844177e-02 1.000000000000000000e+00 -1.341130371093750000e+02 -2.547046852111816406e+01 -1.692319488525390625e+02 -8.192876434326171875e+01 -7.131191253662109375e+01 1.208044128417968750e+02 -3.823053359985351562e+01 3.960823774337768555e+00 -2.673977470397949219e+01 -1.075468292236328125e+02 2.512399864196777344e+01 8.625393676757812500e+01
