breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 124.33001232, -461.49163095, 1276.98011369])]","[array([-0.51992783, -0.86029212,  0.73726944,  2.51019904, -1.98146477,
       -2.80901658])]"
500,movel_fit,"[array([ 160.67797867, -547.73893174, 1218.74678115])]","[array([-0.59140251, -0.79214617,  0.77417123,  2.50057502, -1.85844798,
       -2.79401522])]"
1000,movel_fit,"[array([ 164.08959209, -555.74578658, 1213.28871634])]","[array([-0.59654069, -0.78512339,  0.77741028,  2.49903525, -1.84745245,
       -2.79231336])]"
1500,movel_fit,"[array([ 167.56856567, -563.74090533, 1207.78063898])]","[array([-0.60085678, -0.77800393,  0.78088429,  2.496964  , -1.83662496,
       -2.79108389])]"
2000,movel_fit,"[array([ 171.07376501, -571.66375842, 1202.26280015])]","[array([-0.60433754, -0.77085586,  0.78458449,  2.49434563, -1.82604448,
       -2.79033575])]"
2500,movel_fit,"[array([ 174.59246635, -579.52108449, 1196.7298729 ])]","[array([-0.60702773, -0.76368772,  0.78852333,  2.49116802, -1.81569307,
       -2.79007553])]"
3000,movel_fit,"[array([ 178.18175039, -587.43229265, 1191.11315442])]","[array([-0.60904415, -0.75637878,  0.79272279,  2.48742475, -1.80540109,
       -2.79028093])]"
3500,movel_fit,"[array([ 181.78307368, -595.2657452 , 1185.49253629])]","[array([-0.61031185, -0.74905072,  0.79716085,  2.48311182, -1.79534531,
       -2.7909497 ])]"
4000,movel_fit,"[array([ 185.40823778, -602.99964732, 1179.8716528 ])]","[array([-0.61082818, -0.74170345,  0.80184045,  2.47823428, -1.78554424,
       -2.79204833])]"
4500,movel_fit,"[array([ 189.05986379, -610.7040082 , 1174.20922137])]","[array([-0.61070071, -0.73428924,  0.80678521,  2.47278434, -1.77589712,
       -2.79358616])]"
5000,movel_fit,"[array([ 192.78067959, -618.5103559 , 1168.43238445])]","[array([-0.61007182, -0.72668061,  0.81201406,  2.46675578, -1.76622438,
       -2.79554777])]"
5500,movel_fit,"[array([ 196.49339577, -626.10304986, 1162.71534186])]","[array([-0.60869492, -0.71913183,  0.81747635,  2.46018293, -1.75694272,
       -2.79789227])]"
6000,movel_fit,"[array([ 200.23623803, -633.72915024, 1156.92757857])]","[array([-0.6068463 , -0.71144774,  0.82321302,  2.45304825, -1.74772183,
       -2.80064499])]"
6500,movel_fit,"[array([ 204.00061729, -641.36339229, 1151.08542918])]","[array([-0.60454525, -0.70363991,  0.8292146 ,  2.44536671, -1.73859283,
       -2.80378523])]"
7000,movel_fit,"[array([ 207.78920383, -648.82474713, 1145.26090973])]","[array([-0.60164455, -0.69581105,  0.8354588 ,  2.43719256, -1.72977311,
       -2.80722802])]"
7500,movel_fit,"[array([ 211.58559505, -656.33593979, 1139.36185432])]","[array([-0.59843767, -0.68782095,  0.84196492,  2.42850443, -1.72098097,
       -2.81103551])]"
8000,movel_fit,"[array([ 215.41854038, -663.84546917, 1133.39724762])]","[array([-0.59490105, -0.67966036,  0.84871312,  2.41934922, -1.71226675,
       -2.81512691])]"
8500,movel_fit,"[array([ 219.22779425, -671.20457116, 1127.46029474])]","[array([-0.59097699, -0.6714738 ,  0.85567327,  2.40977562, -1.70382541,
       -2.81950483])]"
9000,movel_fit,"[array([ 223.08500429, -678.66162806, 1121.39942349])]","[array([-0.58692993, -0.66300862,  0.8628535 ,  2.39979388, -1.69531335,
       -2.8241049 ])]"
9500,movel_fit,"[array([ 226.95793947, -685.90668288, 1115.39346004])]","[array([-0.58252542, -0.65449289,  0.87017742,  2.38950901, -1.68713309,
       -2.82887483])]"
10000,movel_fit,"[array([ 230.79343043, -693.34017418, 1109.23194669])]","[array([-0.57826626, -0.6456894 ,  0.8776998 ,  2.37886752, -1.6787546 ,
       -2.83388147])]"
10500,movel_fit,"[array([ 234.60711526, -700.66453835, 1103.09709641])]","[array([-0.57390459, -0.63677679,  0.88531019,  2.36800006, -1.67056807,
       -2.83903583])]"
11000,movel_fit,"[array([ 238.50429969, -707.82643132, 1096.9547484 ])]","[array([-0.56938248, -0.62766826,  0.89296613,  2.35701396, -1.66259186,
       -2.84416427])]"
11500,movel_fit,"[array([ 242.33607342, -715.04718112, 1090.75350188])]","[array([-0.56508203, -0.61835274,  0.90066621,  2.34587863, -1.65456553,
       -2.84940677])]"
12000,movel_fit,"[array([ 246.10999785, -722.36337387, 1084.47148801])]","[array([-0.56109585, -0.60878405,  0.9083614 ,  2.33465409, -1.64642723,
       -2.8546969 ])]"
12500,movel_fit,"[array([ 249.92965831, -729.53295435, 1078.21702096])]","[array([-0.55717845, -0.59902149,  0.91593531,  2.32350823, -1.63846315,
       -2.85987311])]"
13000,movel_fit,"[array([ 253.71791773, -736.72325441, 1071.91946145])]","[array([-0.55360203, -0.58901892,  0.9233722 ,  2.31244832, -1.6304532 ,
       -2.86496245])]"
13500,movel_fit,"[array([ 257.45086005, -743.86912911, 1065.63997106])]","[array([-0.55037001, -0.57885534,  0.93059808,  2.30156327, -1.62248145,
       -2.86994781])]"
14000,movel_fit,"[array([ 261.19272212, -751.06971518, 1059.29955721])]","[array([-0.54759108, -0.56838059,  0.93754649,  2.29091451, -1.61439312,
       -2.87469859])]"
14500,movel_fit,"[array([ 264.88410352, -758.34472583, 1052.94967411])]","[array([-0.54536456, -0.55766173,  0.9441385 ,  2.28055278, -1.60618778,
       -2.87924611])]"
15000,movel_fit,"[array([ 268.57101251, -765.56588032, 1046.62220008])]","[array([-0.5435788 , -0.54675247,  0.95030557,  2.27061103, -1.59798996,
       -2.88348044])]"
15500,movel_fit,"[array([ 272.20803408, -772.74057286, 1040.3528471 ])]","[array([-0.5423037 , -0.53572478,  0.95598414,  2.26115113, -1.58979819,
       -2.88741519])]"
16000,movel_fit,"[array([ 275.82190817, -780.10824522, 1034.04701941])]","[array([-0.54178568, -0.52438329,  0.96108582,  2.25216283, -1.58132624,
       -2.89096879])]"
16500,movel_fit,"[array([ 279.41150598, -787.46335038, 1027.79870139])]","[array([-0.54185469, -0.51291992,  0.96555454,  2.24379721, -1.57280347,
       -2.89409964])]"
17000,movel_fit,"[array([ 282.97738425, -794.87183443, 1021.61388201])]","[array([-0.54259814, -0.50132563,  0.96930712,  2.23610313, -1.56416132,
       -2.89677599])]"
17500,movel_fit,"[array([ 286.48242103, -802.29578865, 1015.53849717])]","[array([-0.54402399, -0.48972178,  0.97229341,  2.22916382, -1.55544315,
       -2.898996  ])]"
18000,movel_fit,"[array([ 289.97730278, -809.84886262, 1009.52754448])]","[array([-0.5462302 , -0.47800331,  0.97442345,  2.22302065, -1.54651117,
       -2.90065816])]"
18500,movel_fit,"[array([ 293.46018963, -817.53088475, 1003.59024075])]","[array([-0.54923766, -0.4662216 ,  0.97564012,  2.21775357, -1.53735549,
       -2.90170875])]"
19000,movel_fit,"[array([ 296.91777735, -825.3154713 ,  997.78223608])]","[array([-0.55305054, -0.45448245,  0.97587494,  2.21345771, -1.52801528,
       -2.90213646])]"
19500,movel_fit,"[array([ 300.32831459, -833.1655097 ,  992.14202877])]","[array([-0.55767198, -0.44290474,  0.97508325,  2.21023906, -1.51852194,
       -2.90191359])]"
20000,movel_fit,"[array([ 303.7136655 , -841.15269544,  986.66173008])]","[array([-0.56318156, -0.43146817,  0.97318558,  2.20817135, -1.50879283,
       -2.90096859])]"
20500,movel_fit,"[array([ 307.11164868, -849.35590444,  981.2895875 ])]","[array([-0.5696591 , -0.42010802,  0.97011491,  2.20733607, -1.49871493,
       -2.89917903])]"
21000,movel_fit,"[array([ 310.39046273, -857.51371739,  976.23267382])]","[array([-0.57698925, -0.40928754,  0.96587848,  2.20795336, -1.48858334,
       -2.8966823 ])]"
21500,movel_fit,"[array([ 313.68661251, -865.97052532,  971.28540601])]","[array([-0.5854417 , -0.39857794,  0.96034083,  2.21002541, -1.47799356,
       -2.89320536])]"
22000,movel_fit,"[array([ 316.91900396, -874.49900428,  966.57798639])]","[array([-0.59491889, -0.38831554,  0.95351887,  2.21378763, -1.46716966,
       -2.88878666])]"
22500,movel_fit,"[array([ 320.13686415, -883.25602067,  962.02413444])]","[array([-0.60558832, -0.378327  ,  0.94532922,  2.21933629, -1.45592826,
       -2.88327484])]"
23000,movel_fit,"[array([ 323.20678112, -892.03095874,  957.77833448])]","[array([-0.61742302, -0.3689751 ,  0.93581181,  2.22691402, -1.44448951,
       -2.87676246])]"
23500,movel_fit,"[array([ 326.21822931, -900.97684437,  953.71153517])]","[array([-0.63058015, -0.35999626,  0.92489408,  2.23664617, -1.43266864,
       -2.86903922])]"
24000,movel_fit,"[array([ 329.16956203, -910.07656599,  949.79484078])]","[array([-0.6451305 , -0.35136542,  0.9125815 ,  2.24871843, -1.42047091,
       -2.86001095])]"
24500,movel_fit,"[array([ 331.93810278, -919.21248986,  946.11381527])]","[array([-0.66114489, -0.34327332,  0.89894253,  2.26334194, -1.40803995,
       -2.84973636])]"
25000,movel_fit,"[array([ 334.58508062, -928.51231772,  942.61784033])]","[array([-0.67877073, -0.33547521,  0.88392719,  2.28064261, -1.39532293,
       -2.83812515])]"
25500,movel_fit,"[array([ 337.10053252, -937.91139033,  939.17879283])]","[array([-0.69803201, -0.327873  ,  0.86769655,  2.30075783, -1.38235642,
       -2.82505021])]"
26000,movel_fit,"[array([ 339.48838168, -947.39827414,  935.78822109])]","[array([-0.71896196, -0.32035505,  0.85033889,  2.32377875, -1.36925901,
       -2.81052582])]"
26500,movel_fit,"[array([ 341.56840204, -956.93470785,  932.65588144])]","[array([-0.74164102, -0.31304819,  0.83197077,  2.34972012, -1.35632263,
       -2.7948816 ])]"
27000,movel_fit,"[array([ 343.52476989, -966.49213297,  929.38947302])]","[array([-0.7658743 , -0.30551008,  0.81292225,  2.37847086, -1.34350512,
       -2.77783757])]"
27500,movel_fit,"[array([ 345.26074111, -976.15271201,  926.15439489])]","[array([-0.79162451, -0.29767453,  0.79332549,  2.40978332, -1.33107355,
       -2.75981306])]"
