,breakpoints,primitives,J1,J2,J3,J4,J5,J6
0,0,movej_fit,-0.6457182442352813,0.12289191167417478,-0.09128388409228627,-0.327769957103373,-1.7894877818539046,2.1824757942759936
1,5016,movel_fit,-0.5893552166527805,0.031120002778789943,-0.1859773745889104,-0.36168184290781324,-1.7491953027162863,2.2080983981281825
2,10170,movel_fit,-0.560848381849623,-0.13549444529095367,-0.3409426336325385,-0.43956495927451683,-1.64403864285363,2.303954935752098
3,16239,movel_fit,-0.5453492411724312,-0.3876394233064142,-0.5651201800351735,-0.5744748631278032,-1.4851549730553002,2.4159997053622626
4,19208,movel_fit,-0.518378011926032,-0.4877130835703992,-0.6497407888312408,-0.6370387780623897,-1.4177490886663497,2.335433737451693
5,21701,movel_fit,-0.4714569257464838,-0.543551068416434,-0.6903116626394912,-0.6660233631416455,-1.3673698274418262,2.195490904921611
6,24139,movel_fit,-0.38627538861297417,-0.5345906913951017,-0.6711229580657703,-0.6386276972656536,-1.3380495849590814,1.956757185308915
7,26730,movel_fit,-0.26647654270156984,-0.41146356043311577,-0.5609531596873554,-0.549090981761038,-1.3843622854342046,1.6619763125226512
8,29317,movel_fit,-0.15999546900401818,-0.17793813633494004,-0.37960406323786233,-0.4698633311565022,-1.5439647955116014,1.4002758164418283
9,31862,movel_fit,-0.0942317392425327,0.04537357406188444,-0.22725572432141927,-0.46046609727805077,-1.723725392713368,1.274749913866988
10,33718,movel_fit,-0.06497400246893292,0.15833877252187115,-0.1622633260221742,-0.49101737382614263,-1.8295243399719814,1.3390102459672786
11,35266,movel_fit,-0.04106835897504002,0.22208798069513924,-0.12824975792479387,-0.519409581436685,-1.9040877026736538,1.482328194736966
12,36811,movel_fit,-0.012742541035931865,0.23112905709036266,-0.12152697870967377,-0.5290253213168813,-1.9332920591684295,1.6621875480138866
13,38640,movel_fit,0.02286590856881432,0.14510351815305025,-0.16597912509467405,-0.5143742990599846,-1.8682388798053726,1.8363990444962381
14,40547,movel_fit,0.06295558909343413,-0.06513095201794258,-0.2985220816874843,-0.48965576502147107,-1.6705015275325694,1.955349500099239
15,42540,movel_fit,0.11584660751967002,-0.3300394069678395,-0.4910741870355897,-0.4800331636883032,-1.4057127149192723,1.9981358670581906
16,44077,movel_fit,0.15805479078303541,-0.5010002903053884,-0.6282906499637231,-0.4981071147287808,-1.2132435241521669,1.8948728113780853
17,45327,movel_fit,0.20031354021253467,-0.6161289956827172,-0.7243054559168858,-0.5132386792610187,-1.0535640859401936,1.6787652739233774
18,46511,movel_fit,0.2590907974208294,-0.6658335470145547,-0.7651673873810667,-0.4758482488048046,-0.9342124753654818,1.3714279424009832
19,47927,movel_fit,0.3091647735056142,-0.6011778959556642,-0.7109236653172974,-0.405366840310444,-0.9261054603099537,1.0513883561128632
20,49562,movel_fit,0.2983399294083875,-0.38321127435494956,-0.53176529722856,-0.410770455662496,-1.10973545901008,0.8794581057498732
21,49999,movel_fit,0.28676500652896664,-0.302847617286426,-0.4682246141217239,-0.4273321963130848,-1.1877334339849663,0.8651311186280187
