breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([1711.19668167,  813.67130289, 2533.05532006])]","[array([ 0.77511629,  0.5346195 , -0.82765167, -1.959596  ,  1.64353818,
       -2.0090419 ])]"
1665,moveabsj,"[array([1741.70061987,  823.76796568, 2487.3427382 ])]","[array([ 0.77277584,  0.54703618, -0.8196123 , -1.92828716,  1.64867154,
       -2.01347685])]"
3332,moveabsj,"[array([1768.52436295,  833.81715469, 2437.41521855])]","[array([ 0.77246842,  0.56032864, -0.81448308, -1.89040198,  1.65810515,
       -2.01596616])]"
4999,moveabsj,"[array([1794.40203233,  849.62373514, 2386.92637588])]","[array([ 0.7739675 ,  0.57398218, -0.80821429, -1.85466987,  1.66415736,
       -2.01979307])]"
6665,moveabsj,"[array([1819.58293268,  869.22807465, 2336.62655247])]","[array([ 0.77629015,  0.5883909 , -0.80157955, -1.82226433,  1.66728693,
       -2.02396855])]"
8332,moveabsj,"[array([1844.86556447,  891.54301624, 2287.70592909])]","[array([ 0.77857033,  0.60389477, -0.79483556, -1.79540979,  1.66691509,
       -2.02794762])]"
9999,moveabsj,"[array([1870.3729699 ,  915.21656016, 2240.76033597])]","[array([ 0.78037112,  0.62060513, -0.78863379, -1.77445833,  1.66349292,
       -2.03110498])]"
11665,moveabsj,"[array([1895.5403362 ,  939.13712066, 2195.56991899])]","[array([ 0.78177349,  0.63834073, -0.78369921, -1.75775547,  1.65825405,
       -2.03304825])]"
13332,moveabsj,"[array([1919.97077828,  962.86269102, 2151.83601137])]","[array([ 0.7829649 ,  0.65688276, -0.78036893, -1.74386106,  1.65195222,
       -2.033727  ])]"
14999,moveabsj,"[array([1943.55042729,  986.2524004 , 2109.58880686])]","[array([ 0.78402809,  0.67604486, -0.77871828, -1.73219476,  1.64479894,
       -2.03321457])]"
16665,moveabsj,"[array([1966.25806494, 1009.22218075, 2068.87841879])]","[array([ 0.78499905,  0.69567759, -0.77874862, -1.72238695,  1.6369056 ,
       -2.03158909])]"
18332,moveabsj,"[array([1988.1505226 , 1031.7197876 , 2029.67548389])]","[array([ 0.78588182,  0.7157009 , -0.78044118, -1.71415264,  1.62835992,
       -2.02889461])]"
19999,moveabsj,"[array([2009.31408569, 1053.63041093, 1992.08152021])]","[array([ 0.78662711,  0.73605067, -0.78377361, -1.70744278,  1.61922291,
       -2.02511925])]"
21665,moveabsj,"[array([2029.75645633, 1074.76560881, 1956.06354811])]","[array([ 0.78720337,  0.75667016, -0.78874657, -1.70199271,  1.60972055,
       -2.02020882])]"
23332,moveabsj,"[array([2049.33709577, 1094.86062459, 1921.2318803 ])]","[array([ 0.78764314,  0.77751312, -0.79539492, -1.69697437,  1.6003551 ,
       -2.01408561])]"
24999,moveabsj,"[array([2067.91072994, 1113.53941851, 1887.25739024])]","[array([ 0.78793892,  0.79853828, -0.80375326, -1.69163432,  1.59166465,
       -2.00661812])]"
26665,moveabsj,"[array([2085.61388734, 1130.43416244, 1854.19677075])]","[array([ 0.78793788,  0.81983098, -0.8138685 , -1.68610212,  1.58389788,
       -1.99753216])]"
28332,moveabsj,"[array([2102.7317725 , 1145.19940034, 1822.24561749])]","[array([ 0.78742478,  0.84159227, -0.82583111, -1.68098051,  1.57720102,
       -1.98641548])]"
29999,moveabsj,"[array([2119.32135517, 1157.36133822, 1791.36275032])]","[array([ 0.78626039,  0.86394849, -0.83971938, -1.67635133,  1.57202132,
       -1.97285545])]"
31665,moveabsj,"[array([2135.35318697, 1166.42080218, 1761.31898801])]","[array([ 0.7843423 ,  0.88699414, -0.85555619, -1.67203878,  1.56889634,
       -1.956477  ])]"
33332,moveabsj,"[array([2151.03094928, 1172.12644002, 1732.09263329])]","[array([ 0.78151843,  0.91088348, -0.87322951, -1.66862252,  1.56795422,
       -1.93698347])]"
34999,moveabsj,"[array([2166.57683237, 1174.53478173, 1703.66543319])]","[array([ 0.77770841,  0.93562244, -0.89233923, -1.66680873,  1.56897981,
       -1.91445906])]"
36665,moveabsj,"[array([2181.98969353, 1173.86159788, 1675.35143008])]","[array([ 0.77301861,  0.96093882, -0.91226299, -1.6659116 ,  1.57170366,
       -1.88954006])]"
38332,moveabsj,"[array([2197.17489012, 1170.3061823 , 1645.83913637])]","[array([ 0.76765498,  0.98634797, -0.93235236, -1.66372526,  1.57576987,
       -1.86325731])]"
39999,moveabsj,"[array([2212.02271013, 1163.79077449, 1613.58284462])]","[array([ 0.7617974 ,  1.01117967, -0.95208675, -1.65687902,  1.58077629,
       -1.83679107])]"
41665,moveabsj,"[array([2226.79686667, 1154.2276264 , 1577.62092762])]","[array([ 0.75542911,  1.03486619, -0.9711021 , -1.64289416,  1.58587744,
       -1.81118817])]"
43332,moveabsj,"[array([2242.35796558, 1142.34804059, 1538.52444955])]","[array([ 0.74838758,  1.05723388, -0.98901435, -1.62282735,  1.58933933,
       -1.78729212])]"
44999,moveabsj,"[array([2259.24728035, 1128.39729505, 1496.66615445])]","[array([ 0.74049364,  1.0781437 , -1.00580506, -1.59689062,  1.59006107,
       -1.76554885])]"
46665,moveabsj,"[array([2277.96090813, 1112.59717005, 1452.54227211])]","[array([ 0.73155085,  1.09750307, -1.02154763, -1.56546417,  1.58703535,
       -1.74628941])]"
48332,moveabsj,"[array([2298.82458205, 1096.01170561, 1407.56560103])]","[array([ 0.72160932,  1.1155049 , -1.0362577 , -1.5312017 ,  1.57933579,
       -1.72960155])]"
49999,moveabsj,"[array([2322.02496955, 1081.84536511, 1363.95544469])]","[array([ 0.71146747,  1.13245521, -1.04933991, -1.49933386,  1.56543535,
       -1.71625   ])]"
