breakpoints,primitives,points,q_bp
0,movej_fit,"[array([2574.24140291,  506.82332718,  743.91080438])]","[array([-1.53946245e-16,  8.42994029e-01, -1.22173048e-01, -5.41184726e-17,
        9.73893723e-01,  8.97582637e-17])]"
5000,movel_fit,"[array([2556.3168638 ,  596.03630417,  768.03244128])]","[array([ 0.03340602,  0.83753991, -0.11883411,  0.00770065,  0.98937759,
       -0.00230417])]"
10000,movel_fit,"[array([2527.50890477,  692.64447918,  842.45135374])]","[array([ 0.06945141,  0.819374  , -0.11896796,  0.01892868,  1.04264495,
       -0.02027385])]"
15000,movel_fit,"[array([2491.72191544,  778.7939865 ,  942.73226192])]","[array([ 0.10284637,  0.79563017, -0.11922781,  0.02596159,  1.11208697,
       -0.04745414])]"
20000,movel_fit,"[array([2456.47890136,  856.90419091,  997.60556121])]","[array([ 0.13401568,  0.78185623, -0.11942274,  0.03066778,  1.1487682 ,
       -0.06237927])]"
25000,movel_fit,"[array([2432.4678037 ,  943.50623746,  909.3671474 ])]","[array([ 0.16711634,  0.79963155, -0.12049251,  0.04029396,  1.08737773,
       -0.0371374 ])]"
30000,movel_fit,"[array([2439.06018174,  967.92149864,  652.54677196])]","[array([ 0.18039891,  0.86295301, -0.10654138,  0.01936204,  0.889215  ,
        0.03521525])]"
35000,movel_fit,"[array([2452.07647612,  973.70306339,  536.58067046])]","[array([ 0.18785579,  0.90461067, -0.07820241, -0.02058068,  0.77248178,
        0.05985882])]"
40000,movel_fit,"[array([2324.50338397, 1154.53684563,  677.62876444])]","[array([ 0.25495894,  0.84586066, -0.13052786,  0.05784171,  0.94808771,
        0.03413948])]"
45000,movel_fit,"[array([2219.85207514, 1259.88811019,  952.1141845 ])]","[array([ 0.29796177,  0.77892157, -0.15257873,  0.09490894,  1.1926945 ,
       -0.04858884])]"
50000,movel_fit,"[array([2204.24945502, 1318.7198379 ,  709.96873043])]","[array([ 0.32564532,  0.82556033, -0.15449583,  0.08708257,  0.98870621,
        0.01778527])]"
