breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([777.54506137, 847.83153764, 280.50736841])]","[array([ 0.60363823, -0.07279017, -0.19255102, -0.51122449, -1.50870986,
        0.81558922])]"
1633,movel_fit,"[array([831.77442796, 738.01125542, 265.59303792])]","[array([ 0.55338724, -0.09045809, -0.20026688, -0.397018  , -1.53503993,
        0.84771734])]"
3258,movel_fit,"[array([853.12757987, 684.59592582, 264.82122479])]","[array([ 0.53690324, -0.11961829, -0.21618975, -0.33180136, -1.52921842,
        0.8679497 ])]"
4914,movel_fit,"[array([871.10429975, 629.00533524, 268.24442158])]","[array([ 0.52143289, -0.14229549, -0.22501448, -0.26481985, -1.53622639,
        0.88418375])]"
6641,movel_fit,"[array([886.19569166, 570.53138482, 276.92565499])]","[array([ 0.50601224, -0.1702645 , -0.23559871, -0.19613148, -1.54400798,
        0.90167426])]"
8491,movel_fit,"[array([898.4819035 , 507.97976013, 290.92701499])]","[array([ 0.48824962, -0.19858677, -0.24399436, -0.12732329, -1.55819836,
        0.91751796])]"
10532,movel_fit,"[array([908.20306238, 439.65267937, 311.29951827])]","[array([ 0.46557907, -0.23156299, -0.25246364, -0.05912883, -1.57470947,
        0.93303228])]"
12873,movel_fit,"[array([915.32739427, 362.52613402, 339.63712162])]","[array([ 0.43562606, -0.27542182, -0.26391255,  0.01027488, -1.58804415,
        0.95119524])]"
15755,movel_fit,"[array([920.47575724, 269.48726621, 379.61971014])]","[array([ 0.39083851, -0.33789959, -0.2801223 ,  0.08190232, -1.59096975,
        0.97567521])]"
20154,movel_fit,"[array([924.53284244, 130.50470385, 447.23579896])]","[array([ 0.29558418, -0.4413485 , -0.30189601,  0.15177071, -1.56350637,
        1.01457463])]"
23480,movel_fit,"[array([929.65093122,  26.5417161 , 500.06037897])]","[array([ 0.18671907, -0.51684754, -0.31174455,  0.15406624, -1.50866175,
        1.03236778])]"
26380,movel_fit,"[array([938.2949966 , -64.25802792, 544.67358905])]","[array([ 0.05583054, -0.5714352 , -0.31452559,  0.10353343, -1.43692611,
        1.039516  ])]"
28692,movel_fit,"[array([ 949.64813378, -137.19940689,  577.67391223])]","[array([-0.07801367, -0.59782258, -0.31048668,  0.01479891, -1.37042041,
        1.02412763])]"
30688,movel_fit,"[array([ 964.72900577, -200.1797617 ,  603.19124481])]","[array([-0.20844097, -0.59747829, -0.29779594, -0.09501872, -1.31936023,
        0.992752  ])]"
32478,movel_fit,"[array([ 982.25279108, -256.70502159,  622.60931741])]","[array([-0.32903904, -0.57352596, -0.27586607, -0.21204895, -1.28993082,
        0.94548153])]"
34135,movel_fit,"[array([1002.87942405, -308.4577171 ,  636.75968763])]","[array([-0.43422177, -0.52492353, -0.24049225, -0.32420406, -1.28642734,
        0.88881313])]"
35713,movel_fit,"[array([1027.12960843, -356.35124649,  646.76611865])]","[array([-0.52161857, -0.4552549 , -0.1913712 , -0.42472221, -1.30517835,
        0.82703187])]"
37254,movel_fit,"[array([1054.66356258, -401.56216663,  652.37364553])]","[array([-0.59328735, -0.36909285, -0.13089883, -0.51408489, -1.34132287,
        0.76496511])]"
38799,movel_fit,"[array([1086.00721395, -444.6783719 ,  653.805923  ])]","[array([-0.6524345 , -0.2709595 , -0.06282615, -0.59790254, -1.38827485,
        0.70467824])]"
40386,movel_fit,"[array([1121.33373594, -486.5287392 ,  651.70492969])]","[array([-0.70262922, -0.16541511,  0.00811387, -0.68333455, -1.4396336 ,
        0.64659718])]"
42055,movel_fit,"[array([1161.66888531, -527.00223725,  644.17728179])]","[array([-0.74559367, -0.05431244,  0.07638512, -0.77750029, -1.49112751,
        0.59050453])]"
43843,movel_fit,"[array([1207.00045742, -567.40718061,  632.64678648])]","[array([-0.78060023,  0.0597853 ,  0.14116271, -0.87861183, -1.53792097,
        0.53688322])]"
45781,movel_fit,"[array([1258.96947128, -606.59349468,  616.04317574])]","[array([-0.80845378,  0.17486283,  0.19526141, -0.99626751, -1.57596875,
        0.48464782])]"
47915,movel_fit,"[array([1317.40707702, -645.73057799,  593.12005489])]","[array([-0.82832511,  0.28784017,  0.23352669, -1.13027965, -1.60078511,
        0.43365225])]"
49999,movel_fit,"[array([1432.33804776, -713.19078632,  543.80438446])]","[array([-0.8335853 ,  0.4870022 ,  0.31373133, -1.34467146, -1.62103986,
        0.35331818])]"
