breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([779.36947404, 844.04846988, 279.91622305])]","[array([ 0.60084931, -0.07280219, -0.19282723, -0.50955623, -1.51083317,
        0.81811588])]"
1633,movel_fit,"[array([831.84324424, 738.03931254, 265.60528286])]","[array([ 0.55261808, -0.0906243 , -0.20066009, -0.39849015, -1.53485864,
        0.84824396])]"
3258,movel_fit,"[array([853.08840871, 684.5861072 , 264.79758472])]","[array([ 0.53597779, -0.11990488, -0.21671385, -0.33356395, -1.52905581,
        0.86856991])]"
4914,movel_fit,"[array([871.05181111, 628.98386418, 268.24934311])]","[array([ 0.52045708, -0.14239785, -0.22529458, -0.26661626, -1.53630449,
        0.8847667 ])]"
6641,movel_fit,"[array([886.22061084, 570.5215188 , 276.89605588])]","[array([ 0.50499746, -0.17038237, -0.23583961, -0.19790652, -1.54392208,
        0.90233606])]"
8491,movel_fit,"[array([898.55402829, 507.98089658, 290.9068993 ])]","[array([ 0.48724262, -0.1985801 , -0.24404732, -0.12902128, -1.55815765,
        0.91815558])]"
10532,movel_fit,"[array([908.20017887, 439.65942901, 311.30902014])]","[array([ 0.46461842, -0.2315812 , -0.25244611, -0.06077371, -1.57473597,
        0.9336033 ])]"
12873,movel_fit,"[array([915.28857016, 362.52490272, 339.63625902])]","[array([ 0.43469998, -0.27532955, -0.26376001,  0.00871195, -1.58821026,
        0.95169154])]"
15755,movel_fit,"[array([920.45509634, 269.46688586, 379.5906632 ])]","[array([ 0.38996216, -0.33764024, -0.27982344,  0.08049866, -1.5912479 ,
        0.97611196])]"
20154,movel_fit,"[array([924.5564905 , 130.49737162, 447.23644805])]","[array([ 0.29502307, -0.44087754, -0.30143303,  0.15090802, -1.56391928,
        1.01479364])]"
23480,movel_fit,"[array([929.64728315,  26.56081983, 500.06079213])]","[array([ 0.18609881, -0.51644525, -0.31130914,  0.15305023, -1.50904636,
        1.03269793])]"
26380,movel_fit,"[array([938.26942003, -64.29641824, 544.60320309])]","[array([ 0.0553919 , -0.57120531, -0.31433387,  0.10289112, -1.43719255,
        1.03978513])]"
28692,movel_fit,"[array([ 949.68986051, -137.18166282,  577.66962036])]","[array([-0.07848825, -0.59775428, -0.31041166,  0.01397994, -1.37043751,
        1.02458103])]"
30688,movel_fit,"[array([ 964.70213001, -200.18728207,  603.15188714])]","[array([-0.20876001, -0.59754177, -0.29787696, -0.09554343, -1.31936072,
        0.99308245])]"
32478,movel_fit,"[array([ 982.27255578, -256.69463145,  622.60656058])]","[array([-0.32936004, -0.57377496, -0.27614226, -0.21267057, -1.28965703,
        0.94592247])]"
34135,movel_fit,"[array([1002.87075068, -308.4622407 ,  636.75098536])]","[array([-0.43454762, -0.52540165, -0.24102117, -0.32485206, -1.28592856,
        0.88932754])]"
35713,movel_fit,"[array([1027.16425472, -356.31733587,  646.80728743])]","[array([-0.52183781, -0.455824  , -0.19199038, -0.42531546, -1.3044998 ,
        0.82746641])]"
37254,movel_fit,"[array([1054.68102956, -401.54914636,  652.33215758])]","[array([-0.59361412, -0.36973829, -0.13172939, -0.5148909 , -1.34058506,
        0.76551139])]"
38799,movel_fit,"[array([1085.99395124, -444.69690174,  653.86175602])]","[array([-0.65284343, -0.27168098, -0.0637249 , -0.5988475 , -1.3874943 ,
        0.70524642])]"
40386,movel_fit,"[array([1121.39394093, -486.47217977,  651.68211861])]","[array([-0.70292491, -0.16618289,  0.00702998, -0.68427693, -1.43870891,
        0.6470778 ])]"
42055,movel_fit,"[array([1161.6231834 , -527.04624004,  644.12959137])]","[array([-0.74595677, -0.05529449,  0.07502395, -0.77836612, -1.49002826,
        0.59107511])]"
43843,movel_fit,"[array([1207.03434318, -567.38266607,  632.63716128])]","[array([-0.78096591,  0.05881993,  0.13963813, -0.87980309, -1.53681404,
        0.53740448])]"
45781,movel_fit,"[array([1258.9735363 , -606.57956867,  615.99821336])]","[array([-0.80873697,  0.17369462,  0.19349546, -0.99721511, -1.57464725,
        0.48519598])]"
47915,movel_fit,"[array([1317.40693108, -645.81511975,  593.18670875])]","[array([-0.8285295 ,  0.28640526,  0.23176102, -1.13070305, -1.59908693,
        0.43415667])]"
49999,movel_fit,"[array([1427.07789261, -709.68905827,  546.27395319])]","[array([-0.8340733 ,  0.4762966 ,  0.30552829, -1.33856041, -1.61921263,
        0.35407255])]"
