breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 553.12895889,  865.84139905, 2386.33129923])]","[array([-1.49016323,  0.12593768, -2.87126996, -1.78299381, -1.18182527,
        1.89705074])]"
1312,movel_fit,"[array([ 549.48611176,  898.04286704, 2352.96690871])]","[array([-1.48703113,  0.1116522 , -2.88040153, -1.7736245 , -1.18046222,
        1.89830531])]"
2290,movel_fit,"[array([ 546.73372759,  921.7473939 , 2326.8115745 ])]","[array([-1.48391147,  0.10059681, -2.88625204, -1.76435976, -1.18067036,
        1.90086009])]"
3518,movel_fit,"[array([ 541.14725707,  952.66303745, 2294.26723198])]","[array([-1.47885219,  0.08657999, -2.89362083, -1.75369685, -1.17886058,
        1.90287539])]"
5222,movec_fit,"[array([ 536.26338342,  974.66229036, 2271.63531662]), array([ 530.91254218,  996.72433855, 2249.27732105])]","[array([-1.48807978,  0.1167564 , -2.87734697, -1.77694515, -1.18101899,
        1.89790288]), array([-1.47057509,  0.06598516, -2.90253892, -1.7397993 , -1.17478731,
        1.90515025])]"
6888,movec_fit,"[array([ 525.18012487, 1018.53897313, 2227.61333071]), array([ 519.08052941, 1040.50187428, 2206.31055994])]","[array([-1.48812423,  0.11696502, -2.8772174 , -1.7770815 , -1.18104017,
        1.89788537]), array([-1.46266251,  0.04474618, -2.90997706, -1.72848951, -1.16797571,
        1.90660086])]"
8405,movec_fit,"[array([ 513.3639123 , 1060.47927828, 2187.41645775]), array([ 507.47934554, 1080.64996586, 2168.83685353])]","[array([-1.48830055,  0.11778681, -2.87670328, -1.77761907, -1.18112236,
        1.89781556]), array([-1.45625654,  0.02387414, -2.91475964, -1.72103053, -1.16008691,
        1.9071664 ])]"
9887,movec_fit,"[array([ 501.73207928, 1100.13052546, 2151.30654971]), array([ 495.8758177 , 1119.72539076, 2134.05241862])]","[array([-1.48834071,  0.1179727 , -2.87658616, -1.77774077, -1.18114068,
        1.89779959]), array([-1.45103984e+00,  2.37860781e-03, -2.91756029e+00, -1.71624442e+00,
       -1.15084684e+00,  1.90708832e+00])]"
11419,movel_fit,"[array([ 483.68535631, 1159.62629557, 2099.61648217])]","[array([-1.44637965, -0.02062693, -2.91869145, -1.71310942, -1.14030587,
        1.90688709])]"
13207,movel_fit,"[array([ 469.02172709, 1204.97259509, 2061.61050829])]","[array([-1.44129846, -0.04767892, -2.9178497 , -1.71059263, -1.12715815,
        1.90612944])]"
15154,movel_fit,"[array([ 452.41658335, 1252.61896111, 2022.06305411])]","[array([-1.43586251, -0.07696569, -2.91520923, -1.70898503, -1.11230559,
        1.90545973])]"
17223,movel_fit,"[array([ 434.01605194, 1300.95219082, 1981.98440313])]","[array([-1.42993166, -0.1074282 , -2.91083346, -1.70791118, -1.09633452,
        1.90472125])]"
19365,movel_fit,"[array([ 414.23060682, 1348.24762318, 1942.12614027])]","[array([-1.42348647, -0.13797359, -2.9052294 , -1.7071876 , -1.08009096,
        1.90421451])]"
21512,movel_fit,"[array([ 393.92764384, 1392.62200377, 1903.67828694])]","[array([-1.41675095, -0.16741012, -2.89887841, -1.70663744, -1.06454722,
        1.90402721])]"
23662,movel_fit,"[array([ 373.22924541, 1433.65978021, 1866.01764157])]","[array([-1.40945069, -0.19548594, -2.89234892, -1.70552657, -1.05049983,
        1.90461339])]"
25815,movel_fit,"[array([ 352.30245184, 1470.76047684, 1828.44925525])]","[array([-1.40123892, -0.22193239, -2.88623802, -1.70293105, -1.03899115,
        1.90657027])]"
27824,movel_fit,"[array([ 333.32708133, 1501.28622427, 1793.76677745])]","[array([-1.39301842, -0.24501845, -2.88106904, -1.69921645, -1.03124033,
        1.90992683])]"
29571,movel_fit,"[array([ 317.85052144, 1524.2576829 , 1764.15241688])]","[array([-1.38561386, -0.26376356, -2.87706316, -1.69497859, -1.02738208,
        1.91425723])]"
31085,movel_fit,"[array([ 305.44496076, 1541.06732558, 1738.70526463])]","[array([-1.37887523, -0.27884665, -2.8742168 , -1.69013619, -1.02683711,
        1.91941642])]"
32404,movel_fit,"[array([ 295.66280937, 1553.10071026, 1716.73581708])]","[array([-1.37278932, -0.29100794, -2.87233534, -1.68494071, -1.02882451,
        1.92511508])]"
33577,movel_fit,"[array([ 287.95003992, 1561.70565107, 1697.45210865])]","[array([-1.3673097 , -0.30103898, -2.87116121, -1.67964825, -1.03256594,
        1.93109444])]"
34645,movel_fit,"[array([ 281.8311387 , 1567.80923191, 1680.10685633])]","[array([-1.36232396, -0.30952218, -2.87054843, -1.67432322, -1.03758927,
        1.93724528])]"
35642,movel_fit,"[array([ 276.91082257, 1572.0237605 , 1663.98146101])]","[array([-1.35767727, -0.31688683, -2.87043735, -1.66886674, -1.04366089,
        1.94357657])]"
