breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 861.61735197, -841.09811283,  747.82895956])]","[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]"
1000,movel_fit,"[array([ 872.92390438, -819.08024168,  757.96789128])]","[array([-0.93738545, -0.09045932, -0.29716717, -0.3736445 , -1.37141896,
        2.92459655])]"
2000,movel_fit,"[array([ 879.05619248, -797.22314999,  763.95150714])]","[array([-0.92597584, -0.09878213, -0.3000797 , -0.38059024, -1.38333536,
        2.91759376])]"
3000,movel_fit,"[array([ 870.92340476, -777.12539026,  758.03571366])]","[array([-0.92058907, -0.10258078, -0.30750211, -0.37897518, -1.40370653,
        2.90193949])]"
4000,movel_fit,"[array([ 848.25580837, -758.74134162,  740.92256849])]","[array([-0.92135502, -0.10176531, -0.31953872, -0.36870859, -1.43272935,
        2.87763361])]"
5000,movel_fit,"[array([ 812.96425161, -739.41266644,  714.63588884])]","[array([-0.92636132, -0.09633585, -0.33618749, -0.35119945, -1.47040279,
        2.84524616])]"
6000,movel_fit,"[array([ 783.11092909, -712.6371827 ,  692.39535792])]","[array([-0.92641992, -0.0908185 , -0.35266672, -0.33926347, -1.51033537,
        2.81672823])]"
7000,movel_fit,"[array([ 767.13160905, -685.05991885,  681.98655156])]","[array([-0.92032651, -0.0899144 , -0.3645321 , -0.33597814, -1.54178759,
        2.79686124])]"
8000,movel_fit,"[array([ 765.11687291, -656.99601336,  681.68925685])]","[array([-0.90808124, -0.09362379, -0.37178391, -0.34134314, -1.56458934,
        2.78564466])]"
9000,movel_fit,"[array([ 776.81570326, -628.04432945,  690.58243761])]","[array([-0.88968418, -0.10194663, -0.37442224, -0.35535833, -1.57874076,
        2.78307836])]"
10000,movel_fit,"[array([ 800.72701568, -598.26615208,  708.33631992])]","[array([-0.86594406, -0.11488268, -0.37244718, -0.37704389, -1.58424197,
        2.78890472])]"
11000,movel_fit,"[array([ 820.17345546, -574.25063769,  725.89428861])]","[array([-0.84585591, -0.12864081, -0.3700795 , -0.39388721, -1.58643022,
        2.79200429])]"
12000,movel_fit,"[array([ 825.25431579, -552.21015449,  734.2115206 ])]","[array([-0.83191937, -0.13782601, -0.37231607, -0.4020809 , -1.59686966,
        2.78645457])]"
13000,movel_fit,"[array([ 816.24357662, -532.68125429,  733.35980248])]","[array([-0.82413393, -0.14239833, -0.37916538, -0.40162555, -1.61595793,
        2.77225597])]"
14000,movel_fit,"[array([ 793.34238173, -515.87271914,  724.20089043])]","[array([-0.8224994 , -0.14235788, -0.39062753, -0.39252122, -1.64369529,
        2.74940831])]"
15000,movel_fit,"[array([ 758.40500488, -501.64123523,  709.69034525])]","[array([-0.827016  , -0.13838294, -0.40598856, -0.37658574, -1.67890157,
        2.71947689])]"
16000,movel_fit,"[array([ 727.31759021, -493.09849953,  702.00380909])]","[array([-0.83768409, -0.13726776, -0.41843364, -0.36676335, -1.70889737,
        2.69533974])]"
17000,movel_fit,"[array([ 704.26229827, -490.90646361,  702.29387617])]","[array([-0.85406356, -0.14076579, -0.42626556, -0.36559069, -1.73024351,
        2.67985226])]"
18000,movel_fit,"[array([ 693.39292295, -489.10578653,  709.53132185])]","[array([-0.86759191, -0.14887677, -0.42948424, -0.3730675 , -1.74293968,
        2.67301461])]"
19000,movel_fit,"[array([ 694.97798579, -486.45996033,  723.05090784])]","[array([-0.87496883, -0.16159994, -0.42809013, -0.38713729, -1.74698652,
        2.67478541])]"
20000,movel_fit,"[array([ 699.93435909, -486.21561637,  738.12114347])]","[array([-0.8761953 , -0.17785177, -0.42412046, -0.39483007, -1.74353435,
        2.67541222])]"
21000,movel_fit,"[array([ 698.99089201, -480.591669  ,  746.67766825])]","[array([-0.87127248, -0.19071668, -0.42424339, -0.39387585, -1.74523674,
        2.66739247])]"
22000,movel_fit,"[array([ 690.59448967, -468.19952083,  748.04704725])]","[array([-0.86020112, -0.19897004, -0.42897744, -0.38427584, -1.7555849 ,
        2.65072716])]"
23000,movel_fit,"[array([ 671.81522802, -453.66578011,  742.81249476])]","[array([-0.84884423, -0.20261235, -0.43832243, -0.3660303 , -1.77457859,
        2.62541637])]"
24000,movel_fit,"[array([ 644.00631346, -438.44937398,  733.86972695])]","[array([-0.84363245, -0.20164367, -0.45223736, -0.34728207, -1.80221811,
        2.59371286])]"
25000,movel_fit,"[array([ 617.42603205, -423.28062646,  728.87292911])]","[array([-0.84456931, -0.19957412, -0.465322  , -0.33717202, -1.83307341,
        2.56858343])]"
26000,movel_fit,"[array([ 598.63665042, -413.9745252 ,  730.19009826])]","[array([-0.8516531 , -0.20204057, -0.47379542, -0.33570764, -1.85565478,
        2.55210005])]"
27000,movel_fit,"[array([ 590.22045516, -406.76475784,  736.58652795])]","[array([-0.8585476 , -0.20911735, -0.47765791, -0.3425013 , -1.86959031,
        2.54426217])]"
28000,movel_fit,"[array([ 588.3455484 , -402.46825962,  745.64734065])]","[array([-0.85929457, -0.22080352, -0.47691026, -0.34602519, -1.87488138,
        2.54304787])]"
29000,movel_fit,"[array([ 588.51472995, -402.39996029,  755.45070628])]","[array([-0.85389514, -0.23709842, -0.47302206, -0.34090638, -1.87152964,
        2.53549682])]"
30000,movel_fit,"[array([ 586.44409234, -402.1562939 ,  760.99276529])]","[array([-0.84234979, -0.2557275 , -0.47286884, -0.32714562, -1.86304807,
        2.51930388])]"
31000,movel_fit,"[array([ 577.16406105, -397.34745489,  761.59809807])]","[array([-0.82465836, -0.27015554, -0.4773247 , -0.30474275, -1.86207286,
        2.49446882])]"
32000,movel_fit,"[array([ 560.15052539, -388.32441778,  757.7078556 ])]","[array([-0.80082099, -0.27997446, -0.48638962, -0.27369795, -1.86973967,
        2.46099182])]"
33000,movel_fit,"[array([ 536.39275017, -377.11381697,  750.69509529])]","[array([-0.77083941, -0.28644708, -0.49966848, -0.23401352, -1.88370642,
        2.41901143])]"
34000,movel_fit,"[array([ 518.17674609, -368.49166933,  746.59513729])]","[array([-0.73506932, -0.29648045, -0.5106447 , -0.19310975, -1.89101862,
        2.37906779])]"
35000,movel_fit,"[array([ 509.42085009, -363.3436194 ,  747.05581103])]","[array([-0.7018933 , -0.31111929, -0.51701289, -0.1608018 , -1.88969239,
        2.34776654])]"
36000,movel_fit,"[array([ 508.85358938, -362.32461979,  751.48522156])]","[array([-0.67486063, -0.33036372, -0.5187747 , -0.13713161, -1.87972968,
        2.325103  ])]"
37000,movel_fit,"[array([ 516.03179492, -364.48840902,  759.9240882 ])]","[array([-0.65396793, -0.35399314, -0.5161096 , -0.12189298, -1.86154429,
        2.31078696])]"
38000,movel_fit,"[array([ 518.91798326, -367.83420714,  767.7991542 ])]","[array([-0.63605142, -0.37581935, -0.51508503, -0.10420049, -1.84673265,
        2.2936003 ])]"
39000,movel_fit,"[array([ 514.18048102, -368.88872327,  772.27211083])]","[array([-0.6124728 , -0.39303975, -0.51867113, -0.0778584 , -1.84056302,
        2.26776416])]"
40000,movel_fit,"[array([ 502.25057613, -368.11654147,  773.45329939])]","[array([-0.58274226, -0.40564956, -0.52686957, -0.04286654, -1.84304042,
        2.23327829])]"
41000,movel_fit,"[array([ 483.4974256 , -366.43782257,  772.21019496])]","[array([-5.46865561e-01, -4.13646540e-01, -5.39678659e-01,  7.68255304e-04,
       -1.85416415e+00,  2.19014944e+00])]"
42000,movel_fit,"[array([ 458.60185819, -364.9465474 ,  770.14586968])]","[array([-0.50484789, -0.41716448, -0.55709552,  0.05303919, -1.87375427,
        2.13838435])]"
43000,movel_fit,"[array([ 437.50267347, -365.64815134,  771.41887826])]","[array([-0.45675225, -0.42211199, -0.57448811,  0.10908725, -1.89105567,
        2.08573961])]"
44000,movel_fit,"[array([ 426.80664599, -367.12186002,  776.6049315 ])]","[array([-0.40984962, -0.431669  , -0.58727238,  0.15703619, -1.89971565,
        2.0417106 ])]"
45000,movel_fit,"[array([ 423.87372603, -369.8837692 ,  784.15063809])]","[array([-0.36909121, -0.44547621, -0.59544761,  0.19634457, -1.90022862,
        2.00632237])]"
46000,movel_fit,"[array([ 422.14647509, -370.51882074,  793.46205554])]","[array([-0.33448208, -0.45706598, -0.59988698,  0.22700759, -1.90438545,
        1.97821381])]"
47000,movel_fit,"[array([ 414.27763468, -366.73272383,  799.93299918])]","[array([-0.30602291, -0.46404579, -0.60746529,  0.24902564, -1.91718216,
        1.94460583])]"
48000,movel_fit,"[array([ 399.00840263, -358.551844  ,  802.80827015])]","[array([-0.28370948, -0.46641768, -0.61965057,  0.26240326, -1.93861699,
        1.9023611 ])]"
49000,movel_fit,"[array([ 376.33406375, -346.06665762,  803.02622895])]","[array([-0.26753959, -0.46418224, -0.63644327,  0.26714219, -1.96869075,
        1.8514773 ])]"
50000,movel_fit,"[array([ 346.62135126, -329.18498287,  802.20065278])]","[array([-0.25751631, -0.4573432 , -0.65782405,  0.26324569, -2.00738558,
        1.79198102])]"
