average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
1081.2850314002087,1115.5816831409602,987.8888208482948,26.269492217403087,0.5048851292473606,0.7276984680881846,0.2183583655978477,0.13377994957383427,0.002751478332462729,0.007178004992413291,0.0004996450781816011,0.0017588337421558205
