average speed,max speed,min speed,std speed,average error,max error,min error,std error,average angle error,max angle error,min angle error,std angle error
147.101754062333,153.26596532012493,119.1433235070991,6.957976612593039,0.030457456263867408,0.19152227233905855,0.0004133204811421012,0.02865451097901987,0.0016278381931672966,0.005926300437064496,0.00010935816015291581,0.0014397657201480148
