primitives,points,q_bp
movej_fit,"[array([ 812.14692976, -992.48532561,  874.1071138 ])]","[array([-1.02164792, -0.12784129, -0.23242357, -0.31466201, -1.27204879,
        2.91062284])]"
movel_fit,"[array([ 840.15697936, -917.35696271,  811.35576584])]","[array([-0.98560605, -0.10711423, -0.263613  , -0.33943394, -1.31808761,
        2.91762651])]"
movel_fit,"[array([ 861.61735197, -841.09811283,  747.82895956])]","[array([-0.95020661, -0.08067234, -0.29568647, -0.36345454, -1.36227872,
        2.9229539 ])]"
movel_fit,"[array([ 876.97615233, -750.89278833,  672.670904  ])]","[array([-0.90977898, -0.04188541, -0.33430737, -0.38935591, -1.41219481,
        2.92609461])]"
movel_fit,"[array([ 906.29187464, -655.88630706,  625.67046592])]","[array([-0.85945598, -0.0043746 , -0.35797677, -0.42855611, -1.45778237,
        2.93191958])]"
movel_fit,"[array([ 937.25829651, -575.72770267,  593.78132064])]","[array([-0.80827995,  0.03362282, -0.36795132, -0.46166414, -1.49048282,
        2.93071772])]"
movel_fit,"[array([ 959.27741909, -511.45167303,  557.31292923])]","[array([-0.75830891,  0.07713377, -0.3724368 , -0.47532602, -1.51111125,
        2.91598474])]"
movel_fit,"[array([ 967.80568728, -468.24084723,  517.20473293])]","[array([-0.71422676,  0.11737678, -0.37508671, -0.46388608, -1.51799849,
        2.8893178 ])]"
movel_fit,"[array([ 960.39135561, -463.41039637,  477.80284304])]","[array([-0.68477751,  0.1429063 , -0.37714429, -0.41707241, -1.50230445,
        2.85197843])]"
movel_fit,"[array([ 938.05754345, -533.08355601,  464.63333547])]","[array([-0.69399045,  0.12753515, -0.37587736, -0.33108516, -1.45058362,
        2.81585683])]"
movel_fit,"[array([ 896.99931195, -686.38920609,  508.3944918 ])]","[array([-0.75883987,  0.06448601, -0.3639997 , -0.22655635, -1.36995153,
        2.79541694])]"
movel_fit,"[array([ 827.18435882, -880.91140224,  591.96848487])]","[array([-8.50917157e-01, -1.12272659e-03, -3.35835871e-01, -1.10460522e-01,
       -1.27626923e+00,  2.76959964e+00])]"
movel_fit,"[array([  732.89950425, -1072.84712423,   707.48354279])]","[array([-9.47432525e-01, -5.45747177e-02, -2.94274767e-01,  2.67998757e-03,
       -1.17948043e+00,  2.73508791e+00])]"
movel_fit,"[array([  638.82754055, -1222.60710926,   848.59610495])]","[array([-1.02876496, -0.10072592, -0.24552855,  0.09228082, -1.09117512,
        2.7031    ])]"
movej_fit,"[array([  531.33669667, -1347.15357492,  1025.48788291])]","[array([-1.10791837, -0.14583734, -0.18728989,  0.17660438, -0.9976005 ,
        2.66580256])]"
