breakpoints,primitives,points
0,movej_fit,"[array([ 0.6255429 ,  0.83729223, -0.2407962 ,  1.69922598, -0.88930627,
        0.80360128])]"
2375,movel_fit,"[array([2322.61858958, 1014.89358194,  721.6596631 ])]"
4757,movel_fit,"[array([2311.53748539,  940.84618517,  696.07811361])]"
7267,movel_fit,"[array([2293.93649332,  860.18975502,  679.78739878])]"
10058,movel_fit,"[array([2268.65211357,  768.98378847,  673.11775777])]"
13402,movel_fit,"[array([2233.04507777,  659.34807464,  677.51031128])]"
18114,movel_fit,"[array([2178.25657912,  504.87436352,  697.03334586])]"
23308,movel_fit,"[array([2118.92507864,  332.71468666,  727.95349173])]"
27051,movel_fit,"[array([2082.95694686,  204.65910567,  746.53062733])]"
29989,movel_fit,"[array([2061.18374127,  101.02276516,  753.63984706])]"
32482,movel_fit,"[array([2049.88709859,   11.42803585,  751.67349101])]"
34725,movel_fit,"[array([2046.90301215,  -69.06605901,  741.0370207 ])]"
36850,movel_fit,"[array([2051.56912702, -143.1154947 ,  721.97825568])]"
38913,movel_fit,"[array([2063.31456136, -210.69538756,  694.9373423 ])]"
41094,movel_fit,"[array([2083.08276644, -275.60518047,  658.1816484 ])]"
43494,movel_fit,"[array([2112.27460347, -338.33665949,  610.68110809])]"
46244,movel_fit,"[array([2153.1586412 , -400.19810763,  550.73617923])]"
48816,movel_fit,"[array([2193.81177996, -452.63371428,  492.42327674])]"
50000,movel_fit,"[array([2216.32069268, -474.71099648,  462.56496656])]"
