breakpoints,primitives,p_bp,q_bp
0,moveabsj,"[array([-346.87398707,  482.76091838,  588.64385442])]","[array([ 1.29198558,  0.32450235,  0.97222615, -0.58619271, -0.64935179,
        5.57122607])]"
999,movel,"[array([-351.32251399,  481.1993934 ,  590.21771101])]","[array([ 1.30226729,  0.3235051 ,  0.96529755, -0.58509289, -0.64804461,
        5.57084681])]"
1999,movel,"[array([-354.95735306,  480.37407086,  592.81791774])]","[array([ 1.31142488,  0.32147848,  0.95705667, -0.58296199, -0.64730163,
        5.57049477])]"
2999,movel,"[array([-357.79204865,  480.26830885,  596.46661614])]","[array([ 1.31942996,  0.31841912,  0.94752291, -0.5798107 , -0.64713412,
        5.5701456 ])]"
3999,movel,"[array([-359.84891936,  480.84839123,  601.18214666])]","[array([ 1.32627542,  0.31433295,  0.9367056 , -0.57564968, -0.6475396 ,
        5.56976426])]"
4999,movel,"[array([-361.1545716 ,  482.06350442,  606.97301914])]","[array([ 1.33196213,  0.30923907,  0.9246185 , -0.57049543, -0.64850483,
        5.56930534])]"
5999,movel,"[array([-361.74523639,  483.84101462,  613.83046508])]","[array([ 1.33650515,  0.30317503,  0.9112886 , -0.56437847, -0.65000611,
        5.56871299])]"
6999,movel,"[array([-361.67437018,  486.08138468,  621.71997049])]","[array([ 1.33994413,  0.29620212,  0.89676514, -0.55735289, -0.65200992,
        5.5679216 ])]"
7999,movel,"[array([-361.02090917,  488.65437986,  630.57253885])]","[array([ 1.34235537,  0.28841   ,  0.88112957, -0.54950627, -0.65447469,
        5.56685873])]"
8999,movel,"[array([-359.8966272 ,  491.39839503,  640.27737768])]","[array([ 1.34386376,  0.27991957,  0.86450506, -0.54096795, -0.65735364,
        5.56545126])]"
9999,movel,"[array([-358.45071412,  494.12425083,  650.67595867])]","[array([ 1.34465233,  0.27088493,  0.84706732, -0.53191496, -0.66059739,
        5.56363597])]"
10999,movel,"[array([-356.86873555,  496.6258968 ,  661.56265972])]","[array([ 1.34496674,  0.26149112,  0.829049  , -0.52256989, -0.66415574,
        5.56137376])]"
11999,movel,"[array([-355.36415788,  498.69738973,  672.69145249])]","[array([ 1.34511128,  0.25194939,  0.81073868, -0.51319043, -0.66797635,
        5.55866512])]"
12999,movel,"[array([-354.16321998,  500.15318324,  683.78412816])]","[array([ 1.34543501,  0.24249408,  0.79247978, -0.50405475, -0.67199778,
        5.5555637 ])]"
13999,movel,"[array([-353.48487171,  500.84902938,  694.54570181])]","[array([ 1.34631001,  0.23337575,  0.77465684, -0.4954395 , -0.67614011,
        5.55218141])]"
14999,movel,"[array([-353.52211782,  500.69656824,  704.67422588])]","[array([ 1.34810578,  0.22485929,  0.75768668, -0.48760418, -0.68029283,
        5.54868434])]"
15999,movel,"[array([-354.42986235,  499.66819483,  713.87346044])]","[array([ 1.35116816,  0.21721782,  0.74199842, -0.48077762, -0.68430817,
        5.54527684])]"
16999,movel,"[array([-356.32358014,  497.79018536,  721.85009509])]","[array([ 1.35580729,  0.21073656,  0.72803288, -0.47516242, -0.68799636,
        5.54218371])]"
17999,movel,"[array([-359.28875831,  495.12569842,  728.31110856])]","[array([ 1.36229996,  0.2057133 ,  0.71623704, -0.47094377, -0.69112954,
        5.53963089])]"
18999,movel,"[array([-363.39908908,  491.7497329 ,  732.95268032])]","[array([ 1.37090471,  0.20246384,  0.70706953, -0.46830739, -0.69344947,
        5.53783172])]"
19999,movel,"[array([-368.73634847,  487.7199044 ,  735.44549725])]","[array([ 1.3818796 ,  0.20132819,  0.70101057, -0.46745991, -0.69467863,
        5.53697725])]"
20999,movel,"[array([-375.42487543,  483.0296732 ,  735.42598662])]","[array([ 1.39553073,  0.20267279,  0.69855295, -0.46864674, -0.69453844,
        5.53722295])]"
