breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 733.04691113, -647.26778455, 1002.64581513])]","[array([ 2.21775307, -0.37011403, -0.3689456 , -2.38078311, -1.69604489,
       -2.63148878])]"
1000,movel_fit,"[array([ 744.33274789, -627.13503457,  995.002177  ])]","[array([ 2.22678497, -0.36358447, -0.37164972, -2.38041405, -1.69577281,
       -2.64845387])]"
2000,movel_fit,"[array([ 757.48375501, -603.8326792 ,  982.12251466])]","[array([ 2.23771746, -0.35823359, -0.37396003, -2.3671597 , -1.69013573,
       -2.66185409])]"
3000,movel_fit,"[array([ 769.91697303, -580.34424771,  966.83334859])]","[array([ 2.24857838, -0.35344818, -0.37674019, -2.35333564, -1.68360097,
       -2.6759155 ])]"
4000,movel_fit,"[array([ 781.09596284, -557.26497507,  950.4056614 ])]","[array([ 2.25897662, -0.34895056, -0.37996203, -2.34078194, -1.67703368,
       -2.69083168])]"
5000,movel_fit,"[array([ 790.97400676, -534.64143012,  933.2503177 ])]","[array([ 2.26891159, -0.34465411, -0.38348276, -2.32898081, -1.67035765,
       -2.70612104])]"
6000,movel_fit,"[array([ 799.46411701, -512.66202748,  915.9136966 ])]","[array([ 2.27830247, -0.34044311, -0.38718374, -2.31791559, -1.66367949,
       -2.72146272])]"
7000,movel_fit,"[array([ 806.46682655, -491.67654701,  899.22743633])]","[array([ 2.28696758, -0.33613896, -0.39094191, -2.30808802, -1.65732719,
       -2.73662784])]"
8000,movel_fit,"[array([ 811.98753222, -471.99793112,  883.90114612])]","[array([ 2.29475905, -0.33158897, -0.39463058, -2.29982924, -1.65153962,
       -2.75136228])]"
9000,movel_fit,"[array([ 816.14917247, -453.76148006,  870.1796252 ])]","[array([ 2.30165491, -0.32674096, -0.39815261, -2.29295027, -1.64628555,
       -2.76540696])]"
10000,movel_fit,"[array([ 819.12526721, -436.92620473,  857.85372994])]","[array([ 2.30774782, -0.32164052, -0.40146034, -2.28687441, -1.64131852,
       -2.77856833])]"
11000,movel_fit,"[array([ 821.07466061, -421.36777222,  846.51415951])]","[array([ 2.31317311, -0.31637577, -0.4045462 , -2.28096718, -1.63634373,
       -2.79074993])]"
12000,movel_fit,"[array([ 822.11569441, -406.97328069,  835.80581728])]","[array([ 2.31804291, -0.31102294, -0.40741888, -2.27478069, -1.63114994,
       -2.80193308])]"
13000,movel_fit,"[array([ 822.33264365, -393.6819381 ,  825.53581822])]","[array([ 2.32242247, -0.30562345, -0.41008501, -2.26810638, -1.62564439,
       -2.81213834])]"
14000,movel_fit,"[array([ 821.79215333, -381.47201691,  815.63988082])]","[array([ 2.32634327, -0.3001908 , -0.41254401, -2.26088923, -1.61981346,
       -2.82139718])]"
15000,movel_fit,"[array([ 820.55379705, -370.32988717,  806.10108751])]","[array([ 2.32982673, -0.29472726, -0.41479116, -2.25311814, -1.61366798,
       -2.82974106])]"
