primitives,points,q_bp
movej_fit,"[array([ 451.20710994, -422.50615802, -326.34111399])]","[array([-1.47979478,  1.65290104, -0.00699689, -0.78180986, -1.26076416,
        0.06085762])]"
movel_fit,"[array([ 426.11095471, -450.62146944, -228.71425802])]","[array([-1.51649643,  1.54488471, -0.0806248 , -0.74795587, -1.33069072,
        0.05529515])]"
movec_fit,"[array([ 414.08591547, -468.44331343, -174.88190661]), array([ 402.02254558, -488.61605547, -118.39664784])]","[array([-1.53627408,  1.52493828, -0.0774511 , -0.73717133, -1.41111023,
        0.07327329]), array([-1.55465022,  1.50080034, -0.07741214, -0.72993269, -1.49187791,
        0.07599875])]"
movec_fit,"[array([ 397.21133733, -498.93146372,  -95.08210154]), array([ 392.58670405, -510.32047367,  -72.20778695])]","[array([-1.56508655,  1.4960411 , -0.07534187, -0.73338736, -1.52911118,
        0.08146465]), array([-1.57417269,  1.49256725, -0.07029869, -0.73728343, -1.56757488,
        0.08504952])]"
movec_fit,"[array([ 388.60574148, -521.06070781,  -52.44811948]), array([ 384.7722202 , -532.58957175,  -33.18428432])]","[array([-1.58251596,  1.485955  , -0.06903607, -0.74185322, -1.59731532,
        0.08514039]), array([-1.58974926,  1.48086139, -0.06473798, -0.74676342, -1.6282859 ,
        0.08423056])]"
movel_fit,"[array([ 377.36459685, -556.54246795,    3.72828866])]","[array([-1.60581729,  1.46954777, -0.06033336, -0.76251898, -1.68500306,
        0.08581603])]"
movel_fit,"[array([ 370.65466791, -582.75452154,   38.93838026])]","[array([-1.61993441,  1.45655292, -0.0537614 , -0.78154458, -1.73800401,
        0.08438449])]"
movel_fit,"[array([ 364.44553727, -609.91611833,   73.12519075])]","[array([-1.63253533,  1.44307546, -0.04653202, -0.80444219, -1.78842379,
        0.08371994])]"
movel_fit,"[array([ 358.88393209, -638.32139283,  105.89790864])]","[array([-1.64337047,  1.42963798, -0.03678468, -0.83088521, -1.83613077,
        0.08187643])]"
movel_fit,"[array([ 353.90336577, -667.57302566,  137.45260047])]","[array([-1.65280335,  1.41643924, -0.02520038, -0.86117314, -1.88099519,
        0.0797133 ])]"
movel_fit,"[array([ 349.54170858, -697.61995196,  167.75065591])]","[array([-1.66088678,  1.40366387, -0.01129303, -0.89522462, -1.92273996,
        0.07682761])]"
