primitives,points,q_bp
movej_fit,"[array([ 901.97879603, -547.76110641,  768.08207347])]","[array([-0.68798344,  0.1157989 , -0.09752291, -0.31877041, -1.78570593,
        2.19089603])]"
movel_fit,"[array([ 903.57767395, -545.63740007,  768.06552544])]","[array([-0.6858565 ,  0.11595835, -0.09743956, -0.31944088, -1.78553552,
        2.19076768])]"
movel_fit,"[array([ 905.15089567, -543.52326999,  768.05555412])]","[array([-0.68374893,  0.11610655, -0.09736187, -0.32010594, -1.78537191,
        2.19064283])]"
movel_fit,"[array([ 906.70087654, -541.41510945,  768.05235012])]","[array([-0.68165726,  0.11624339, -0.09728995, -0.32076677, -1.78521506,
        2.19052136])]"
movel_fit,"[array([ 908.22753234, -539.3131474 ,  768.05592791])]","[array([-0.6795816 ,  0.11636881, -0.09722384, -0.32142333, -1.78506503,
        2.19040327])]"
movel_fit,"[array([ 909.73077897, -537.21761457,  768.0663019 ])]","[array([-0.67752209,  0.11648277, -0.09716359, -0.3220756 , -1.78492188,
        2.1902886 ])]"
movel_fit,"[array([ 911.21053236, -535.12874352,  768.08348636])]","[array([-0.67547887,  0.11658521, -0.09710925, -0.32272353, -1.78478566,
        2.19017734])]"
movel_fit,"[array([ 912.66670859, -533.04676858,  768.10749547])]","[array([-0.67345207,  0.11667607, -0.09706088, -0.32336711, -1.78465645,
        2.19006951])]"
movel_fit,"[array([ 914.09922381, -530.97192594,  768.13834326])]","[array([-0.67144183,  0.11675532, -0.09701852, -0.3240063 , -1.7845343 ,
        2.18996512])]"
movel_fit,"[array([ 915.50799429, -528.90445352,  768.17604363])]","[array([-0.66944829,  0.11682289, -0.09698222, -0.32464106, -1.78441926,
        2.18986419])]"
movel_fit,"[array([ 916.89293636, -526.84459119,  768.22061032])]","[array([-0.66747159,  0.11687874, -0.09695202, -0.32527136, -1.7843114 ,
        2.18976673])]"
movel_fit,"[array([ 918.25396652, -524.7925806 ,  768.27205688])]","[array([-0.66551188,  0.11692281, -0.09692798, -0.32589717, -1.78421078,
        2.18967276])]"
movel_fit,"[array([ 919.59100133, -522.74866524,  768.33039671])]","[array([-0.6635693 ,  0.11695505, -0.09691013, -0.32651845, -1.78411745,
        2.18958228])]"
movel_fit,"[array([ 920.90395749, -520.71309053,  768.395643  ])]","[array([-0.661644  ,  0.11697541, -0.09689853, -0.32713517, -1.78403147,
        2.18949531])]"
movel_fit,"[array([ 922.19275181, -518.6861037 ,  768.46780873])]","[array([-0.65973613,  0.11698384, -0.09689323, -0.3277473 , -1.78395291,
        2.18941187])]"
movel_fit,"[array([ 923.45730121, -516.6679539 ,  768.54690666])]","[array([-0.65784585,  0.11698029, -0.09689426, -0.3283548 , -1.78388182,
        2.18933196])]"
movel_fit,"[array([ 924.69752276, -514.65889212,  768.63294931])]","[array([-0.65597331,  0.11696471, -0.09690168, -0.32895763, -1.78381826,
        2.1892556 ])]"
movel_fit,"[array([ 925.91333364, -512.65917127,  768.72594894])]","[array([-0.65411867,  0.11693705, -0.09691552, -0.32955577, -1.78376229,
        2.18918281])]"
movel_fit,"[array([ 927.10465116, -510.66904614,  768.82591757])]","[array([-0.65228209,  0.11689726, -0.09693583, -0.33014916, -1.78371398,
        2.1891136 ])]"
movel_fit,"[array([ 928.27139279, -508.68877347,  768.93286691])]","[array([-0.65046372,  0.11684528, -0.09696265, -0.33073779, -1.78367336,
        2.18904798])]"
movel_fit,"[array([ 929.41121372, -506.72253554,  769.04660022])]","[array([-0.64866735,  0.1167812 , -0.09699595, -0.33132048, -1.78364059,
        2.1889861 ])]"
movel_fit,"[array([ 930.55445496, -504.71707045,  769.17041449])]","[array([-0.64684448,  0.11670286, -0.09703689, -0.33191294, -1.78361505,
        2.18892636])]"
movel_fit,"[array([ 931.68865433, -502.8619598 ,  769.80827792])]","[array([-0.6453013 ,  0.11622538, -0.09692492, -0.33275092, -1.78358218,
        2.18906425])]"
movel_fit,"[array([ 932.80769812, -501.16549282,  770.96058898])]","[array([-0.64404807,  0.11534921, -0.09666059, -0.3338347 , -1.78354414,
        2.1894006 ])]"
movel_fit,"[array([ 933.90993411, -499.62616794,  772.62760882])]","[array([-0.64308637,  0.11407574, -0.09624468, -0.33516712, -1.78350351,
        2.18993543])]"
movel_fit,"[array([ 934.99347889, -498.24109349,  774.80967949])]","[array([-0.642417  ,  0.11240711, -0.09567777, -0.33675147, -1.78346338,
        2.19066843])]"
movel_fit,"[array([ 936.0563384 , -497.00573734,  777.50710618])]","[array([-0.64203969,  0.11034623, -0.0949603 , -0.33859154, -1.78342736,
        2.19159894])]"
movel_fit,"[array([ 937.09631595, -495.91396373,  780.71962033])]","[array([-0.64195297,  0.10789715, -0.09409274, -0.34069123, -1.78339951,
        2.19272576])]"
movel_fit,"[array([ 938.11128693, -494.95768316,  784.44689326])]","[array([-0.64215396,  0.10506464, -0.09307546, -0.34305493, -1.78338438,
        2.19404735])]"
movel_fit,"[array([ 939.09887541, -494.12715102,  788.68719799])]","[array([-0.6426383 ,  0.10185515, -0.09190912, -0.34568662, -1.7833869 ,
        2.19556138])]"
movel_fit,"[array([ 940.0566882 , -493.41069429,  793.43770329])]","[array([-0.6433999 ,  0.09827647, -0.09059458, -0.34859007, -1.7834124 ,
        2.19726483])]"
movel_fit,"[array([ 940.98222865, -492.79479289,  798.69364208])]","[array([-0.64443072,  0.09433827, -0.08913323, -0.35176829, -1.78346649,
        2.19915375])]"
movel_fit,"[array([ 941.87289414, -492.26410542,  804.44754808])]","[array([-0.64572057,  0.09005251, -0.08752716, -0.35522304, -1.78355499,
        2.20122302])]"
movel_fit,"[array([ 942.72612918, -491.80146989,  810.68948455])]","[array([-0.64725702,  0.08543318, -0.0857792 , -0.35895485, -1.78368386,
        2.20346647])]"
movel_fit,"[array([ 943.53934876, -491.38812277,  817.40590383])]","[array([-0.64902523,  0.08049687, -0.08389323, -0.36296233, -1.78385904,
        2.20587656])]"
movel_fit,"[array([ 944.3099892 , -491.00391157,  824.57914165])]","[array([-0.65100786,  0.07526303, -0.0818744 , -0.36724168, -1.78408633,
        2.20844423])]"
movel_fit,"[array([ 945.03553579, -490.62761685,  832.18671456])]","[array([-0.65318495,  0.06975418, -0.07972934, -0.37178624, -1.78437121,
        2.21115878])]"
movel_fit,"[array([ 945.71371504, -490.23727813,  840.20260205])]","[array([-0.65553459,  0.06399479, -0.07746587, -0.37658703, -1.78471878,
        2.21400834])]"
movel_fit,"[array([ 946.34217794, -489.8108921 ,  848.59276131])]","[array([-0.6580318 ,  0.05801428, -0.07509427, -0.38163001, -1.78513337,
        2.21697847])]"
movel_fit,"[array([ 946.91897964, -489.32674314,  857.31994837])]","[array([-0.66065031,  0.05184327, -0.07262597, -0.38689877, -1.78561861,
        2.22005385])]"
movel_fit,"[array([ 947.44238546, -488.76414652,  866.34110235])]","[array([-0.66336217,  0.04551527, -0.07007431, -0.39237283, -1.7861772 ,
        2.22321751])]"
movel_fit,"[array([ 947.91081174, -488.10429225,  875.60499264])]","[array([-0.66613745,  0.03906814, -0.06745522, -0.3980261 , -1.78681053,
        2.22645006])]"
movel_fit,"[array([ 948.32320841, -487.33050978,  885.05860083])]","[array([-0.66894659,  0.03253944, -0.0647854 , -0.40383058, -1.78751904,
        2.22973198])]"
movel_fit,"[array([ 948.67877629, -486.42930272,  894.64150691])]","[array([-0.67175907,  0.02597023, -0.06208394, -0.40975289, -1.78830165,
        2.23304171])]"
movel_fit,"[array([ 948.97712797, -485.39090672,  904.28769413])]","[array([-0.67454441,  0.01940377, -0.05937177, -0.41575524, -1.78915583,
        2.23635634])]"
movel_fit,"[array([ 949.21844675, -484.20933195,  913.93006818])]","[array([-0.67727377,  0.01288239, -0.05667035, -0.42179818, -1.79007786,
        2.23965312])]"
