breakpoints,primitives,points,q_bp
0,movej_fit,"[array([ 741.75494905, -412.06628834,  552.65883388])]","[array([ 0.16739129,  0.64505445, -0.68446561,  1.35059785, -1.86049912,
       -0.31538929])]"
6242,movec_fit,"[array([ 708.26334122, -347.19309326,  600.98742768]), array([ 666.38121456, -278.1378747 ,  634.79772893])]","[array([ 0.21045026,  0.65912575, -0.69462847,  1.28068612, -1.98107311,
       -0.30964381]), array([ 0.25437437,  0.68297159, -0.72146837,  1.19137591, -2.08942096,
       -0.33598316])]"
9564,movec_fit,"[array([ 641.598796  , -240.55723826,  647.15932053]), array([ 615.56319101, -202.8391653 ,  655.73469674])]","[array([ 0.27368461,  0.70025702, -0.71902445,  1.12137755, -2.13943359,
       -0.34636487]), array([ 0.29189919,  0.72039683, -0.72041858,  1.04557762, -2.18418058,
       -0.36674143])]"
12711,movec_fit,"[array([ 590.14718836, -167.07797377,  661.23491107]), array([ 564.21083335, -131.42720063,  664.22380441])]","[array([ 0.31634336,  0.73095507, -0.72725038,  0.97156447, -2.21214808,
       -0.38378907]), array([ 0.3405098 ,  0.74454727, -0.73509463,  0.8937363 , -2.23545693,
       -0.4059803 ])]"
15568,movec_fit,"[array([540.42040426, -99.11326887, 665.48862317]), array([516.52432893, -66.88781053, 665.35787004])]","[array([ 0.36513983,  0.75657688, -0.74514528,  0.82146238, -2.25027365,
       -0.42049286]), array([ 0.38998176,  0.77078777, -0.75526668,  0.74751778, -2.26140197,
       -0.43641537])]"
17552,movec_fit,"[array([499.89956461, -44.48889754, 664.80695034]), array([483.34537368, -22.12320607, 663.80700154])]","[array([ 0.41175496,  0.77947247, -0.76565144,  0.69894265, -2.26475014,
       -0.44596605]), array([ 0.43393948,  0.78924358, -0.77532647,  0.65032254, -2.26677462,
       -0.45475036])]"
19468,movel_fit,"[array([451.59770056,  21.28196753, 661.41009659])]","[array([ 0.48325759,  0.80932565, -0.7961768 ,  0.56108236, -2.26606288,
       -0.4671205 ])]"
23184,movec_fit,"[array([421.10048105,  63.57670924, 658.58235617]), array([391.21490494, 106.25100344, 655.97191548])]","[array([ 0.54607627,  0.82936579, -0.81989909,  0.48658034, -2.25875117,
       -0.47178882]), array([ 0.61227103,  0.85135071, -0.83708639,  0.41530298, -2.25299538,
       -0.46659311])]"
27490,movec_fit,"[array([357.55917188, 156.48971199, 654.10100221]), array([325.35294489, 207.63716698, 654.30267503])]","[array([ 0.72877672,  0.87438028, -0.86325411,  0.36560739, -2.24152168,
       -0.4377344 ]), array([ 0.84963823,  0.89463526, -0.87503854,  0.32451279, -2.24215577,
       -0.39121737])]"
30906,movec_fit,"[array([301.284994  , 249.07047738, 656.95104554]), array([278.77661089, 291.06989943, 662.15058865])]","[array([ 0.98558393,  0.89123867, -0.87721053,  0.32971321, -2.24386804,
       -0.31905062]), array([ 1.1161469 ,  0.88001946, -0.86869502,  0.34438362, -2.25660373,
       -0.2404402 ])]"
34545,movec_fit,"[array([257.21625228, 336.40073321, 671.64692274]), array([238.53679774, 381.8494621 , 685.52280848])]","[array([ 1.26799187,  0.83426949, -0.8349967 ,  0.39149974, -2.27348565,
       -0.13351785]), array([ 1.39958866,  0.78266321, -0.79078581,  0.45159008, -2.29613997,
       -0.03028133])]"
39889,movec_fit,"[array([217.84115415, 447.41741099, 715.38096533]), array([205.92550546, 509.44572684, 755.64384898])]","[array([ 1.56329112,  0.67132367, -0.66799187,  0.57472594, -2.31810549,
        0.08756425]), array([ 1.68905334,  0.56901827, -0.54505428,  0.7185629 , -2.31749661,
        0.19335438])]"
44013,movec_fit,"[array([202.54974764, 553.68802747, 792.84970853]), array([203.68083707, 594.27833449, 834.05298945])]","[array([ 1.76066708,  0.49075156, -0.42843724,  0.82714457, -2.29508576,
        0.23678179]), array([ 1.82360709,  0.41246794, -0.32925751,  0.93292345, -2.25095952,
        0.26790096])]"
47682,movec_fit,"[array([207.68445284, 627.62754942, 873.11485574]), array([214.27438819, 658.25976933, 913.97287838])]","[array([ 1.86687415,  0.34799072, -0.24418437,  1.01001798, -2.20150329,
        0.29991117]), array([ 1.90538238,  0.27947452, -0.17471248,  1.07828502, -2.13746824,
        0.31999634])]"
49999,movec_fit,"[array([219.37764206, 676.55588633, 940.38796105]), array([225.30604016, 693.85471945, 967.26409471])]","[array([ 1.92197018,  0.24293721, -0.12614029,  1.11123333, -2.09673737,
        0.32974578]), array([ 1.93684241,  0.20475748, -0.08330232,  1.14040642, -2.05116958,
        0.33544315])]"
