breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([-495.83770758,  -61.96510457,  139.41917039])]","[array([-1.73660512,  0.03511091, -0.63746159, -2.30250366,  1.03916381,
        1.17737221])]"
1552,movec_fit,"[array([-496.54184364,  -49.41859206,  141.47880154]), array([-496.60372372,  -36.76862293,  142.93733379])]","[array([-1.73662491,  0.04167236, -0.63459228, -2.30310419,  1.03404984,
        1.17091829]), array([-1.73514933,  0.0460029 , -0.62690221, -2.30512943,  1.03162175,
        1.16568788])]"
3077,movel_fit,"[array([-499.56590791,   -9.65990388,  149.11835145])]","[array([-1.726828  ,  0.06113632, -0.61292133, -2.30472929,  1.0151479 ,
        1.15452619])]"
4562,movel_fit,"[array([-505.26448782,   17.56720027,  158.80528688])]","[array([-1.72115713,  0.07158198, -0.59962884, -2.31108635,  1.00280926,
        1.1428953 ])]"
6547,movel_fit,"[array([-515.37493695,   51.71994414,  175.28331838])]","[array([-1.71024169,  0.0869292 , -0.58187117, -2.32204915,  0.98565806,
        1.12813587])]"
8353,movel_fit,"[array([-526.16114371,   77.49929045,  192.82354454])]","[array([-1.6978931 ,  0.10115196, -0.56970437, -2.3363672 ,  0.97362575,
        1.11488318])]"
10072,movel_fit,"[array([-536.20238061,   95.83949172,  209.1860078 ])]","[array([-1.68267535,  0.11500067, -0.55891762, -2.35112817,  0.96579734,
        1.10424832])]"
11969,movel_fit,"[array([-547.43092984,  109.85215551,  227.01720315])]","[array([-1.66171876,  0.13105778, -0.54801614, -2.36723317,  0.95894137,
        1.09422469])]"
14212,movel_fit,"[array([-560.80501124,  118.63684716,  247.22862799])]","[array([-1.63128723,  0.15107901, -0.53503762, -2.38390992,  0.95149415,
        1.08490592])]"
16712,movel_fit,"[array([-575.72317597,  118.76267527,  267.95300963])]","[array([-1.59128231,  0.1741975 , -0.52108414, -2.39849025,  0.94309996,
        1.07770547])]"
19321,movel_fit,"[array([-590.81334806,  108.28627339,  286.2815371 ])]","[array([-1.54388732,  0.19816961, -0.50711838, -2.40827575,  0.93352191,
        1.07434241])]"
