timestamp,J11,J12,J13,J14,J15,J16,J21,J22,J23,J24,J25,J26
 0,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 12,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 24,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 36,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 48,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 60,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 72,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 84,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 96,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 108,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 120,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 132,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 144,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 156,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 168,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 180,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 192,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 204,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 216,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 228,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 240,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 252,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 264,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 276,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 288,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 300,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 312,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
 324,   0.0000,   0.0000,   0.0000,   -.0000, -90.0000,   0.0000,   0.0000,   0.0000,   -.0000,   -.0000, -90.0000,   0.0000
