,x,y,z
0,300.0,2.896130139867132e-13,-462.0000000000023
1,301.5905015115115,1.940931790150436,-463.25347425950736
2,303.18100302302304,3.8818635803006516,-464.5069485190125
3,304.77150453453453,5.822795370450798,-465.76042277851764
4,306.362006046046,7.763727160600944,-467.0138970380227
5,307.95250755755757,9.70465895075116,-468.26737129752786
6,309.54300906906906,11.645590740901307,-469.520845557033
7,311.1335105805806,13.586522531051523,-470.77431981653814
8,312.7240120920921,15.527454321201668,-472.0277940760432
9,314.3145136036036,17.468386111351816,-473.2812683355483
10,315.90501511511513,19.409317901502032,-474.5347425950535
11,317.4955166266266,21.350249691652177,-475.7882168545586
12,319.0860181381381,23.291181481802322,-477.04169111406367
13,320.67651964964966,25.23211327195254,-478.2951653735688
14,322.26702116116115,27.173045062102688,-479.54863963307395
15,323.8575226726727,29.1139768522529,-480.8021138925791
16,325.4480241841842,31.05490864240305,-482.05558815208417
17,327.0385256956957,32.995840432553194,-483.3090624115893
18,328.62902720720723,34.93677222270341,-484.56253667109445
19,330.2195287187187,36.877704012853556,-485.81601093059953
20,331.8100302302302,38.8186358030037,-487.0694851901046
21,333.40053174174176,40.75956759315392,-488.32295944960975
22,334.99103325325325,42.70049938330406,-489.5764337091149
23,336.5815347647648,44.64143117345428,-490.82990796862003
24,338.1720362762763,46.582362963604425,-492.0833822281251
25,339.7625377877878,47.949675785847504,-492.92079069777606
26,341.3530392992993,49.28384715104561,-493.73416051585895
27,342.9435408108108,50.61801851624367,-494.5475303339418
28,344.5340423223223,51.95218988144173,-495.3609001520246
29,346.12454383383385,53.28636124663984,-496.17426997010756
30,347.71504534534535,54.6205326118379,-496.9876397881904
31,349.30554685685684,55.95470397703596,-497.8010096062732
32,350.8960483683684,57.28887534223407,-498.6143794243561
33,352.4865498798799,58.62304670743214,-499.427749242439
34,354.0770513913914,59.95721807263025,-500.2411190605219
35,355.6675529029029,61.29138943782831,-501.05448887860473
36,357.2580544144144,62.625560803026374,-501.8678586966876
37,358.84855592592595,63.959732168224484,-502.68122851477045
38,360.43905743743744,65.29390353342254,-503.49459833285334
39,362.029558948949,66.62807489862065,-504.3079681509362
40,363.6200604604605,67.96224626381871,-505.12133796901907
41,365.21056197197197,69.29641762901677,-505.9347077871019
42,366.8010634834835,70.63058899421489,-506.74807760518473
43,368.391564994995,71.96476035941295,-507.5614474232677
44,369.9820665065065,73.29893172461101,-508.3748172413505
45,371.57256801801805,74.63310308980911,-509.18818705943335
46,373.16306952952954,75.96727445500717,-510.0015568775163
47,374.753571041041,77.30144582020523,-510.8149266955991
48,376.3440725525526,78.63561718540335,-511.62829651368196
49,377.93457406406407,79.96978855060141,-512.4416663317647
50,379.52507557557556,81.30395991579947,-513.2550361498478
51,381.1155770870871,82.63813128099757,-514.0684059679305
52,382.7060785985986,83.97230264619564,-514.8817757860133
53,384.29658011011014,85.30647401139375,-515.6951456040963
54,385.88708162162163,86.6406453765918,-516.5085154221791
55,387.4775831331332,87.97481674178992,-517.3218852402621
56,389.06808464464467,89.30898810698798,-518.1352550583449
57,390.65858615615616,90.64315947218604,-518.9486248764277
58,392.2490876676677,91.97733083738414,-519.7619946945107
59,393.8395891791792,93.3115022025822,-520.5753645125935
60,395.4300906906907,94.64567356778028,-521.3887343306764
61,397.02059220220224,95.97984493297838,-522.2021041487592
62,398.61109371371373,97.31401629817645,-523.0154739668421
63,400.2015952252252,98.64818766337451,-523.828843784925
64,401.79209673673677,99.98235902857263,-524.6422136030078
65,403.38259824824826,101.31653039377069,-525.4555834210908
66,404.97309975975975,102.65070175896874,-526.2689532391736
67,406.5636012712713,103.98487312416684,-527.0823230572564
68,408.1541027827828,105.31904448936491,-527.8956928753393
69,409.7446042942943,106.65321585456296,-528.7090626934222
70,411.3351058058058,107.98738721976108,-529.522432511505
71,412.9256073173173,109.32155858495915,-530.3358023295879
72,414.51610882882886,110.65572995015725,-531.1491721476708
73,416.10661034034035,111.98990131535531,-531.9625419657536
74,417.6971118518519,113.32407268055341,-532.7759117838366
75,419.2876133633634,114.65824404575149,-533.5892816019194
76,420.8781148748749,115.99241541094956,-534.4026514200023
77,422.46861638638643,117.32658677614768,-535.2160212380852
78,424.0591178978979,118.66075814134572,-536.029391056168
79,425.6496194094094,119.9949295065438,-536.8427608742509
80,427.24012092092096,121.3291008717419,-537.6561306923337
81,428.83062243243245,122.66327223693995,-538.4695005104167
82,430.42112394394394,123.99744360213802,-539.2828703284995
83,432.0116254554555,125.33161496733614,-540.0962401465823
84,433.602126966967,126.66578633253418,-540.9096099646653
85,435.19262847847847,127.99995769773226,-541.7229797827481
86,436.78312998999,129.33412906293037,-542.5363496008308
87,438.37363150150156,130.66830042812848,-543.3497194189138
88,439.964133013013,132.0024717933265,-544.1630892369966
89,441.55463452452454,133.3366431585246,-544.9764590550794
90,443.1451360360361,134.6708145237227,-545.7898288731624
91,444.7356375475476,136.00498588892074,-546.6031986912452
92,446.3261390590591,137.33915725411882,-547.416568509328
93,447.9166405705706,138.67332861931695,-548.229938327411
94,449.5071420820821,140.007499984515,-549.0433081454938
95,451.0976435935936,141.34167134971307,-549.8566779635767
96,452.68814510510515,142.67584271491117,-550.6700477816596
97,454.27864661661664,144.01001408010922,-551.4834175997424
98,455.86914812812813,145.3441854453073,-552.2967874178253
99,457.4596496396397,146.6783568105054,-553.1101572359081
100,459.05015115115117,148.01252817570344,-553.923527053991
101,460.64065266266266,149.3466995409015,-554.7368968720739
102,462.2311541741742,150.68087090609964,-555.5502666901567
103,463.8216556856857,152.01504227129772,-556.3636365082397
104,465.4121571971972,153.34921363649576,-557.1770063263225
105,467.00265870870874,154.68338500169386,-557.9903761444053
106,468.5931602202203,156.01755636689197,-558.8037459624883
107,470.1836617317317,157.35172773208998,-559.6171157805711
108,471.77416324324327,158.6858990972881,-560.430485598654
109,473.3646647547548,160.02007046248622,-561.2438554167369
110,474.9551662662663,161.3542418276843,-562.0572252348197
111,476.5456677777778,162.68841319288234,-562.8705950529026
112,478.13616928928934,164.02258455808044,-563.6839648709855
113,479.72667080080083,165.3567559232785,-564.4973346890683
114,481.3171723123123,166.69092728847656,-565.3107045071512
115,482.90767382382387,168.02509865367466,-566.1240743252341
116,484.49817533533536,169.35927001887273,-566.937444143317
117,486.08867684684685,170.69344138407078,-567.7508139613998
118,487.6791783583584,171.58539409734047,-568.2395698839548
119,489.2696798698699,172.38925934640932,-568.663664547251
120,490.8601813813814,173.19312459547814,-569.0877592105471
121,492.4506828928929,173.996989844547,-569.5118538738433
122,494.0411844044045,174.80085509361584,-569.9359485371396
123,495.6316859159159,175.60472034268466,-570.3600432004358
124,497.22218742742746,176.4085855917535,-570.7841378637319
125,498.812688938939,177.21245084082236,-571.2082325270281
126,500.4031904504505,178.01631608989123,-571.6323271903243
127,501.993691961962,178.82018133896005,-572.0564218536205
128,503.58419347347353,179.6240465880289,-572.4805165169169
129,505.174694984985,180.42791183709775,-572.904611180213
130,506.7651964964965,181.23177708616657,-573.3287058435092
131,508.35569800800806,182.03564233523542,-573.7528005068054
132,509.94619951951955,182.8395075843043,-574.1768951701016
133,511.53670103103104,183.6433728333731,-574.6009898333978
134,513.1272025425426,184.44723808244197,-575.025084496694
135,514.7177040540541,185.25110333151085,-575.4491791599903
136,516.3082055655656,186.05496858057964,-575.8732738232865
137,517.8987070770771,186.85883382964855,-576.2973684865827
138,519.4892085885886,187.6626990787173,-576.7214631498788
139,521.0797101001001,188.4665643277862,-577.1455578131751
140,522.6702116116116,189.27042957685504,-577.5696524764712
141,524.2607131231232,190.0742948259239,-577.9937471397675
142,525.8512146346346,190.87816007499273,-578.4178418030638
143,527.4417161461462,191.68202532406158,-578.8419364663599
144,529.0322176576577,192.48589057313046,-579.2660311296562
145,530.6227191691692,193.28975582219923,-579.6901257929524
146,532.2132206806807,194.0936210712681,-580.1142204562485
147,533.8037221921923,194.89748632033695,-580.5383151195448
148,535.3942237037038,195.70135156940583,-580.9624097828411
149,536.9847252152152,196.50521681847465,-581.3865044461372
150,538.5752267267268,197.3090820675435,-581.8105991094335
151,540.1657282382382,198.1129473166123,-582.2346937727295
152,541.7562297497498,198.91681256568114,-582.6587884360258
153,543.3467312612613,199.72067781475005,-583.0828830993221
154,544.9372327727729,200.5245430638189,-583.5069777626182
155,546.5277342842843,201.32840831288772,-583.9310724259145
156,548.1182357957958,202.1322735619566,-584.3551670892108
157,549.7087373073074,202.93613881102544,-584.7792617525068
158,551.2992388188188,203.7400040600943,-585.2033564158031
159,552.8897403303304,204.54386930916309,-585.6274510790992
160,554.4802418418419,205.34773455823196,-586.0515457423954
161,556.0707433533535,206.1515998073008,-586.4756404056917
162,557.6612448648649,206.95546505636966,-586.8997350689879
163,559.2517463763763,207.75933030543848,-587.3238297322841
164,560.8422478878879,208.4692699858567,-587.6766515272685
165,562.4327493993994,209.10327450168162,-587.9718519837396
166,564.023250910911,209.73727901750652,-588.2670524402107
167,565.6137524224225,210.37128353333148,-588.5622528966817
168,567.204253933934,211.00528804915632,-588.8574533531529
169,568.7947554454455,211.63929256498128,-589.152653809624
170,570.3852569569569,212.27329708080617,-589.4478542660949
171,571.9757584684685,212.9073015966311,-589.7430547225661
172,573.56625997998,213.54130611245606,-590.0382551790372
173,575.1567614914916,214.17531062828098,-590.3334556355081
174,576.7472630030031,214.80931514410588,-590.6286560919792
175,578.3377645145146,215.44331965993075,-590.9238565484504
176,579.928266026026,216.07732417575565,-591.2190570049213
177,581.5187675375375,216.7113286915806,-591.5142574613925
178,583.1092690490491,217.34533320740553,-591.8094579178635
179,584.6997705605606,217.97933772323046,-592.1046583743346
180,586.2902720720722,218.61334223905538,-592.3998588308057
181,587.8807735835836,219.24734675488025,-592.6950592872768
182,589.4712750950952,219.8813512707052,-592.9902597437479
183,591.0617766066066,220.5153557865301,-593.2854602002188
