breakpoints,primitives,points,q_bp
0,movej_fit,"[array([2185.6007498 ,  752.93171667, 1060.17472716])]","[array([ 0.21636436,  0.6816884 ,  0.31934816, -0.41241937, -1.60851967,
        0.11086555])]"
1000,movel_fit,"[array([2189.60609023,  750.1498483 , 1106.42506301])]","[array([ 0.21292517,  0.67309622,  0.30044502, -0.42011694, -1.61879768,
        0.10358036])]"
2000,movel_fit,"[array([2194.39522295,  746.0343487 , 1154.41442175])]","[array([ 0.20876612,  0.6655966 ,  0.27858296, -0.42841926, -1.62924476,
        0.09385582])]"
3000,movel_fit,"[array([2199.64485348,  740.90981869, 1203.47995229])]","[array([ 0.20395691,  0.65943255,  0.25382849, -0.43772   , -1.63980942,
        0.08188676])]"
4000,movel_fit,"[array([2204.79959925,  733.18229504, 1252.04576912])]","[array([ 0.19806395,  0.65398102,  0.22825461, -0.4472479 , -1.65017231,
        0.06804177])]"
5000,movel_fit,"[array([2209.62853799,  722.66346345, 1299.86961264])]","[array([ 0.19103078,  0.64901236,  0.20235051, -0.45698028, -1.66030634,
        0.05230153])]"
6000,movel_fit,"[array([2213.85946994,  709.11286351, 1346.56234021])]","[array([ 0.18281464,  0.64418136,  0.17687988, -0.46672946, -1.67010952,
        0.03479806])]"
7000,movel_fit,"[array([2217.28814614,  692.62906625, 1391.85490493])]","[array([ 0.17348074,  0.63925138,  0.15235439, -0.47639211, -1.67949942,
        0.01575673])]"
8000,movel_fit,"[array([2219.871858  ,  673.69654373, 1435.80718208])]","[array([ 0.16317335,  0.63426018,  0.12863235, -0.48614913, -1.68849697,
       -0.0047299 ])]"
9000,movel_fit,"[array([2221.54758242,  652.58331981, 1478.29961257])]","[array([ 0.15198802,  0.6291294 ,  0.10588093, -0.49599713, -1.6970412 ,
       -0.02646692])]"
10000,movel_fit,"[array([2222.22176867,  629.37588512, 1519.01324951])]","[array([ 0.13999959,  0.62360472,  0.08468822, -0.50568043, -1.70495435,
       -0.04905712])]"
