breakpoints,primitives,points
0,movej_fit,"[array([ 0.62735068,  0.84189668, -0.24971871,  1.70936801, -0.90110557,
        0.79538912])]"
8272,movec_fit,"[array([2314.29540414,  959.22867249,  702.33372784]), array([2284.73159152,  827.38662938,  677.38591183])]"
15122,movel_fit,"[array([2209.20600744,  593.47203544,  686.3411602 ])]"
15421,movec_fit,"[array([2250.16972629,  711.86129218,  674.67510052]), array([2210.91292501,  598.38803654,  685.73839506])]"
18335,movel_fit,"[array([2120.14211894,  336.46211186,  727.42823899])]"
22897,movel_fit,"[array([2175.83519607,  497.36256415,  698.12542094])]"
23196,movel_fit,"[array([2121.75218558,  341.50058399,  726.53324298])]"
30970,movel_fit,"[array([2133.45213303, -371.14535019,  578.76408621])]"
38414,movel_fit,"[array([2174.85775587, -427.70390505,  519.45597834])]"
44649,movel_fit,"[array([2196.72085268, -455.67144119,  488.57690359])]"
44948,movec_fit,"[array([2083.68595538,  205.42715852,  745.37670685]), array([2055.7157066 ,   65.90480732,  753.81883272])]"
47315,movec_fit,"[array([2047.52802484,  -67.04351879,  740.31691106]), array([2059.77904066, -194.72840132,  702.08737845])]"
47614,movec_fit,"[array([2088.87279396, -288.31857578,  648.23847395]), array([2131.27851077, -367.85817331,  582.05329335])]"
48668,movec_fit,"[array([2151.27971121, -396.78413843,  552.52544591]), array([2172.5001255 , -424.57816304,  522.81556648])]"
48967,movel_fit,"[array([2193.89285211, -452.94060066,  492.33124999])]"
49998,movel_fit,"[array([2216.28909824, -474.56739137,  462.59884223])]"
