,breakpoints,primitives,J1,J2,J3,J4,J5,J6
0,0,movej_fit,-0.6434603762297613,0.12785101388974177,-0.08667980950382503,-0.3251003874211887,-1.7943030436336171,2.177493275304844
1,6742,movel_fit,-0.5742165369282297,-0.011648547266066636,-0.2270291797711279,-0.38021552315023216,-1.7247568770718456,2.2279762545257586
2,14646,movel_fit,-0.5494342984381948,-0.31701024194465655,-0.50325464373643,-0.5348883563786151,-1.5297784215692143,2.4026927289965565
3,18187,movel_fit,-0.5310644019523192,-0.4599061082762513,-0.6269301155594764,-0.6184285892499599,-1.4373917352836756,2.374721284927223
4,21672,movel_fit,-0.4741131148468005,-0.545486609947302,-0.6925198469257716,-0.6682304687413149,-1.3676666559080939,2.205239002660267
5,24994,movel_fit,-0.3515917627271561,-0.5158742516519854,-0.6519379470273514,-0.6192827829264195,-1.3364748500186623,1.864225327133767
6,28344,movel_fit,-0.19702443134986503,-0.27783611824621224,-0.4543375787570789,-0.4947865164510593,-1.4699274760172019,1.4898556713820665
7,31757,movel_fit,-0.09511415768448295,0.043415260109094966,-0.22752360501675506,-0.4579049687062384,-1.7216713212086023,1.2638291788032072
8,34062,movel_fit,-0.059541870223014826,0.17536393479999704,-0.15304813070837153,-0.49701910944736133,-1.8466179296699818,1.360376328945119
9,36076,movel_fit,-0.026600644488317116,0.24006492627602335,-0.11796548637965398,-0.5283685533533905,-1.9317466878834546,1.5745692778107754
10,38433,movel_fit,0.018310066695719662,0.1680699142212939,-0.1532591929683511,-0.5189315704863963,-1.8898100029077756,1.8262348864649771
11,40840,movel_fit,0.07020049584054444,-0.10170803741056247,-0.323154497509325,-0.486399889400447,-1.6353740245785537,1.9684912646172628
12,43364,movel_fit,0.14213658650195926,-0.43312067472969484,-0.5711589762772133,-0.48155817565424125,-1.2960855529657331,1.976088351286943
13,45092,movel_fit,0.190979816946641,-0.5960299363463776,-0.7076398036705429,-0.5121644682243978,-1.085136471149393,1.7316204233652792
14,46671,movel_fit,0.2696758828275785,-0.6734112911096609,-0.7711860952302132,-0.46507983009911413,-0.9160059605100646,1.3258001165361517
15,48749,movel_fit,0.31379118156577857,-0.5179187720940871,-0.642045344106394,-0.39374313322473303,-0.9840607147306032,0.9289950345810477
16,49999,movel_fit,0.287345647191545,-0.2995901415216615,-0.46480875096673646,-0.42566655803342324,-1.191491770031391,0.8660752956470595
