primitives,points,q_bp
movej_fit,"[array([  944.07330612, -1173.76188626,   470.00189553])]","[array([-1.05278592,  1.4314283 ,  1.83160964, -0.53252242, -1.57182976,
        1.84453264])]"
movel_fit,"[array([ 1055.41998183, -1141.93380423,   493.25989878])]","[array([-0.96681407,  1.41620505,  1.80962536, -0.50284794, -1.47355892,
        1.83063693])]"
movec_fit,"[array([ 1129.10505901, -1121.81246482,   496.36268246]), array([ 1194.74508632, -1106.90541906,   524.28170204])]","[array([-0.90632914,  1.49702035,  1.93876398, -0.46641757, -1.41133524,
        1.81576359]), array([-0.86419385,  1.43520706,  1.83129417, -0.46226553, -1.32744861,
        1.84763401])]"
movec_fit,"[array([ 1220.64168505, -1102.71232018,   540.50256463]), array([ 1245.77964926, -1098.09637316,   557.43431118])]","[array([-0.83999824,  1.47263159,  1.90462779, -0.43504915, -1.2964514 ,
        1.84627583]), array([-0.81645618,  1.50370638,  1.96374829, -0.40859434, -1.2610885 ,
        1.84927938])]"
movec_fit,"[array([ 1277.35153698, -1090.72314478,   576.65278644]), array([ 1308.85157846, -1080.10482568,   590.21149812])]","[array([-0.79544835,  1.48398642,  1.9314492 , -0.40224645, -1.21593666,
        1.86470605]), array([-0.77000904,  1.50217385,  1.95767466, -0.3847894 , -1.17319934,
        1.87420121])]"
movec_fit,"[array([ 1341.48823253, -1063.06608176,   594.66884974]), array([ 1374.64139553, -1040.24449509,   583.68589112])]","[array([-0.75164471,  1.47671671,  1.90226767, -0.39839313, -1.13800602,
        1.88016595]), array([-0.72078056,  1.55229432,  2.00036951, -0.3788497 , -1.10398837,
        1.87081335])]"
movec_fit,"[array([ 1394.58377616, -1023.04771584,   566.65201157]), array([ 1414.27941798, -1003.3480284 ,   538.73084737])]","[array([-0.71720831,  1.50975578,  1.90607197, -0.41981534, -1.0972303 ,
        1.86489056]), array([-0.70827407,  1.52519332,  1.89556098, -0.44647213, -1.08979686,
        1.85887516])]"
movec_fit,"[array([1431.24036685, -986.53988584,  505.05997793]), array([1446.63753929, -971.55993421,  465.68879118])]","[array([-0.70268082,  1.52630509,  1.85507598, -0.47789394, -1.07996415,
        1.83624644]), array([-0.69959556,  1.55170014,  1.8460008 , -0.51379552, -1.07025549,
        1.82881419])]"
movec_fit,"[array([1459.14717448, -960.95503994,  429.04291447]), array([1470.02468248, -952.6282183 ,  397.50939896])]","[array([-0.69619499,  1.56561089,  1.82157022, -0.54015958, -1.05481754,
        1.8015247 ]), array([-0.69981048,  1.54631331,  1.74227137, -0.58864421, -1.03711494,
        1.7964638 ])]"
movec_fit,"[array([1479.8847339 , -944.97759754,  374.93115598]), array([1490.39537159, -936.68945235,  362.23002602])]","[array([-0.69333759,  1.58376924,  1.77460399, -0.59532886, -1.02436206,
        1.77696532]), array([-0.69005044,  1.5634135 ,  1.71833131, -0.61879142, -1.00658771,
        1.76591051])]"
movec_fit,"[array([1508.13436099, -917.56534165,  363.54836405]), array([1528.45018435, -892.60538998,  392.97823639])]","[array([-0.67215825,  1.61296063,  1.79786332, -0.61034802, -0.99905932,
        1.77205782]), array([-0.65683388,  1.49296673,  1.62195169, -0.63329035, -0.97546637,
        1.77943105])]"
movec_fit,"[array([1539.55242085, -877.54750821,  425.52116172]), array([1550.034765  , -866.12613758,  468.87361119])]","[array([-0.63456251,  1.56697516,  1.78734837, -0.58134275, -0.9880216 ,
        1.78460543]), array([-0.62038831,  1.56883226,  1.83306984, -0.56229682, -0.98375151,
        1.82141151])]"
movec_fit,"[array([1557.80257292, -861.12295043,  507.33528409]), array([1564.47044689, -858.98433546,  546.37742871])]","[array([-0.60592066,  1.55495607,  1.84847633, -0.5301794 , -0.96942501,
        1.82379126]), array([-0.59576319,  1.53292554,  1.84720876, -0.50887185, -0.95319177,
        1.8399943 ])]"
movec_fit,"[array([1570.46508128, -858.59995251,  583.5995168 ]), array([1575.47714702, -857.67446293,  614.45424527])]","[array([-0.58567598,  1.52218116,  1.86000205, -0.48478952, -0.93291765,
        1.85517266]), array([-0.57511625,  1.53903544,  1.90882031, -0.45830394, -0.91169103,
        1.87631518])]"
movec_fit,"[array([1580.32546016, -854.65775135,  637.93980392]), array([1585.85011356, -848.91074923,  653.6627735 ])]","[array([-0.5691327 ,  1.5156609 ,  1.88907683, -0.45056587, -0.89883974,
        1.88259183]), array([-0.5578673 ,  1.531775  ,  1.92409196, -0.42828984, -0.88252128,
        1.88495826])]"
movec_fit,"[array([1597.20221014, -832.0099697 ,  662.23658278]), array([1609.98323445, -806.19747094,  645.37539603])]","[array([-0.55263961,  1.48781131,  1.85917974, -0.45418432, -0.88123627,
        1.89289861]), array([-0.52785945,  1.58059574,  1.98630128, -0.42303675, -0.86685049,
        1.87971771])]"
movec_fit,"[array([1616.9886245 , -788.41178227,  623.3260903 ]), array([1623.71755349, -769.04118538,  590.85816529])]","[array([-0.53159523,  1.53009885,  1.89399611, -0.47174001, -0.89397251,
        1.86642951]), array([-0.53269304,  1.51601986,  1.84392757, -0.51456811, -0.91340164,
        1.8615923 ])]"
movec_fit,"[array([1628.11776475, -757.3060886 ,  566.35544648]), array([1631.23605396, -746.15800891,  540.5191516 ])]","[array([-0.52835261,  1.52946661,  1.84417961, -0.52228969, -0.91969791,
        1.8449561 ]), array([-0.52532757,  1.5496242 ,  1.85368334, -0.532118  , -0.92747843,
        1.83222176])]"
movel_fit,"[array([1663.72053262, -663.74510315,  386.33716175])]","[array([-0.49821159,  1.6037959 ,  1.77973425, -0.62012291, -0.93268649,
        1.77129629])]"
