breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([-495.85687636,  -61.97003017,  139.43690747])]","[array([-1.73494772,  0.03738611, -0.63808413, -2.3007039 ,  1.03643794,
        1.17726244])]"
6884,moveabsj_fit,"[array([-517.51255202,   56.51428978,  178.74603611])]","[array([-1.70782835,  0.09009284, -0.58093806, -2.32478976,  0.98314116,
        1.12502877])]"
10741,moveabsj_fit,"[array([-540.1678174 ,  101.01557004,  215.51121553])]","[array([-1.67532697,  0.12091544, -0.55567617, -2.35686009,  0.96323843,
        1.10035277])]"
14414,moveabsj_fit,"[array([-562.02264171,  118.25627195,  248.85897369])]","[array([-1.62756249,  0.15340705, -0.53466049, -2.38498296,  0.95071904,
        1.08412622])]"
17436,moveabsj_fit,"[array([-579.94440529,  116.06590772,  273.15498799])]","[array([-1.5779252 ,  0.18130552, -0.51777955, -2.40141574,  0.9404694 ,
        1.07639989])]"
19828,moveabsj_fit,"[array([-593.49333353,  104.0107997 ,  288.84562962])]","[array([-1.53337195,  0.20295005, -0.50512961, -2.40909265,  0.93157673,
        1.07445303])]"
24653,moveabsj_fit,"[array([-616.56750655,   51.06701461,  305.96360314])]","[array([-1.43091166,  0.24104833, -0.48277901, -2.40733089,  0.90742186,
        1.08498656])]"
29303,moveabsj_fit,"[array([-624.67763388,  -41.27548047,  294.09911135])]","[array([-1.3152247 ,  0.2606456 , -0.46785915, -2.37777713,  0.86789627,
        1.12087373])]"
33203,moveabsj_fit,"[array([-599.39633242, -155.96741802,  250.02124325])]","[array([-1.20458072,  0.24996389, -0.46776283, -2.32671156,  0.82019991,
        1.17788   ])]"
39391,moveabsj_fit,"[array([-446.03700124, -367.26515999,  143.68742015])]","[array([-1.01971109,  0.16736557, -0.4956194 , -2.20378117,  0.72378815,
        1.30321835])]"
44571,moveabsj_fit,"[array([-259.56215469, -470.89974818,   84.09564628])]","[array([-0.87288683,  0.08181107, -0.49801009, -2.07825354,  0.61821675,
        1.39242249])]"
48990,moveabsj_fit,"[array([-120.83148324, -476.20739769,   40.38149707])]","[array([-0.75732603,  0.04703183, -0.46709971, -1.97179272,  0.52786862,
        1.44963592])]"
49999,moveabsj_fit,"[array([ -94.4823054 , -469.78716611,   29.96156668])]","[array([-0.73413566,  0.04672359, -0.45954163, -1.95107522,  0.51112056,
        1.46169032])]"
