breakpoints,primitives,p_bp,q_bp
0,moveabsj_fit,"[array([ 553.09790975,  865.90395801, 2386.5219512 ])]","[array([-1.49030406,  0.12593056, -2.87130963, -1.78330573, -1.18153553,
        1.8967782 ])]"
1912,movel_fit,"[array([ 547.91620623,  912.59886398, 2337.21239136])]","[array([-1.48542186,  0.10485768, -2.8840466 , -1.7684072 , -1.18032219,
        1.89950892])]"
4255,movec_fit,"[array([ 543.24080432,  942.02769494, 2305.72604776]), array([ 536.98307275,  971.77342065, 2274.8694009 ])]","[array([-1.4871955 ,  0.11323375, -2.87943215, -1.77426321, -1.18098194,
        1.89852669]), array([-1.47497135,  0.07719531, -2.89662927, -1.74703542, -1.17842881,
        1.90391539])]"
6702,movec_fit,"[array([ 529.29770623, 1003.53619965, 2242.62808479]), array([ 520.50374443, 1035.69982423, 2211.12940123])]","[array([-1.48706627,  0.11265452, -2.87976922, -1.77385554, -1.18094338,
        1.89859889]), array([-1.46356397,  0.04715412, -2.9090363 , -1.72934749, -1.16870612,
        1.90618069])]"
8984,movel_fit,"[array([ 503.04714022, 1095.89729954, 2154.4465231 ])]","[array([-1.45408053,  0.01567314, -2.91643179, -1.71859732, -1.15677985,
        1.90757666])]"
11591,movel_fit,"[array([ 482.3124211 , 1164.23173437, 2095.76106523])]","[array([-1.44589082, -0.0233327 , -2.91854893, -1.71252191, -1.13903291,
        1.90648925])]"
14560,movel_fit,"[array([ 457.66319953, 1238.51151802, 2033.64701724])]","[array([-1.43763568, -0.06825955, -2.91613034, -1.70923069, -1.11682674,
        1.90555146])]"
17878,movel_fit,"[array([ 428.13058792, 1316.09949491, 1969.42620524])]","[array([-1.42814813, -0.11717424, -2.90900122, -1.70753756, -1.09113608,
        1.90427676])]"
21313,movel_fit,"[array([ 395.8611745 , 1389.05097464, 1907.00236707])]","[array([-1.41752281, -0.16501745, -2.89927234, -1.7066177 , -1.0656869 ,
        1.90381058])]"
24750,movel_fit,"[array([ 362.6865065 , 1453.47932862, 1847.06915294])]","[array([-1.40565188, -0.20940163, -2.88884968, -1.70461686, -1.04382426,
        1.90503843])]"
28059,movel_fit,"[array([ 330.98515231, 1505.17966426, 1789.61769771])]","[array([-1.39212628, -0.24791772, -2.88025487, -1.69877938, -1.02997851,
        1.91011917])]"
30611,movel_fit,"[array([ 309.11815329, 1536.43481188, 1746.68114887])]","[array([-1.38109216, -0.27438588, -2.87490654, -1.69194102, -1.02636462,
        1.9174701 ])]"
32729,movel_fit,"[array([ 293.25933697, 1556.0277423 , 1711.30294728])]","[array([-1.37130079, -0.29401785, -2.87183335, -1.68360533, -1.0293151 ,
        1.92653039])]"
34469,movel_fit,"[array([ 282.69072245, 1567.07165356, 1682.94681573])]","[array([-1.36314996, -0.30823366, -2.87055303, -1.6752792 , -1.03649128,
        1.93612623])]"
36038,movel_fit,"[array([ 275.06779044, 1573.49112414, 1657.5670913 ])]","[array([-1.35584375, -0.31974801, -2.87044345, -1.66660945, -1.0462412 ,
        1.94617142])]"
38757,movec_fit,"[array([ 270.01961188, 1575.88371822, 1634.71047042]), array([ 266.13077413, 1575.97351934, 1611.52233621])]","[array([-1.48673172,  0.11113347, -2.88064133, -1.77278696, -1.18083697,
        1.89878543]), array([-1.34324438, -0.336092  , -2.87503314, -1.64843629, -1.06986204,
        1.9675991 ])]"
40429,movel_fit,"[array([ 262.59497587, 1572.68724204, 1580.15830552])]","[array([-1.33427505, -0.34586342, -2.87798705, -1.63095785, -1.09172521,
        1.98201801])]"
42012,movel_fit,"[array([ 260.86405627, 1565.19065189, 1545.87667162])]","[array([-1.32599762, -0.35296744, -2.88592738, -1.61246973, -1.11355199,
        1.99879211])]"
43489,movel_fit,"[array([ 260.1038434, 1556.5773088, 1510.6655662])]","[array([-1.31823473, -0.36037708, -2.89339864, -1.59190958, -1.13614546,
        2.01439756])]"
44943,movel_fit,"[array([ 260.26301793, 1546.47741606, 1472.08210177])]","[array([-1.31118186, -0.36782536, -2.90276191, -1.56997453, -1.15826653,
        2.03043162])]"
46425,movel_fit,"[array([ 261.33950332, 1535.11845512, 1428.12659373])]","[array([-1.30470373, -0.37661093, -2.9131799 , -1.54496061, -1.18084988,
        2.04677037])]"
47934,movel_fit,"[array([ 263.40941395, 1523.75063803, 1379.25281734])]","[array([-1.29966678, -0.38719046, -2.92454869, -1.51863436, -1.20142824,
        2.06256144])]"
49549,movel_fit,"[array([ 266.26774481, 1513.89020954, 1324.62316561])]","[array([-1.29650566, -0.4008994 , -2.93606095, -1.49159471, -1.21846161,
        2.07707965])]"
49999,movel_fit,"[array([ 267.35409943, 1511.94694606, 1308.27081818])]","[array([-1.29631599, -0.40541257, -2.93927072, -1.484216  , -1.2216109 ,
        2.08043248])]"
