breakpoints,primitives,points
0,movej_fit,"[array([ 0.62645812,  0.8382567 , -0.24067681,  1.69223603, -0.89614974,
        0.77949084])]"
6837,movec_fit,"[array([2366.69219683,  979.22389906,  699.36152193]), array([2344.86467596,  864.12892233,  673.50936975])]"
7687,movec_fit,"[array([2341.50750817,  849.66535438,  671.52516252]), array([2337.85583605,  835.26975821,  670.2087868 ])]"
11641,movec_fit,"[array([2319.58243917,  768.26222663,  666.83938789]), array([2299.10812582,  701.91645872,  668.97329071])]"
12776,movec_fit,"[array([2293.01670639,  682.93039124,  670.15564689]), array([2286.73231298,  664.09467462,  671.97026   ])]"
16082,movec_fit,"[array([2268.09073626,  609.37031391,  678.32995515]), array([2249.00410497,  555.16299847,  686.80358909])]"
20857,movec_fit,"[array([2221.17232978,  477.25853812,  701.22575247]), array([2193.93425586,  399.48925138,  717.22051038])]"
21014,movec_fit,"[array([2193.47392501,  396.80969163,  717.7560984 ]), array([2192.23517407,  394.41650986,  718.2291731 ])]"
22914,movec_fit,"[array([2182.2541916 ,  363.07635899,  724.46823015]), array([2171.25884118,  332.22560013,  731.05422253])]"
23986,movec_fit,"[array([2166.32296107,  314.24289873,  734.07057477]), array([2160.06030323,  296.93245254,  737.98403876])]"
24003,movec_fit,"[array([2160.43924331,  296.56250366,  737.80096087]), array([2160.56950916,  296.17239647,  738.01052156])]"
28243,movec_fit,"[array([2140.05354728,  225.50292587,  750.41596873]), array([2122.05940185,  153.83248949,  760.31736346])]"
28343,movel_fit,"[array([2121.12701995,  150.40393337,  760.2290923 ])]"
32399,movec_fit,"[array([2107.47557828,   80.61256352,  765.72216245]), array([2098.06222187,    9.98307669,  766.18914501])]"
32565,movec_fit,"[array([2097.88912672,    7.04544491,  765.94508098]), array([2097.51832888,    4.1868308 ,  765.95615077])]"
37649,movec_fit,"[array([2093.98116821,  -84.5612216 ,  756.40976919]), array([2099.88613322, -171.06969966,  735.22582685])]"
37705,movec_fit,"[array([2100.15115514, -171.92848267,  734.75060674]), array([2100.17182492, -172.8669656 ,  734.62176501])]"
43042,movec_fit,"[array([2117.1689549 , -257.96666758,  699.10637217]), array([2143.21634226, -335.11818423,  652.68642738])]"
44270,movec_fit,"[array([2150.1166466 , -351.89503058,  640.91352093]), array([2157.52325336, -367.92793479,  628.55512232])]"
49366,movec_fit,"[array([2190.95277675, -430.72722658,  574.0913877 ]), array([2228.33728834, -486.71164254,  515.07321688])]"
49771,movec_fit,"[array([2231.30350979, -491.20299484,  510.38510179]), array([2234.52239718, -495.12660898,  505.415916  ])]"
50000,movel_fit,"[array([2237.96911807, -500.09359852,  500.04727156])]"
